A,B 
"(-43, 60, 6, 80)","[199.647413465759, 0, 2907]"
"(-47, 50, 7, 70)","[199.67119610640694, 0, 2397]"
"(-20, 80, 2, 120)","[199.65794320571248, 0, 1506]"
"(-40, 50, 7, 90)","[199.08243179224382, 0, 1924]"
"(-43, 70, 3, -20)","[199.7168269288976, 0, 456]"
"(-47, 70, 4, -20)","[199.63020687623953, 0, 614]"
"(-20, 60, -5, 130)","[199.07051155467215, 0, 386]"
"(-40, 70, -1, 140)","[197.8197524890919, 0, 684]"
"(-40, 70, 0, 140)","[198.44328117149678, 0, 386]"
"(-47, 80, -1, 120)","[196.45441959488244, 0, 651]"
"(100, 120, 0, 0)","[196.58703269547965, 0, 551]"
"(-20, 80, 2, 80)","[199.68582990230527, 0, 1720]"
"(-47, 30, 9, 40)","[199.51502711149337, 0, 1899]"
"(-43, 80, 3, -10)","[199.52864365584247, 0, 279]"
"(30, 140, 4, 0)","[-1662.2841552744262, -836.2015540807274, 7]"
"(20, 140, 5, 0)","[199.15995379776362, 0, 3]"
"(100, 10, 4, 0)","[199.5948448692384, 0, 508]"
"(-47, 60, 6, 170)","[196.41023208376808, 0, 700]"
"(-20, 50, 2, -30)","[199.4883853382181, 0, 1308]"
"(-20, 50, 3, -30)","[199.45824794857862, 0, 3335]"
"(-40, 60, -8, -30)","[199.52720637266162, 0, 302]"
"(-47, 80, -4, 0)","[198.83442377794466, 0, 1348]"
"(-43, 70, 2, -30)","[199.48648449593358, 0, 18]"
"(-47, 70, 3, -30)","[199.59984164701257, 0, 287]"
"(100, 180, 1, 0)","[187.7829433987343, -1267.1626699587007, 180]"
"(90, 170, 2, 0)","[196.32814745396098, 0, 235]"
"(100, 10, 9, 0)","[199.75956713040415, 0, 3357]"
"(-40, 40, -9, -50)","[199.40985890816975, 0, 2762]"
"(-43, 60, -6, -30)","[199.38949567188342, 0, 1609]"
"(-47, 60, -5, -20)","[198.2105287365776, 0, 473]"
"(100, -20, -4, 0)","[197.87999152590515, 0, 919]"
"(-43, 50, 7, 100)","[199.77860707280638, 0, 4516]"
"(-47, 80, -3, 80)","[197.00374073549813, 0, 522]"
"(-40, 70, 5, -40)","[198.70226330535237, 0, 480]"
"(-45, 50, 7, -60)","[187.28027772721555, 0, 6]"
"(40, 110, -4, 0)","[-1563.987655959199, -2631.830953698638, 9]"
"(-49, 70, -9, 110)","[8.641500000000304, 0, 1]"
"(90, 120, -8, 0)","[-243.0094635941758, -1201.8100784102721, 29]"
"(-30, 90, -1, -30)","[199.49621296125224, 0, 248]"
"(-41, 80, 4, -40)","[198.78875224545163, 0, 9]"
"(-20, 70, 2, 130)","[199.5440033756269, -786.6000000000964, 1034]"
"(100, 80, 10, 0)","[199.69823029613016, 0, 1187]"
"(-20, 40, -9, -40)","[199.49879504309843, 0, 5588]"
"(-40, 70, -4, -10)","[199.3925559307097, 0, 5588]"
"(-43, 80, -1, -10)","[199.3860965708994, 0, 1965]"
"(-47, 80, 0, -10)","[199.35503354103957, 0, 1965]"
"(100, -10, 1, 0)","[199.31680208614642, 0, 993]"
"(90, -10, 3, 0)","[199.25649747580934, 0, 2633]"
"(-43, 50, 6, 90)","[199.7872360063745, -70.67504393383142, 1110]"
"(-47, 40, 7, 90)","[199.7168872237247, -1157.2740757511924, 526]"
"(-49, 30, 8, 30)","[199.54097994257108, 0, 11]"
"(90, 80, 2, 0)","[199.5643232447311, 0, 4356]"
"(-20, 30, 6, 110)","[-837.667408125992, 192.62419651510066, 135]"
"(-40, 60, -5, 140)","[197.9102242553667, 0, 66]"
"(-43, 60, -4, 140)","[198.215610761135, 0, 8]"
"(-47, 70, -3, 150)","[196.90239349815874, 0, 83]"
"(100, 150, -2, 0)","[197.66011359574838, 0, 69]"
"(-20, 80, 1, 0)","[199.38141409074703, 0, 1324]"
"(-20, 80, 2, 0)","[199.57442824075198, 0, 496]"
"(-40, 60, 6, -20)","[199.11993713632685, 0, 1324]"
"(-43, 80, 1, -30)","[199.58780321142825, 0, 260]"
"(-47, 80, 2, -30)","[199.5855762216977, 0, 262]"
"(-47, 70, -1, 80)","[199.5245182696795, 0, 10]"
"(100, 80, 0, 0)","[199.5479906806853, 0, 764]"
"(40, 130, 3, 0)","[-56.32282278508083, -2193.684531873872, 23]"
"(-41, 80, 0, 130)","[118.41794495276137, 0, 3]"
"(-45, 80, 1, 130)","[130.56065641391652, 0, 2]"
"(-49, 80, 2, 130)","[138.05425830661412, 0, 2]"
"(-43, 70, -5, -20)","[198.30645416341684, 0, 1390]"
"(-20, 50, 2, 160)","[-499.3851819069257, -1497.1218357256168, 33]"
"(-40, 60, -7, 180)","[-310.24513861429625, -1222.3850718338635, 101]"
"(-43, 80, -4, 180)","[-661.2474019278426, -1314.401690151079, 32]"
"(-47, 80, -3, 180)","[-149.64939587582268, -1364.6971805188675, 24]"
"(-41, 50, -8, 110)","[147.907586668499, 0, 3]"
"(-45, 60, -7, 120)","[191.83450807972537, 0, 6]"
"(-49, 60, -6, 130)","[150.9659102898702, -40.98298797382741, 4]"
"(-43, 70, 4, 170)","[197.51255078032315, 0, 2144]"
"(-30, 60, -7, -20)","[199.42634713441336, 0, 1872]"
"(-41, 80, -2, 0)","[198.4153864413098, 0, 5]"
"(80, -10, 3, 0)","[198.96109884769498, 0, 5838]"
"(80, -10, 4, 0)","[198.87789741582753, 0, 6090]"
"(60, -40, 8, 0)","[-23.867330216990357, 198.4108821747799, 2246]"
"(60, -50, 9, 0)","[-479.37157877414035, 145.65533530055387, 2]"
"(20, -120, -9, 0)","[199.15888046444076, 0, 3]"
"(-30, 50, -9, 140)","[82.0811035105776, -1112.9773423780273, 111]"
"(-41, 80, -4, 170)","[78.67615123959492, 0, 1]"
"(-10, 90, -2, 110)","[199.77458558342533, 0, 2410]"
"(-20, 90, -1, 110)","[199.75430681796036, 0, 5189]"
"(-20, 90, 0, 110)","[199.73142641989674, 0, 4970]"
"(-30, 90, 1, 110)","[199.78788346075353, 0, 2911]"
"(-40, 80, 4, 100)","[199.58418941186835, 0, 5189]"
"(-41, 70, 6, 90)","[199.79784291522742, 0, 14]"
"(100, -10, 7, 0)","[199.75531058984188, 0, 561]"
"(-43, 70, 1, 70)","[175.99483980634625, 0, 11]"
"(-40, 40, -9, 20)","[197.70183407478538, 0, 2692]"
"(-43, 50, -8, 20)","[199.33881147184567, 0, 1038]"
"(-47, 50, -7, 30)","[199.08432884019408, 0, 343]"
"(90, 40, -6, 0)","[194.28552076145652, 0, 1195]"
"(80, 50, -4, 0)","[192.14101442573156, 0, 2753]"
"(70, 50, -2, 0)","[192.62666322819575, 0, 591]"
"(60, 50, 1, 0)","[191.81451186307632, -876.7552558054111, 1373]"
"(50, 50, 3, 0)","[184.6109715328828, -941.9951809287342, 1167]"
"(40, 40, 5, 0)","[180.8893948711941, -819.6558588851701, 1109]"
"(40, 30, 6, 0)","[181.69832471084203, -760.6119258728003, 1364]"
"(40, 20, 7, 0)","[-863.7000000000309, 195.92131210967668, 835]"
"(30, 20, 8, 0)","[-863.7000000000309, 176.1636007762319, 883]"
"(30, 10, 9, 0)","[-1431.9711148200554, 0, 2]"
"(-30, 50, -8, -30)","[199.4060229234153, 0, 2665]"
"(-40, 60, -5, -10)","[199.38381063159125, 0, 1887]"
"(-41, 70, -3, 0)","[180.67544376299185, 0, 6]"
"(-45, 70, -2, 0)","[190.2615994295458, 0, 4]"
"(-49, 70, -1, 0)","[173.8879152293387, 0, 2]"
"(90, 0, 0, 0)","[199.12767788604685, 0, 2657]"
"(60, -40, 9, 0)","[-344.9827177149132, 197.72610026335602, 1751]"
"(-10, 30, 3, 130)","[196.88921067864854, 0, 183]"
"(-20, 20, 5, 120)","[-785.1341226944623, 181.25589154876417, 7]"
"(90, 140, -8, 0)","[-607.1725601436862, -1094.6980250622335, 32]"
"(80, 160, -5, 0)","[-603.5566499145395, -1641.8180933957303, 104]"
"(70, 170, -3, 0)","[-853.1414477065366, -1700.0058859121427, 47]"
"(60, 170, 0, 0)","[-994.8358331638083, -1858.8773562938293, 98]"
"(50, 170, 2, 0)","[-1269.5984564783162, -2037.2163561307375, 43]"
"(-43, 60, 6, -10)","[199.6097320427499, 0, 855]"
"(100, 110, 3, 0)","[199.3652953295739, 0, 439]"
"(70, 150, -4, 0)","[-1119.0440020210008, -1939.160836279075, 28]"
"(-20, 90, -1, 50)","[199.77973063008912, 0, 3658]"
"(-40, 80, 4, 40)","[199.70492297139015, 0, 3658]"
"(-10, 50, 4, 60)","[199.0900623276284, 0, 1046]"
"(-20, 30, 7, 40)","[-806.6395293394405, 199.1430529007977, 836]"
"(-30, 30, -9, 40)","[196.8411293789601, 0, 16]"
"(-43, 60, -5, 60)","[197.81155636112356, 0, 644]"
"(-47, 60, -4, 70)","[197.68567618206708, 0, 16]"
"(-40, 60, -7, -50)","[199.34636502067036, 0, 2230]"
"(-40, 70, -5, -30)","[199.66777639620202, 0, 2575]"
"(-43, 70, -4, -30)","[199.68614561247423, 0, 1736]"
"(-47, 80, -3, -30)","[199.2623184915535, 0, 358]"
"(-43, 70, -3, 30)","[199.7131449711367, 0, 510]"
"(-47, 80, -2, 40)","[199.78455353445406, 0, 1647]"
"(-43, 80, 2, 10)","[198.73267152116074, 0, 805]"
"(-47, 30, 8, 130)","[199.464669750674, 0, 1310]"
"(-10, 60, -2, 60)","[199.67364877391418, 0, 187]"
"(-20, 60, 1, 60)","[199.61187708383952, 0, 243]"
"(-40, 40, 6, 40)","[199.59303102835855, 0, 243]"
"(-10, 40, 0, 160)","[38.2084152787522, 0, 2]"
"(-20, 30, 4, 150)","[33.94439930116576, 0, 4]"
"(-30, 30, 5, 150)","[-652.2393083777694, -327.86476242749916, 7]"
"(-30, 30, -9, 150)","[70.46093736538039, 0, 1]"
"(-40, 50, -7, 170)","[-520.0022995383664, -769.3561326373888, 10]"
"(-41, 50, -6, 170)","[77.82807533267942, 0, 1]"
"(-49, 60, -4, 180)","[79.2698827917404, 0, 1]"
"(-10, 60, 0, 120)","[192.259596830495, 0, 499]"
"(-20, 50, 4, 110)","[192.78165657429997, 0, 596]"
"(-20, 60, -4, 10)","[197.9966137798441, 0, 32]"
"(-41, 60, 3, 10)","[157.28166443452983, 0, 1]"
"(-43, 60, -5, -40)","[199.71734739444418, 0, 445]"
"(-43, 50, 6, 70)","[199.64484447025768, 0, 1153]"
"(100, 60, 8, 0)","[199.65865563241437, 0, 2751]"
"(-10, 80, -2, 170)","[198.07051041667836, 0, 3699]"
"(-20, 80, 1, 170)","[198.73849735921482, -1428.7508604995417, 3703]"
"(-40, 60, 6, 150)","[199.40323993130335, -834.6534017011576, 3695]"
"(-43, 50, 7, 140)","[199.4104385071381, 0, 3181]"
"(-10, 40, -8, 140)","[144.60912284182712, 0, 4]"
"(-43, 70, 1, 170)","[114.46854949175481, 0, 2]"
"(100, 160, 3, 0)","[196.52126454826086, 0, 130]"
"(-40, 50, -9, 30)","[196.78232408886234, 0, 1905]"
"(-40, 60, -8, 40)","[197.5577508864537, 0, 608]"
"(-43, 60, -7, 40)","[196.10832481844176, 0, 1211]"
"(-47, 70, -6, 50)","[195.74655118696873, 0, 1245]"
"(60, 60, 1, 0)","[183.2824833981842, -787.055854762376, 3249]"
"(40, 40, 6, 0)","[176.12222811723353, -570.4723468370204, 3240]"
"(-40, 40, 7, 50)","[198.35016097828833, 0, 1421]"
"(-43, 50, -8, 60)","[197.9680434379255, 0, 975]"
"(-47, 50, -7, 70)","[197.91909791984833, 0, 641]"
"(100, 70, -6, 0)","[197.45271591020148, 0, 1018]"
"(20, 80, -9, 0)","[-1599.7591458394545, -2347.3362449026813, 9]"
"(20, 90, -8, 0)","[-1633.7579285558768, -1654.4487752909579, 14]"
"(-41, 80, 1, 70)","[198.55755691658473, 0, 11]"
"(100, 20, 9, 0)","[199.76957456045676, 0, 3862]"
"(-43, 50, -7, 20)","[199.70267909796326, 0, 483]"
"(-47, 60, -6, 20)","[199.66098911890572, 0, 1222]"
"(100, 30, -5, 0)","[199.35864544806788, 0, 555]"
"(-20, 90, -1, 120)","[199.80780004749312, 0, 4922]"
"(-20, 90, 0, 120)","[199.72771431413202, 0, 4735]"
"(-30, 80, 3, 110)","[199.70033482954437, 0, 3943]"
"(-40, 80, 4, 110)","[199.7743205052187, 0, 4922]"
"(-40, 70, 5, 100)","[199.67567918977312, 0, 8408]"
"(-43, 60, 7, 90)","[199.75393111884875, 0, 2105]"
"(-47, 50, 8, 80)","[199.77461917781662, 0, 2689]"
"(-43, 40, 8, 20)","[199.76583595666483, 0, 1558]"
"(-47, 30, 9, 10)","[199.75763616647725, 0, 1583]"
"(-43, 80, -1, 0)","[198.94685541103672, 0, 1612]"
"(-47, 80, 0, 0)","[198.84469910146237, 0, 1612]"
"(-47, 70, -4, 160)","[128.22430624282447, -1289.200962866685, 35]"
"(100, 160, -3, 0)","[165.7372124875335, 0, 92]"
"(-20, 60, 1, 140)","[199.66280507097693, -1592.644778206591, 203]"
"(-40, 40, 6, 120)","[199.78377937609002, -1284.9335212610663, 186]"
"(-43, 40, 7, 110)","[199.76415445860147, 0, 2315]"
"(-41, 70, -4, -30)","[158.79778375457326, 0, 5]"
"(-45, 70, -3, -30)","[195.01255704705483, 0, 7]"
"(-49, 70, -2, -20)","[193.53232618511254, 0, 3]"
"(90, -20, 0, 0)","[199.0225619863566, 0, 2146]"
"(70, -40, 5, 0)","[197.8950136162912, 0, 3087]"
"(-10, 30, 6, 20)","[104.6108918430739, 0, 1]"
"(-40, 60, -3, 50)","[115.88546088654094, 0, 2]"
"(100, 60, 0, 0)","[102.8794772425859, 0, 4]"
"(-10, 70, -7, 40)","[199.8097002446937, 0, 260]"
"(-20, 80, -4, 60)","[199.7636298650743, 0, 3840]"
"(-30, 90, -2, 60)","[199.7593980835996, 0, 260]"
"(-40, 90, 1, 60)","[199.67638909982514, 0, 1452]"
"(-43, 90, 2, 60)","[199.76719576130233, 0, 48]"
"(-47, 80, 3, 60)","[199.76689804799344, 0, 176]"
"(-40, 80, -3, 130)","[198.3664704127993, 0, 727]"
"(-41, 80, -2, 130)","[45.235717217366954, 0, 1]"
"(-45, 80, -1, 130)","[44.637141200681334, 0, 1]"
"(-49, 80, 0, 130)","[43.907197598967, 0, 1]"
"(-47, 40, 8, 110)","[199.72360870232512, 0, 4275]"
"(100, 100, 9, 0)","[199.7343899513553, 0, 3958]"
"(-30, 70, -7, 20)","[199.70290244454503, 0, 766]"
"(-43, 90, -2, 40)","[199.65105631888613, 0, 389]"
"(-43, 60, 6, 0)","[199.72781516465346, 0, 1129]"
"(100, 90, -9, 0)","[159.00680384246186, 0, 3]"
"(90, 100, -8, 0)","[114.67709246004497, -233.4396784152934, 19]"
"(90, 110, -7, 0)","[195.56820894386556, -315.39426750906625, 125]"
"(100, 140, 1, 0)","[196.74423747865453, 0, 337]"
"(20, 180, 3, 0)","[172.3155019075624, 0, 1]"
"(-41, 80, 2, 180)","[198.16365322158882, 0, 10]"
"(-45, 70, 3, 180)","[198.47936931140777, 0, 13]"
"(-49, 70, 4, 180)","[198.48690441701308, 0, 12]"
"(-43, 50, 7, 10)","[199.74012319661705, 0, 2480]"
"(80, 170, -8, 0)","[-828.8758570882925, -1669.3710493024173, 27]"
"(100, 130, 3, 0)","[199.45147183509926, 0, 305]"
"(-41, 50, -7, -50)","[183.99475800289818, 0, 10]"
"(-49, 60, -5, -40)","[199.52095463592084, 0, 7]"
"(-41, 80, 2, -20)","[148.69610594222044, 0, 4]"
"(-49, 60, 6, -10)","[199.68008666597342, 0, 41]"
"(-10, 50, -7, 170)","[196.9612983408931, 0, 268]"
"(-10, 80, -1, -30)","[199.00778682902285, 0, 437]"
"(-20, 80, 1, -30)","[199.05211647967388, 0, 591]"
"(-30, 70, 3, -40)","[198.9195710227449, 0, 579]"
"(-30, 70, 4, -40)","[199.182733573185, 0, 437]"
"(-40, 60, 6, -50)","[198.9257484813911, 0, 591]"
"(-43, 40, 8, -70)","[199.3889230311389, 0, 314]"
"(-43, 70, -1, 150)","[197.72703308727222, 0, 180]"
"(-47, 70, 0, 150)","[197.73880666708402, 0, 180]"
"(-41, 80, 0, 90)","[194.59705908176892, 0, 6]"
"(-45, 80, 1, 90)","[195.40543811457638, 0, 5]"
"(-49, 80, 2, 90)","[195.20857511489635, 0, 3]"
"(-20, 50, -8, -20)","[199.60929267019227, 0, 4567]"
"(-30, 60, -5, -10)","[199.42897671808856, 0, 1689]"
"(-43, 70, -1, 0)","[199.54722496648873, 0, 877]"
"(-47, 70, 0, 0)","[199.51498746657307, 0, 877]"
"(100, 160, 5, 0)","[196.91687434316958, 0, 401]"
"(90, 160, -9, 0)","[-774.21940627721, -1381.9471370080414, 23]"
"(80, 180, -6, 0)","[-761.6569920843481, -1463.5257424365595, 298]"
"(-49, 70, 4, 130)","[198.40027542643213, -127.24898213990807, 8]"
"(-43, 50, -7, 10)","[199.55819276592436, 0, 532]"
"(100, 80, -1, 0)","[198.925126661161, 0, 852]"
"(-10, 70, -7, 90)","[199.74226758948038, 0, 302]"
"(-20, 80, -5, 100)","[199.70845827515035, 0, 547]"
"(-20, 80, -4, 100)","[199.8326993769848, 0, 3894]"
"(-30, 90, -2, 110)","[199.6590372673096, 0, 302]"
"(-40, 90, -1, 110)","[199.65286865414512, 0, 258]"
"(-40, 90, 0, 110)","[199.67494951987203, 0, 547]"
"(-40, 90, 1, 110)","[199.73308795761432, 0, 1417]"
"(-47, 90, -9, 120)","[-165.58663296647984, -968.3405773050129, 5]"
"(-10, 90, -2, 60)","[199.72066531371402, 0, 1650]"
"(-20, 90, 0, 60)","[199.71011912782035, 0, 3649]"
"(-40, 70, 5, 50)","[199.5593233326037, 0, 6846]"
"(-41, 70, 6, 40)","[199.7336293597741, 0, 17]"
"(-45, 60, 7, 30)","[199.6935481059066, 0, 23]"
"(-41, 70, 1, 0)","[142.063110365123, 0, 1]"
"(-10, 90, -2, 50)","[199.78269050757885, 0, 1403]"
"(-20, 90, 0, 50)","[199.78616834408135, 0, 3151]"
"(-41, 70, 6, 30)","[199.76436344248995, 0, 11]"
"(-45, 60, 7, 20)","[199.75117661669714, 0, 20]"
"(-43, 40, 8, 90)","[199.79658818765824, 0, 1646]"
"(-47, 30, 9, 80)","[199.80531014512752, 0, 1671]"
"(-43, 80, 2, 70)","[199.7653390598417, 0, 1463]"
"(-10, 70, -6, 10)","[199.49267757915288, 0, 3054]"
"(70, 180, -8, 0)","[-1036.1226891843123, -1668.713669518464, 29]"
"(-41, 50, 6, -30)","[198.73821936822563, 0, 8]"
"(-45, 40, 7, -40)","[198.92304516003344, 0, 9]"
"(-49, 40, 8, -50)","[198.7004536472723, 0, 10]"
"(-20, 80, 1, 150)","[198.789726235236, -808.9200000000775, 4949]"
"(-40, 60, 6, 130)","[199.7746318296708, -869.6591596247016, 4941]"
"(-43, 50, 7, 120)","[199.74834756709157, 0, 4115]"
"(-43, 80, 1, 60)","[199.76828381923087, 0, 1038]"
"(100, 60, 3, 0)","[199.76006600209593, 0, 540]"
"(-43, 80, -1, 40)","[199.24283071618703, 0, 2057]"
"(-47, 80, 0, 40)","[199.2225461145809, 0, 2057]"
"(-10, 60, -2, 70)","[199.73375025844405, 0, 200]"
"(-20, 60, 1, 70)","[199.71282797419823, 0, 248]"
"(-40, 40, 6, 50)","[199.60707937632478, 0, 248]"
"(100, 160, 6, 0)","[196.47951260583608, 0, 1268]"
"(-20, 80, -4, 80)","[199.76390468752172, 0, 4210]"
"(-45, 80, 3, 80)","[189.79678309268945, 0, 3]"
"(30, 120, -6, 0)","[-2316.5188241316887, -2466.623589997947, 5]"
"(-20, 80, -2, -50)","[198.15518399556004, 0, 162]"
"(-30, 80, 1, -50)","[195.26766895115122, 0, 75]"
"(-41, 70, 4, -60)","[198.54483314763877, 0, 7]"
"(-49, 60, 6, -70)","[198.81641736503784, 0, 10]"
"(80, 120, -5, 0)","[198.81920140640796, -1197.3132341985586, 308]"
"(-41, 50, -7, 70)","[196.8189518597415, 0, 24]"
"(-49, 60, -5, 80)","[196.39605016853332, 0, 10]"
"(-10, 80, -1, 30)","[199.33286341428166, 0, 1204]"
"(-20, 80, 2, 30)","[198.9969013744004, 0, 865]"
"(-30, 70, 4, 20)","[198.44920587640308, 0, 1204]"
"(-40, 50, 7, 0)","[199.45808249371333, 0, 1879]"
"(-43, 40, 8, -10)","[199.61957479616234, 0, 955]"
"(-47, 30, 9, -20)","[199.48829876573967, 0, 979]"
"(-47, 70, 4, 130)","[198.5949024765448, 0, 1573]"
"(-43, 60, -5, 50)","[198.6226977469606, 0, 457]"
"(-10, 70, -6, 100)","[199.81212277976587, 0, 4374]"
"(-20, 80, -4, 110)","[199.78295167226813, 0, 3654]"
"(-45, 80, 3, 110)","[165.49736753789023, 0, 2]"
"(30, 130, 4, 0)","[-70.99465212301519, -3074.635646109775, 6]"
"(30, 130, 5, 0)","[-1584.359292717344, -1732.576320519204, 8]"
"(-10, 90, -2, 100)","[199.7904641312974, 0, 2395]"
"(-30, 90, 1, 100)","[199.76972553597327, 0, 3033]"
"(-41, 70, 6, 80)","[199.65618406816193, 0, 8]"
"(-43, 50, 6, 110)","[199.76983178909313, 0, 1082]"
"(-20, 40, -8, 70)","[199.1296597591731, 0, 1329]"
"(-30, 60, -5, 90)","[198.7044920088332, 0, 1773]"
"(-43, 70, -1, 100)","[197.58468647338813, 0, 829]"
"(-47, 70, 0, 100)","[196.83720833838592, -219.97135394893075, 829]"
"(100, 100, 1, 0)","[199.09320517009616, 0, 1020]"
"(-47, 30, 8, 10)","[199.665726644388, 0, 1193]"
"(80, 180, -9, 0)","[-750.7797317788865, -1645.7007546394773, 40]"
"(20, 180, 4, 0)","[172.1217379800854, 0, 1]"
"(-30, 60, -7, 120)","[198.4221199577287, 0, 159]"
"(-41, 80, -2, 140)","[177.35450684252467, 0, 5]"
"(-45, 80, -1, 140)","[183.08664890616393, 0, 3]"
"(-49, 80, 0, 140)","[191.8120481208097, 0, 3]"
"(-30, 60, -5, -20)","[199.5744165916901, 0, 793]"
"(-43, 70, -1, -10)","[199.51531232555186, 0, 84]"
"(-47, 70, 0, -10)","[199.53524309982407, 0, 84]"
"(70, -20, 5, 0)","[198.63265529711293, 0, 3531]"
"(-43, 50, 6, 120)","[199.68144932151108, 0, 987]"
"(-47, 40, 7, 110)","[199.77507961138707, 0, 494]"
"(-43, 80, 1, -10)","[199.4236575861258, 0, 549]"
"(-47, 80, 2, -10)","[199.36273840330972, 0, 562]"
"(-43, 50, 6, 140)","[198.19052803803982, 0, 800]"
"(100, 160, 7, 0)","[198.30551549312867, 0, 1168]"
"(-43, 70, -1, 90)","[197.94797823445927, 0, 1059]"
"(-47, 70, 0, 90)","[197.7661371214541, 0, 1059]"
"(100, 90, 1, 0)","[199.1478943484544, 0, 1462]"
"(20, 120, -8, 0)","[199.13463234781045, 0, 3]"
"(-10, 40, 5, 90)","[162.9886496738938, 0, 2]"
"(-10, 30, 6, 80)","[63.278352047437664, 0, 1]"
"(-20, 30, -9, 80)","[199.013021124626, 0, 140]"
"(-30, 40, -8, 90)","[184.45000297245122, 0, 3]"
"(-40, 60, -4, 110)","[198.90732587466184, 0, 140]"
"(-49, 70, -1, 120)","[44.970586177853754, 0, 1]"
"(-43, 70, -5, 70)","[197.2433691531504, 0, 1466]"
"(-47, 70, -4, 80)","[196.81094671957408, 0, 1722]"
"(-43, 80, 0, 60)","[199.72446172600968, 0, 2085]"
"(-47, 80, 1, 60)","[199.69120904231045, 0, 1896]"
"(-10, 50, -9, 100)","[199.07044457300015, 0, 206]"
"(-30, 80, -4, 130)","[198.93666163943942, 0, 206]"
"(-43, 70, -4, 0)","[199.1663239949574, 0, 1546]"
"(-47, 70, -3, 10)","[199.10937345230792, 0, 1674]"
"(-45, 70, -3, 90)","[55.51986576127608, 0, 1]"
"(-49, 70, -2, 90)","[57.291454978423936, 0, 1]"
"(-49, 70, 6, -50)","[198.43439752342277, 0, 6]"
"(100, 150, 5, 0)","[198.54633976217215, 0, 524]"
"(-43, 40, -7, 10)","[106.23126537661884, 0, 1]"
"(-43, 70, -3, 100)","[197.34692254044364, 0, 722]"
"(-47, 70, -2, 100)","[198.10584499732317, 0, 365]"
"(-49, 70, -9, 100)","[-28.47394442793991, 0, 2]"
"(50, 140, 1, 0)","[-1269.7445825834095, -2416.982161567142, 27]"
"(50, 140, 2, 0)","[186.80560615059585, -2053.197834843248, 89]"
"(30, 120, 6, 0)","[-1702.4127659066157, -2555.673977836622, 18]"
"(-40, 60, 5, -50)","[198.96336001567363, 0, 715]"
"(-43, 70, -5, 90)","[197.8719242917175, 0, 453]"
"(-47, 70, -4, 100)","[197.38662367003127, 0, 246]"
"(90, 170, 5, 0)","[198.15342197936295, -306.2047938075891, 671]"
"(-41, 80, -3, 30)","[193.61645032798947, 0, 9]"
"(-45, 80, -2, 40)","[198.70999600158453, 0, 4]"
"(-49, 80, -1, 40)","[199.6278457561134, 0, 5]"
"(90, 0, 3, 0)","[199.00333910024236, 0, 2252]"
"(-10, 50, 3, -80)","[199.66229378759834, 0, 924]"
"(-10, 50, 4, -80)","[199.65517206716964, 0, 284]"
"(-20, 30, 7, -100)","[-861.6000000000327, 199.61240138712466, 182]"
"(-30, 20, 8, -110)","[-861.6000000000327, -811.2822631649755, 2]"
"(-30, 10, 9, -120)","[171.37478159233774, 0, 1]"
"(-30, 50, -8, 170)","[-209.19047116932356, -1086.832112090039, 27]"
"(-40, 60, -6, 180)","[-79.24566330048012, -818.439083304797, 52]"
"(-49, 70, -3, 180)","[76.59023409785938, 0, 2]"
"(-10, 60, 2, 30)","[199.67440842456114, 0, 878]"
"(-43, 60, -6, 30)","[199.59726045681663, 0, 1892]"
"(-47, 70, -5, 40)","[199.23707831536862, 0, 1156]"
"(-40, 70, -3, 20)","[199.53975696069926, 0, 5254]"
"(-47, 70, -1, 30)","[199.56415364234127, 0, 1354]"
"(50, -20, 9, 0)","[-1079.1674127140209, 198.32072494014184, 1379]"
"(100, 80, -3, 0)","[196.75057921674613, 0, 1018]"
"(-10, 80, 5, 100)","[59.166047723682524, 0, 1]"
"(-10, 70, 6, 90)","[61.76541644283113, 0, 1]"
"(-20, 50, 8, 80)","[66.07035818843089, 0, 1]"
"(-20, 50, 9, 70)","[70.20141280509115, 0, 1]"
"(-30, 40, 10, 60)","[75.24892072009243, 0, 1]"
"(-40, 40, -8, 60)","[197.83090576058402, 0, 91]"
"(-43, 60, -6, 80)","[197.9387960337595, 0, 1024]"
"(-47, 60, -5, 80)","[197.16408487681787, 0, 492]"
"(-10, 70, 0, 10)","[199.8209131196538, 0, 1421]"
"(-20, 70, 3, 0)","[199.74232510245386, 0, 1267]"
"(-40, 40, 8, -30)","[199.78006015364073, 0, 1022]"
"(-47, 40, -9, -30)","[199.7443896656735, 0, 388]"
"(-43, 60, -7, 10)","[199.72956814082733, 0, 941]"
"(-40, 70, -5, -10)","[199.38981806494803, 0, 3411]"
"(-40, 80, -3, 0)","[199.37548198817643, 0, 1523]"
"(-43, 80, -2, 0)","[199.31256317616013, 0, 941]"
"(-47, 80, -1, 0)","[199.19863253013477, 0, 1175]"
"(100, 0, 0, 0)","[199.12783078644293, 0, 1223]"
"(90, 0, 2, 0)","[199.03819051420984, 0, 3138]"
"(20, -60, -6, 0)","[172.07425246427516, 0, 1]"
"(-45, 70, 5, 0)","[199.2260862794114, 0, 27]"
"(80, 140, -5, 0)","[-443.6355457098061, -1717.2096363038634, 94]"
"(-20, 70, -6, -10)","[198.75995193665597, 0, 264]"
"(-20, 80, -4, 0)","[198.45298131799913, 0, 1890]"
"(-47, 80, 3, 0)","[198.86516951738258, 0, 113]"
"(-10, 80, 0, 60)","[198.55963771492952, 0, 717]"
