A,B 
"(-10, 70, 0, 40)","[199.07034610943393, 0, 1602]"
"(-10, 70, 1, 40)","[199.04343787682416, 0, 1174]"
"(-10, 60, 2, 40)","[199.02487876669625, 0, 883]"
"(-20, 60, 3, 30)","[199.23544583784144, 0, 1561]"
"(-20, 60, 4, 30)","[198.89423860829785, 0, 1340]"
"(-30, 50, 5, 30)","[197.587890512396, 0, 1441]"
"(-30, 50, 6, 20)","[198.55382970398492, 0, 1174]"
"(-30, 40, 7, 10)","[-30.06306278621529, 198.72040403944376, 192]"
"(-40, 30, 8, 0)","[-889.9200000000086, 199.35759386771716, 1258]"
"(-40, 20, 9, 0)","[-889.9200000000086, 47.27042928146172, 2]"
"(-41, 10, 10, -10)","[176.1528439377677, 0, 1]"
"(50, -110, -8, 0)","[-1155.197564135355, -1720.6983832493042, 16]"
"(40, -90, -6, 0)","[-2095.1632354258913, -1819.2271577447377, 9]"
"(30, -90, -5, 0)","[-80.90966468310555, -1733.0021252006743, 4]"
"(30, -80, -4, 0)","[-1868.954055553585, -1669.336985418956, 3]"
"(30, -80, -3, 0)","[-1731.4887545043193, -1858.0131702356007, 7]"
"(100, -20, -8, 0)","[199.750179900679, 0, 447]"
"(60, 20, -9, 0)","[199.51527757579495, 0, 8526]"
"(50, 30, -8, 0)","[199.33465658066316, 0, 30]"
"(50, 40, -6, 0)","[199.4158597764732, 0, 8630]"
"(40, 50, -5, 0)","[199.3437493939658, 0, 293]"
"(40, 50, -4, 0)","[199.363067714186, 0, 8526]"
"(30, 60, -1, 0)","[199.22461941459204, 0, 8595]"
"(20, 60, 0, 0)","[199.05545196092692, 0, 293]"
"(10, 50, 3, 0)","[199.141030167778, 0, 162]"
"(10, 50, 4, 0)","[199.19501832598772, 0, 8595]"
"(0, 40, 5, 0)","[198.72533678706367, 0, 263]"
"(0, 30, 6, 0)","[-886.6098863460106, 198.29709147364414, 929]"
"(-10, 30, 7, -30)","[-889.8600000000087, 57.80097682183259, 2]"
"(-10, 20, 8, -40)","[-889.8600000000087, 0, 1]"
"(-10, 10, 9, -40)","[176.85549208364702, 0, 1]"
"(-10, 50, 1, 40)","[198.72767590145924, 0, 2305]"
"(-30, 30, 5, 30)","[-822.747375571237, 188.68136335057707, 10]"
"(-30, 30, 6, 20)","[-879.0297490230906, 197.92875014526052, 2304]"
"(-40, 30, -9, 30)","[63.92386173762034, 0, 1]"
"(-41, 40, -7, 40)","[59.266771317514184, 0, 1]"
"(-45, 50, -6, 50)","[59.58378959140463, 0, 1]"
"(-49, 60, -5, 50)","[196.97548392076482, 0, 6]"
"(90, 60, -4, 0)","[194.42450946845435, 0, 3581]"
"(80, 60, -3, 0)","[191.38888397712017, 0, 4679]"
"(70, 60, -1, 0)","[186.08029733277306, -883.4399540171214, 2434]"
"(60, 60, 2, 0)","[186.74919922490665, -925.0338540191208, 4672]"
"(60, 60, 3, 0)","[193.05678051243424, -871.4931984170265, 6616]"
"(50, 50, 4, 0)","[178.47596883529226, -859.5066009946104, 2428]"
"(50, 50, 5, 0)","[187.18117981443146, -470.58020677824004, 4123]"
"(40, 30, 7, 0)","[161.28158403891535, -714.627260889169, 3245]"
"(40, 30, 8, 0)","[193.0341316146901, -795.0310731237063, 6593]"
"(30, 20, 9, 0)","[-812.5985794583096, 175.07454974536864, 1867]"
"(-10, 50, -1, 0)","[41.381770553613684, 0, 1]"
"(-10, 50, 0, 0)","[199.80690878470585, 0, 846]"
"(-10, 50, 1, 0)","[199.79012399829816, 0, 2299]"
"(-20, 50, 2, -10)","[199.71196329645477, 0, 1325]"
"(-30, 40, 4, -10)","[16.420375574550235, 0, 1]"
"(-30, 40, 5, -20)","[199.78254737831452, 0, 1684]"
"(-30, 30, 6, -20)","[-889.8300000000087, 199.74510973517278, 1476]"
"(-40, 20, 7, -30)","[-889.8300000000087, 0, 1]"
"(-10, 70, -5, 160)","[198.5271166409397, 0, 4236]"
"(-10, 70, -4, 160)","[198.43578045059675, 0, 3800]"
"(-10, 70, -3, 160)","[150.2832687680559, 0, 4094]"
"(-20, 70, -2, 170)","[198.54175508407397, 0, 2651]"
"(-20, 80, -1, 170)","[198.68409740884073, 0, 5691]"
"(-30, 80, 0, 170)","[198.37874424839237, 0, 4236]"
"(-30, 70, 1, 170)","[198.3209775789605, 0, 2454]"
"(-30, 70, 2, 160)","[172.95005821738016, 0, 4093]"
"(-40, 70, 3, 160)","[198.29012893005986, 0, 5968]"
"(-40, 70, 4, 160)","[199.0330535363392, -1235.340543316989, 5690]"
"(-41, 60, 5, 150)","[197.72445758195803, 0, 36]"
"(-45, 50, 6, 150)","[196.6820878076875, 0, 15]"
"(-49, 50, 7, 140)","[197.38593072003138, 0, 17]"
"(90, 130, 8, 0)","[198.4262115613823, -815.644341943377, 5441]"
"(80, 120, 9, 0)","[198.28460399521842, -833.6798560781297, 8430]"
"(80, 110, 10, 0)","[198.79658880461264, -824.8397112004279, 33328]"
"(50, 70, -9, 0)","[-1381.0568870451436, -1719.1097810712308, 17]"
"(50, 80, -8, 0)","[-1586.7278921777252, -2666.263170283808, 17]"
"(50, 90, -7, 0)","[-1548.3583801825896, -2710.970980286282, 14]"
"(40, 90, -6, 0)","[-1685.438065333137, -2457.968101950596, 19]"
"(40, 100, -5, 0)","[-2096.3146493953163, -3166.102757803543, 13]"
"(30, 100, -4, 0)","[-1099.1460129816141, -1636.5845251529379, 5]"
"(30, 100, -3, 0)","[-1724.8203883960123, -1730.395947639402, 5]"
"(30, 110, -2, 0)","[-982.9862220000065, -1501.7300940485675, 5]"
"(20, 110, -1, 0)","[176.59621497502377, 0, 1]"
"(-10, 70, -5, 100)","[199.8183860809816, 0, 7209]"
"(-10, 70, -4, 100)","[199.8221792660036, 0, 5979]"
"(-10, 80, -3, 110)","[199.78979502407878, 0, 6974]"
"(-20, 80, -2, 110)","[199.80762611396966, 0, 10100]"
"(-20, 80, -1, 110)","[199.76418639969677, 0, 9466]"
"(-30, 80, 0, 110)","[199.79790435176156, 0, 7209]"
"(-30, 80, 1, 110)","[199.77390351777186, 0, 5052]"
"(-30, 80, 2, 110)","[199.67485991149834, 0, 6974]"
"(-40, 70, 3, 100)","[199.73688139408145, 0, 9574]"
"(-40, 70, 4, 100)","[199.67766354871878, -839.7716525801836, 9466]"
"(-41, 60, 5, 90)","[199.7946970601298, 0, 76]"
"(-45, 60, 6, 90)","[199.78762850776167, 0, 38]"
"(-49, 50, 7, 80)","[199.79517059887888, 0, 67]"
"(90, 70, 8, 0)","[199.55064357219533, -247.42356211976445, 9120]"
"(80, 60, 9, 0)","[199.79611581567877, -291.473797748793, 15836]"
"(70, 60, -8, 0)","[199.83592079557852, -738.389983725317, 2159]"
"(50, 90, -3, 0)","[199.79556177300594, -1694.0236032142561, 2998]"
"(30, 90, 2, 0)","[199.72672832157647, 0, 2996]"
"(10, 60, 7, 0)","[199.5860288073985, 0, 2153]"
"(-10, 60, -8, -20)","[198.976427721044, 0, 203]"
"(-10, 70, -7, -10)","[198.45884824302843, 0, 208]"
"(-20, 70, -6, 0)","[199.41953557443418, 0, 341]"
"(-20, 80, -5, 0)","[198.50746494781524, 0, 324]"
"(-30, 90, -3, 10)","[199.4503642065137, 0, 63]"
"(-30, 90, -2, 10)","[197.82123793296006, 0, 208]"
"(-40, 90, -1, 10)","[198.36529376127265, 0, 156]"
"(-40, 90, 0, 10)","[197.86695665751512, 0, 324]"
"(-41, 90, 1, 10)","[67.02152008510546, 0, 1]"
"(-45, 90, 2, 10)","[68.76267856933437, 0, 1]"
"(-49, 80, 3, 10)","[70.82253494171314, 0, 1]"
"(90, 0, 4, 0)","[199.31692620098394, 0, 2212]"
"(60, -30, -8, 0)","[-129.44241076597203, 196.9161360490044, 12629]"
"(50, -10, -6, 0)","[58.600733818034705, 0, 6]"
"(50, -10, -5, 0)","[199.52409888945, 0, 82]"
"(-20, 40, -9, 140)","[165.38622329237774, 0, 295]"
"(-20, 50, -8, 150)","[165.98509116690929, -118.07421177246876, 322]"
"(-20, 50, -7, 160)","[165.62349622313167, 0, 204]"
"(-30, 60, -6, 160)","[169.17015968184606, 0, 271]"
"(-30, 70, -5, 170)","[183.7989548064267, 0, 101]"
"(-40, 70, -4, 170)","[174.1033682482841, 0, 293]"
"(-40, 70, -3, 170)","[175.6218125211473, 0, 394]"
"(-40, 70, -2, 180)","[113.01737577051735, -1128.4390514609174, 335]"
"(-43, 80, -1, 180)","[169.55084501393418, -1304.541090916606, 72]"
"(-47, 80, 0, 180)","[176.8468436092273, -1320.5647284567992, 71]"
"(90, 180, 1, 0)","[47.6457404696812, -1425.2553899716834, 310]"
"(80, 170, 2, 0)","[190.6399321408742, 0, 295]"
"(80, 170, 3, 0)","[191.06994513991907, 0, 205]"
"(80, 170, 4, 0)","[198.37007238659254, 0, 285]"
"(70, 160, 5, 0)","[195.3815024367573, 0, 142]"
"(70, 160, 6, 0)","[198.60341881044673, -1515.3998684648534, 144]"
"(60, 150, 7, 0)","[199.32518058486696, -1587.4666129312839, 213]"
"(60, 140, 8, 0)","[199.30500178248525, 0, 203]"
"(60, 130, 9, 0)","[199.109876473298, 0, 375]"
"(50, 120, 10, 0)","[199.27288946022617, 0, 684]"
"(50, 110, 10, 0)","[199.24642802866956, 0, 1540]"
"(40, 100, 10, 0)","[199.05173724680873, 0, 1730]"
"(40, 80, 10, 0)","[194.63737953276558, -753.1517415336043, 5195]"
"(30, 60, 10, 0)","[198.3171497372985, 0, 4058]"
"(0, 70, -5, 0)","[198.6834424236353, 0, 132255]"
"(-10, 70, -3, 20)","[199.7671948948466, 0, 2104]"
"(-20, 80, -2, 30)","[199.75978741591504, 0, 5270]"
"(-20, 80, 0, 30)","[199.70099041591536, 0, 4175]"
"(-30, 80, 1, 30)","[199.7437594064138, 0, 2478]"
"(-30, 70, 2, 20)","[199.69579090634255, 0, 2104]"
"(-40, 60, 5, 10)","[199.72377268628233, 0, 3573]"
"(-43, 60, 6, 10)","[199.71309344163893, 0, 1473]"
"(-47, 50, 7, 0)","[199.78106805965814, 0, 1113]"
"(100, -10, 8, 0)","[199.58733445037868, 0, 1125]"
"(90, -20, 9, 0)","[199.7218502374752, 0, 4117]"
"(90, -30, 10, 0)","[199.37542863382046, 0, 6547]"
"(60, -30, -7, 0)","[-438.296009350921, 199.29750578107695, 1059]"
"(40, -10, -2, 0)","[69.79136159023354, 0, 3]"
"(-10, 60, 0, 110)","[197.12924611639585, 0, 537]"
"(-10, 50, 2, 100)","[198.7839910977112, 0, 610]"
"(-20, 50, 4, 100)","[196.2793338319246, 0, 766]"
"(-30, 40, -9, 100)","[198.39462024863724, 0, 560]"
"(-40, 50, -8, 100)","[198.00623283744648, -47.65595528203947, 452]"
"(-40, 60, -7, 110)","[198.2641756451843, 0, 346]"
"(-41, 60, -6, 120)","[192.78943435088172, 0, 6]"
"(-45, 70, -5, 120)","[61.318500114774956, 0, 1]"
"(-49, 70, -4, 130)","[197.77388854028734, 0, 7]"
"(90, 130, -3, 0)","[199.0450065941793, 0, 441]"
"(80, 130, -2, 0)","[199.22430060724966, 0, 1120]"
"(80, 130, -1, 0)","[199.1933392770776, 0, 828]"
"(70, 130, 0, 0)","[199.3756854963964, 0, 714]"
"(70, 130, 1, 0)","[199.32928668762895, -1691.385716199446, 686]"
"(70, 130, 2, 0)","[198.78590987906898, -1667.1106334959777, 618]"
"(60, 130, 3, 0)","[199.50987985697233, -1810.3106483416427, 1491]"
"(60, 120, 4, 0)","[199.00331774743518, 0, 826]"
"(50, 120, 5, 0)","[199.56863367673418, -1945.2091702124565, 1087]"
"(50, 110, 6, 0)","[199.01860412172655, 0, 684]"
"(50, 100, 7, 0)","[198.23989966145407, 0, 483]"
"(40, 100, 8, 0)","[199.5306698558926, 0, 1486]"
"(40, 90, 9, 0)","[199.5110664652919, 0, 1134]"
"(-10, 70, -4, 90)","[199.793301343085, 0, 5997]"
"(-40, 70, 3, 90)","[199.7755372217749, 0, 9606]"
"(-49, 40, 7, 70)","[199.72586173073788, 0, 16]"
"(90, 60, 8, 0)","[199.5116047710067, 0, 9250]"
"(90, 50, 9, 0)","[199.36449927623772, 0, 10596]"
"(60, 10, -8, 0)","[199.14600947643038, 0, 56114]"
"(40, 30, -3, 0)","[198.52867642670782, 0, 36603]"
"(20, 30, 2, 0)","[198.9259769242642, 0, 29009]"
"(10, 20, 4, 0)","[-815.0383120330534, 0, 2]"
"(-10, 40, -7, 40)","[64.5032407565358, 0, 1]"
"(-10, 50, -6, 50)","[65.78603182305793, 0, 1]"
"(-20, 50, -5, 50)","[67.30367336532053, 0, 1]"
"(-20, 60, -4, 60)","[199.776672924496, 0, 48]"
"(-20, 60, -3, 60)","[107.12718518206754, 0, 3]"
"(-30, 60, -2, 60)","[73.73645882912857, 0, 1]"
"(-30, 60, -1, 60)","[76.70964649534262, 0, 1]"
"(-40, 60, 0, 60)","[80.22715860853718, 0, 1]"
"(-40, 60, 1, 60)","[84.38864885251682, 0, 1]"
"(-40, 60, 2, 60)","[142.65100172389222, 0, 3]"
"(-43, 60, 3, 60)","[199.6492838200504, 0, 18]"
"(-47, 50, 4, 50)","[102.02784309158625, 0, 1]"
"(80, 40, 7, 0)","[199.79572923733429, 0, 9115]"
"(80, 30, 8, 0)","[199.2608526866264, 0, 10608]"
"(-10, 70, -5, -40)","[199.54931282544652, 0, 464]"
"(-10, 70, -4, -30)","[198.82290490085305, 0, 400]"
"(-20, 80, -1, -30)","[199.08814533345674, 0, 476]"
"(-30, 80, 0, -30)","[199.50990961802546, 0, 464]"
"(-40, 70, 3, -30)","[199.30060219466185, 0, 652]"
"(-40, 70, 4, -40)","[199.02365077371832, 0, 476]"
"(-43, 60, 5, -40)","[199.77841506950946, 0, 265]"
"(-47, 50, 6, -50)","[199.14135995341678, 0, 144]"
"(80, -70, -8, 0)","[-20.68884780008987, 199.51770012589213, 212]"
"(20, -30, -9, 0)","[199.95658364754536, 0, 20]"
"(50, 30, -3, 0)","[-339.5831866451127, -768.8516942121264, 4]"
"(50, 30, -1, 0)","[175.44428525778176, -795.793340174905, 896]"
"(40, 30, 1, 0)","[168.6136489128778, -716.8420276350076, 1088]"
"(30, 30, 2, 0)","[11.770657237105528, 0, 1]"
"(-10, 70, -1, 90)","[199.7733885745754, 0, 381]"
"(-10, 70, 0, 90)","[199.19325428878204, 0, 868]"
"(-10, 70, 1, 90)","[199.14702094458622, 0, 685]"
"(-20, 70, 2, 90)","[199.5719593893386, 0, 1780]"
"(-30, 60, 4, 80)","[199.7177527575036, 0, 381]"
"(-30, 50, 6, 70)","[198.68981233322467, 0, 685]"
"(-40, 40, 7, 60)","[198.5273638549155, 0, 960]"
"(-41, 40, -9, 60)","[185.15987995935646, 0, 5]"
"(-45, 50, -8, 70)","[188.82928369888512, 0, 5]"
"(-49, 60, -7, 80)","[192.16460594582747, 0, 3]"
"(90, 80, -6, 0)","[198.3585254022988, 0, 850]"
"(80, 90, -5, 0)","[197.63192758304334, 0, 593]"
"(80, 90, -4, 0)","[197.93114041833087, 0, 1511]"
"(70, 90, -3, 0)","[198.80681959874568, 0, 764]"
"(70, 100, -2, 0)","[197.09045842928367, 0, 620]"
"(70, 100, -1, 0)","[197.00554302291863, 0, 917]"
"(60, 100, 0, 0)","[196.98900560546213, 0, 593]"
"(60, 100, 1, 0)","[196.88964648281427, 0, 1041]"
"(50, 90, 2, 0)","[199.0977809482107, 0, 764]"
"(50, 90, 3, 0)","[197.8897828769042, 0, 709]"
"(50, 90, 4, 0)","[197.16159044347287, 0, 917]"
"(40, 80, 5, 0)","[197.98712953930715, 0, 701]"
"(40, 80, 6, 0)","[197.6211126632847, -1441.077190156616, 1041]"
"(30, 70, 7, 0)","[198.89323939237613, 0, 196]"
"(30, 60, 8, 0)","[198.4938007530964, 0, 708]"
"(30, 50, 9, 0)","[196.41086460533597, -654.9739122446955, 1404]"
"(10, 60, -7, 0)","[198.71107292300047, 0, 90751]"
"(-10, 80, -2, 90)","[199.73470786787783, 0, 6322]"
"(-20, 80, 0, 90)","[199.70328045753456, 0, 9203]"
"(-30, 70, 3, 90)","[199.71911546349017, 0, 6804]"
"(-40, 60, 5, 80)","[199.69245770283436, 0, 8495]"
"(-41, 60, 6, 70)","[199.78213631297413, 0, 31]"
"(-45, 50, 7, 70)","[199.6922206278623, 0, 29]"
"(-49, 40, 8, 60)","[199.66986895705423, 0, 32]"
"(90, 40, 10, 0)","[199.2097669725817, 0, 16125]"
"(-10, 60, -5, 100)","[199.8274960842407, 0, 2753]"
"(-20, 70, -1, 110)","[199.79614268758942, 0, 6738]"
"(-30, 70, 0, 110)","[199.78748336484722, 0, 2753]"
"(-40, 60, 4, 100)","[199.7246875534545, 0, 6738]"
"(-43, 60, 5, 100)","[199.7449467392958, -87.00870078058543, 4172]"
"(-47, 50, 6, 90)","[199.7250551095574, 0, 2744]"
"(90, 80, 7, 0)","[199.80656105226086, -210.45975197619975, 7983]"
"(80, 70, 8, 0)","[199.79798234426244, -403.36152199622785, 11143]"
"(-20, 70, -7, -10)","[199.35385916406273, 0, 56]"
"(-40, 90, -2, 10)","[199.423561015701, 0, 56]"
"(-43, 90, 1, 10)","[199.60079346588486, 0, 56]"
"(-47, 90, 2, 10)","[199.38129867955178, 0, 27]"
"(100, 10, 3, 0)","[199.52066974031402, 0, 434]"
"(-20, 30, -9, 40)","[153.73974537127654, 0, 4]"
"(-30, 40, -8, 50)","[54.69750292464813, 0, 1]"
"(-30, 40, -7, 50)","[89.48349130511536, 0, 2]"
"(-40, 50, -6, 60)","[197.62645572695246, 0, 17]"
"(-40, 60, -5, 60)","[199.02777476203124, 0, 1017]"
"(-40, 60, -4, 70)","[147.89850143748896, 0, 4]"
"(-43, 60, -3, 70)","[51.02463676738132, 0, 1]"
"(-47, 60, -2, 70)","[49.84183109621268, 0, 1]"
"(90, 70, -1, 0)","[199.08258890592552, 0, 3280]"
"(80, 70, 0, 0)","[195.55736436985552, -614.0452926297748, 6340]"
"(80, 70, 1, 0)","[199.36349606652465, -465.9132835675315, 6189]"
"(80, 70, 2, 0)","[199.5683618357975, -1376.3249916687857, 6271]"
"(70, 70, 3, 0)","[195.64051687881695, 0, 4152]"
"(70, 60, 4, 0)","[199.42508453183257, 0, 3999]"
"(60, 60, 5, 0)","[194.75869618690723, -976.6344325116304, 6004]"
"(60, 50, 6, 0)","[199.34021461668655, 0, 6185]"
"(60, 50, 7, 0)","[199.143391493991, -1049.0346177778133, 6171]"
"(50, 40, 8, 0)","[191.97185984646478, -813.0178621494989, 4151]"
"(50, 30, 9, 0)","[198.84514157069108, -787.1146319605905, 4003]"
"(40, 20, 10, 0)","[198.57937678143492, -799.3879095859422, 78673]"
"(-20, 40, 3, 10)","[199.8389336912602, 0, 368]"
"(-20, 30, 4, 0)","[199.8095586144749, 0, 21]"
"(-20, 30, 5, 0)","[-703.0141051625258, 199.78738489454986, 2075]"
"(-30, 30, -9, 0)","[165.03287415196795, 0, 3]"
"(-40, 40, -8, 10)","[199.30098795288185, 0, 149]"
"(-40, 50, -7, 20)","[199.67689691118167, 0, 3618]"
"(-40, 50, -6, 20)","[55.2277224946675, 0, 1]"
"(-43, 60, -5, 30)","[199.7999454286554, 0, 660]"
"(-47, 60, -4, 30)","[54.325774849727964, 0, 1]"
"(100, 30, -3, 0)","[199.64502617314827, 0, 783]"
"(90, 40, -2, 0)","[199.6771149784309, 0, 2968]"
"(90, 40, -1, 0)","[199.79416184837356, 0, 4428]"
"(80, 40, 0, 0)","[-33.44999143198643, 199.7832391579104, 4841]"
"(80, 40, 1, 0)","[199.5331100748666, 0, 2966]"
"(80, 30, 2, 0)","[199.37246397432745, 0, 7558]"
"(70, 30, 3, 0)","[199.34470481373776, 0, 809]"
"(60, 20, 5, 0)","[199.29409059697872, -671.8492510377955, 979]"
"(60, 20, 6, 0)","[199.40925649250798, 0, 2715]"
"(50, 0, 8, 0)","[199.40186554726668, 0, 805]"
"(50, -10, 9, 0)","[-438.94795768497244, 198.7076333417855, 5355]"
"(40, -20, 10, 0)","[-1897.9623671030313, -1299.6169270996468, 13]"
"(40, -30, 10, 0)","[-1355.8390511764849, -2445.386700924074, 5]"
"(20, -70, 10, 0)","[196.56300490423666, 0, 2]"
"(20, 60, -5, 0)","[92.47797377448785, 0, 3574]"
"(10, 70, -3, 0)","[31.774898980951477, -966.3685542243422, 1532]"
"(0, 70, 0, 0)","[83.62989588344146, -809.9106464928701, 3571]"
"(-10, 70, 2, 90)","[198.98190163554946, 0, 108]"
"(-10, 60, 3, 90)","[198.82602108829434, 0, 170]"
"(-20, 60, 4, 80)","[198.81483699466213, 0, 824]"
"(-20, 50, 5, 80)","[198.86070780877682, 0, 308]"
"(-30, 40, 7, 60)","[198.58772270909202, 0, 225]"
"(-30, 30, 8, 60)","[-889.6800000000088, 198.62493737147113, 81]"
"(-40, 20, 9, 50)","[-889.6800000000088, 188.61271418423377, 3]"
"(-40, 10, 10, 40)","[175.93334149112857, 0, 1]"
"(-10, 70, -5, 120)","[199.72496914412628, 0, 6633]"
"(-10, 70, -3, 130)","[199.78031907313402, 0, 5323]"
"(-20, 80, -1, 130)","[199.78907514914056, 0, 8708]"
"(-30, 80, 0, 130)","[199.6132330783704, 0, 6633]"
"(-30, 70, 2, 130)","[199.79889430475382, 0, 5323]"
"(-40, 70, 4, 120)","[199.79519476243271, 0, 8708]"
"(-41, 60, 5, 120)","[199.53767688683683, 0, 57]"
"(-45, 50, 6, 110)","[199.7060249304356, 0, 41]"
"(-49, 50, 7, 100)","[199.70115235560297, -606.2878517515467, 55]"
"(70, 80, -9, 0)","[-1058.5416710947522, -1383.2849295068038, 29]"
"(70, 80, -8, 0)","[-918.9121286776233, -1359.4712465812406, 35]"
"(60, 90, -7, 0)","[-1035.4040538880802, -1607.934597322407, 23]"
"(60, 100, -6, 0)","[-1255.3883066844421, -1631.86128422035, 26]"
"(50, 100, -5, 0)","[-2281.5273334938624, -1781.103355816221, 14]"
"(50, 110, -4, 0)","[-1420.6174997119049, -2086.6976503770557, 14]"
"(50, 110, -3, 0)","[-1593.4994077282927, -2254.4617458974617, 18]"
"(40, 110, -2, 0)","[-2306.403076219066, -2520.0396259592976, 12]"
"(40, 110, -1, 0)","[-2446.2301594154096, -1747.2984005707867, 15]"
"(30, 110, 0, 0)","[-1813.4034331063358, -81.61011570492985, 7]"
"(30, 110, 1, 0)","[34.87386379084904, -1503.6817036399034, 5]"
"(30, 110, 2, 0)","[-1606.1563744234534, 195.41707026673296, 4]"
"(-10, 60, 2, -40)","[199.57169474222366, 0, 718]"
"(-10, 50, 4, -40)","[199.59426171582118, 0, 1060]"
"(-20, 50, 5, -50)","[199.7178494170039, 0, 107]"
"(-20, 40, 6, -60)","[199.57455731562692, 0, 1396]"
"(-30, 30, 7, -60)","[-863.730665450287, 199.3170564394108, 1379]"
"(-30, 30, -9, -60)","[199.5229296706534, 0, 14]"
"(-40, 40, -8, -50)","[199.6159069197953, 0, 105]"
"(-40, 50, -7, -50)","[199.46563251667408, 0, 2361]"
"(-41, 60, -6, -40)","[185.12350177345292, 0, 8]"
"(-45, 60, -5, -40)","[188.11437011748652, 0, 3]"
"(-49, 60, -4, -30)","[107.9889350164919, 0, 1]"
"(-10, 60, -3, 130)","[199.66106760457913, 0, 877]"
"(-10, 70, -2, 130)","[199.79269293576922, 0, 3555]"
"(-10, 70, -1, 130)","[173.00365790257234, 0, 198]"
"(-20, 70, 0, 130)","[199.79133013358924, 0, 4194]"
"(-20, 70, 1, 130)","[199.78999052436498, 0, 3637]"
"(-30, 60, 2, 130)","[199.6953729026848, 0, 877]"
"(-30, 60, 3, 130)","[199.68772489528004, 0, 1794]"
"(-30, 60, 4, 120)","[138.11758857749908, -570.981679066062, 198]"
"(-40, 50, 5, 120)","[199.73914710296359, -938.629209150078, 1506]"
"(-40, 50, 6, 110)","[199.77744664884705, -940.0845935043271, 3597]"
"(-41, 40, 7, 100)","[199.84635511881223, 0, 37]"
"(-45, 30, 8, 100)","[199.5044100126114, 0, 17]"
"(-49, 20, 9, 90)","[199.3898605705518, 0, 17]"
"(90, 80, 10, 0)","[199.69597772478326, 0, 14398]"
"(60, 40, -8, 0)","[199.46664230499243, 0, 3291]"
"(0, 40, 7, 0)","[-836.6931230492105, 199.1988581624399, 3289]"
"(-10, 50, -8, -30)","[199.50513385947102, 0, 1175]"
"(-20, 70, -6, -20)","[199.54993898589126, -772.2399498191522, 180]"
"(-20, 70, -4, -10)","[199.50710726259115, 0, 1926]"
"(-30, 80, -3, -10)","[199.50126936116277, 0, 1052]"
"(-40, 80, -1, 0)","[199.4189482129149, 0, 2647]"
"(-43, 80, 2, -10)","[199.55505237345858, 0, 481]"
"(-47, 70, 3, -10)","[199.51677964756274, 0, 526]"
"(90, -10, 4, 0)","[199.46564346998247, 0, 1713]"
"(80, -20, 5, 0)","[198.76549692176124, 0, 5171]"
"(80, -20, 6, 0)","[199.40182227145195, 0, 3757]"
"(70, -40, 8, 0)","[-154.46316876020384, 199.18249314048398, 2722]"
"(70, -50, 9, 0)","[-112.5266189831089, 156.33855197426243, 6]"
"(60, -40, -8, 0)","[-920.7360476355432, 199.50439116600307, 2249]"
"(50, -30, -7, 0)","[-1131.1958576383763, -2191.876388817199, 34]"
"(-10, 80, -3, 40)","[199.7802529727544, 0, 4281]"
"(-30, 80, 2, 40)","[199.7725695756075, 0, 4281]"
"(60, -20, -8, 0)","[-36.64322627917388, 198.8845846065134, 4958]"
"(50, 0, -5, 0)","[-111.15967237105802, -788.9954830122198, 5]"
"(-10, 40, 3, 20)","[199.84433048553606, 0, 3160]"
"(-20, 30, 5, 10)","[199.8449265070377, 0, 2207]"
"(-30, 40, -8, 20)","[199.83378282417675, 0, 1786]"
"(-30, 50, -7, 30)","[199.7801168403675, 0, 2564]"
"(-40, 50, -6, 40)","[199.7647662196467, 0, 124]"
"(-40, 60, -5, 40)","[199.37344756253012, 0, 3452]"
"(-41, 60, -4, 50)","[71.57165983724643, 0, 2]"
"(-45, 70, -3, 50)","[199.63330731425805, 0, 13]"
"(-49, 70, -2, 50)","[199.6874570251007, 0, 10]"
"(90, 50, -1, 0)","[199.5977161845685, 0, 4037]"
"(90, 50, 0, 0)","[199.52318370119121, 0, 3844]"
"(80, 50, 1, 0)","[199.58534043772096, -80.85837910681853, 2267]"
"(80, 50, 2, 0)","[199.60449406077893, -401.06967057162524, 4640]"
"(80, 50, 3, 0)","[199.5533270902949, -361.9772644838211, 5004]"
"(70, 40, 4, 0)","[-36.455237673862285, 199.84110409168156, 2072]"
"(70, 40, 5, 0)","[199.52616749538024, -703.319874478739, 2668]"
"(60, 30, 6, 0)","[198.12904708741985, 0, 455]"
"(60, 20, 7, 0)","[199.52795066323245, -736.1416871789238, 3779]"
"(60, 20, 8, 0)","[199.52729569266137, -782.4005204754892, 4360]"
"(50, 10, 9, 0)","[199.5134925640819, -798.4798278308991, 1362]"
"(-10, 40, -9, 80)","[199.3972745764104, 0, 2215]"
"(-10, 50, -8, 90)","[199.37862320608423, 0, 2461]"
"(-20, 50, -7, 90)","[199.02755315062274, 0, 1706]"
"(-20, 60, -6, 100)","[199.29771287901997, 0, 4007]"
"(-20, 60, -5, 110)","[199.69472800187327, 0, 378]"
"(-30, 70, -4, 110)","[199.08600729049004, 0, 2215]"
"(-40, 70, -2, 110)","[198.8552532444291, 0, 1706]"
"(-40, 70, -1, 120)","[198.9028185708829, 0, 910]"
"(-40, 70, 0, 120)","[199.63805399423123, 0, 378]"
"(-43, 70, 1, 110)","[167.7774909112112, 0, 7]"
"(-47, 70, 2, 110)","[187.5089706016684, 0, 12]"
"(90, 110, 3, 0)","[198.59669896287085, -346.7016328180246, 1956]"
"(80, 110, 4, 0)","[198.15544087297323, -312.8286295697535, 3216]"
