A,B 
"(-10, 60, -9, 160)","[-46.91111816256466, -1461.4156955923331, 14]"
"(-41, 70, -7, 130)","[157.3971657469934, 0, 2]"
"(-45, 80, -6, 140)","[157.68158542756333, 0, 3]"
"(-40, 80, -7, 150)","[28.564575910960578, -1754.8538897838475, 38]"
"(-43, 90, -6, 160)","[-171.7061933339394, 0, 7]"
"(-47, 90, -5, 160)","[-92.22786917216746, -1455.8464072559561, 15]"
"(-10, 80, -4, -60)","[195.97338919192782, 0, 4]"
"(-40, 80, 3, -60)","[197.77770375687007, 0, 5]"
"(-10, 20, 4, -110)","[-774.3012688943375, 155.6335288790893, 6]"
"(-20, 30, -9, -100)","[134.02667844102785, 0, 8]"
"(-20, 40, -8, -100)","[153.0183758062471, 0, 9]"
"(-30, 40, -7, -90)","[139.1869972254972, 0, 3]"
"(-30, 50, -6, -80)","[154.66295406998012, 0, 10]"
"(-40, 50, -5, -80)","[121.75602240113372, 0, 2]"
"(-40, 60, -4, -70)","[109.40786817445459, 0, 8]"
"(-40, 60, -3, -70)","[115.19793388148982, 0, 8]"
"(-43, 60, -2, -70)","[168.01481552869242, 0, 3]"
"(-47, 60, -1, -70)","[141.64692710743353, 0, 2]"
"(90, -70, 0, 0)","[197.17084913594485, 0, 7]"
"(80, -70, 1, 0)","[197.46423670812487, 0, 13]"
"(80, -70, 2, 0)","[-0.8123552628245294, 197.1471816777278, 13]"
"(80, -70, 3, 0)","[197.76531807109856, 0, 8]"
"(70, -80, 4, 0)","[33.709040330624994, 0, 1]"
"(70, -80, 5, 0)","[28.899462374999995, 0, 1]"
"(60, -90, 6, 0)","[-27.08672439867769, 0, 3]"
"(60, -100, 7, 0)","[16.694999999999997, 0, 1]"
"(60, -100, 8, 0)","[-428.34644462052324, -788.5059309805083, 4]"
"(50, -110, 9, 0)","[-7.470676652288349, -1291.0893967362779, 2]"
"(20, -80, -6, 0)","[179.98309886266543, 0, 1]"
"(-40, 90, -8, 150)","[-1665.9915927840157, -1727.188257851086, 5]"
"(-43, 90, -7, 160)","[-70.70635019169994, 0, 2]"
"(-47, 100, -6, 160)","[-94.27643297274847, -1486.7302065287151, 2]"
"(-43, 80, -5, 150)","[192.81275071424145, 0, 10]"
"(-47, 50, 7, 170)","[198.8866376815271, 0, 52]"
"(100, -60, -1, 0)","[199.11321444630255, 0, 15]"
"(90, -60, 0, 0)","[199.02031614841368, 0, 55]"
"(-20, 80, -7, 170)","[-1569.010962790037, -1665.8529161947117, 10]"
"(-45, 60, 7, 90)","[197.12427495181407, 0, 2]"
"(-47, 90, -8, 170)","[-653.9398472481241, -1596.6994737321243, 6]"
"(60, 300, -7, 0)","[-79.10537837961535, 23.274224999999994, 2]"
"(20, 300, -4, 0)","[179.9826551461501, 0, 1]"
"(-20, 80, -9, 170)","[-1928.5698389778802, -1789.2809897223888, 34]"
"(-10, 80, -7, 60)","[11.044984499999998, 0, 3]"
"(-10, 80, -6, 70)","[10.06695, 0, 3]"
"(-20, 90, -5, 70)","[-759.6, -746.1151000808825, 3]"
"(-20, 90, -4, 80)","[-900.0, -801.98751736287, 3]"
"(-20, 100, -3, 80)","[-900.0, 0, 1]"
"(-30, 100, -2, 80)","[197.92250954620772, 0, 2]"
"(-10, 80, -6, 0)","[194.13989728038953, 0, 4]"
"(-20, 90, -4, 10)","[185.6171121069821, 0, 3]"
"(-41, 90, 3, 10)","[164.91483651193087, 0, 1]"
"(-49, 80, 5, 0)","[179.69074005001835, 0, 1]"
"(-10, 80, -6, 60)","[10.006695, 0, 4]"
"(-10, 90, -5, 60)","[9.9, 0, 2]"
"(-20, 90, -4, 70)","[-1768.5, -990.0, 5]"
"(-20, 100, -3, 70)","[-900.0, -900.0, 2]"
"(-20, 100, -2, 70)","[199.67497613400405, 0, 3]"
"(-10, 80, -6, 100)","[-1690.8445950954172, -2482.533694083314, 10]"
"(-10, 90, -5, 100)","[-1669.5, -746.1149300899242, 2]"
"(-20, 100, -9, 110)","[-709.370361498415, 199.65032264817833, 8]"
"(-45, 50, -8, -10)","[195.59733609160554, 0, 2]"
"(0, 80, -6, 0)","[-1803.2245315160437, -1746.45, 382]"
"(-43, 80, 5, 140)","[196.97939252236236, 0, 3]"
"(10, 60, -9, 0)","[-1335.9381010263205, -1431.1260770938102, 86]"
"(-10, 90, -4, 20)","[-1518.6778832860286, -729.2920165312196, 5]"
"(-40, 90, 3, 20)","[182.91995188019393, 0, 3]"
"(-43, 80, 5, 20)","[199.4345907537728, 0, 3]"
"(-40, 90, 3, 10)","[184.49668580564514, 0, 6]"
"(-47, 80, 5, 0)","[198.70762747190517, 0, 3]"
"(-10, 80, -7, 130)","[10.902242249999999, 0, 3]"
"(-10, 80, -6, 130)","[-690.0824499186966, -1524.7861790211027, 4]"
"(-10, 90, -5, 140)","[-899.1, 0, 2]"
"(-20, 90, -4, 140)","[73.5776804246508, -990.0, 5]"
"(-30, 100, -2, 150)","[179.9107001644269, 0, 1]"
"(10, 70, -8, 0)","[-753.7052740041537, -1747.5737672853234, 238]"
"(-10, 90, -5, 120)","[-1668.6, -746.144982908379, 3]"
"(-10, 90, -4, 130)","[86.5397120340438, -900.0, 3]"
"(-20, 100, -2, 130)","[179.9821991379798, 0, 1]"
"(-41, 70, -3, 160)","[155.19287093815274, 0, 3]"
"(-45, 70, -2, 170)","[198.83494682875912, 0, 3]"
"(-49, 70, -1, 170)","[199.34323333332335, 0, 3]"
"(-41, 70, 6, 40)","[197.5619915121523, 0, 7]"
"(-45, 60, 7, 40)","[197.23672525870052, 0, 3]"
"(-49, 50, 8, 30)","[197.5101764491283, 0, 3]"
"(-40, 80, 5, 40)","[194.43545474731587, 0, 19]"
"(-47, 50, 8, 20)","[199.03591019464304, 0, 165]"
"(-10, 90, -4, 10)","[193.04978750594856, 0, 4]"
"(-40, 80, 5, 0)","[198.4123647162832, 0, 8]"
"(0, 90, -6, 0)","[-1839.8733015729563, -911.7392606868275, 8]"
"(-10, 100, -3, 90)","[179.93594325799546, 0, 1]"
"(-10, 90, -4, 160)","[21.404238498681153, 0, 2]"
"(-10, 90, -3, 160)","[199.60226163403405, 0, 32]"
"(-20, 90, 0, 160)","[198.28608087020964, 0, 46]"
"(-30, 90, 2, 160)","[199.55148164283426, 0, 32]"
"(-40, 90, 3, 160)","[140.1995238962967, 0, 1]"
"(-40, 80, 5, 150)","[193.54213633665802, 0, 21]"
"(-43, 70, 6, 140)","[199.44687601893702, 0, 9]"
"(-47, 60, 7, 130)","[199.75407814766066, 0, 11]"
"(-10, 100, -9, 110)","[199.67302036920245, 0, 3]"
"(-43, 80, -6, 160)","[83.36981983934024, -1574.4515041071966, 7]"
"(-20, 90, -9, 170)","[-819.704949680068, -1766.6950533183594, 30]"
"(-49, 70, -9, 180)","[-688.1529399282173, -703.4503841269362, 2]"
"(-10, 60, -9, 150)","[-1506.5155601857539, -1461.994692189596, 11]"
"(-49, 90, -5, 150)","[-40.79133787061123, -1513.9803050032706, 4]"
"(-30, 90, -9, 160)","[-2419.7779312983425, -1691.841792363174, 9]"
"(-30, 100, -8, 160)","[199.91581980085414, 0, 5]"
"(-43, 10, 10, 80)","[179.98013206051039, 0, 1]"
"(-10, 30, 6, 90)","[187.3410812564375, 0, 4]"
"(-45, 70, -2, 20)","[199.70159470145856, 0, 4]"
"(-41, 40, -9, -50)","[147.5503804862663, 0, 1]"
"(-45, 40, -8, -40)","[162.04722863890797, 0, 1]"
"(-49, 50, -7, -30)","[179.002606595214, 0, 1]"
"(-20, 90, -9, 150)","[-2314.7372300376364, -1666.7639292772587, 14]"
"(-30, 100, -9, 160)","[-709.2141613065563, -900.0, 13]"
"(-41, 80, -2, 180)","[45.06580233102661, 0, 2]"
"(-45, 80, -1, 180)","[25.064796684810883, 0, 2]"
"(-49, 80, 0, 180)","[-631.1306839068985, 0, 2]"
"(-43, 40, -7, -60)","[199.62817395599248, 0, 14]"
"(-40, 90, -9, 170)","[-1757.845943898656, -1750.1153898359112, 14]"
"(-30, 80, -9, 150)","[-1517.526644555328, -1765.592112130354, 10]"
"(-40, 100, -6, 170)","[179.98163181474183, 0, 1]"
"(-20, 80, -9, 140)","[-1995.5829988151138, -1771.1353641767937, 14]"
"(-20, 90, -8, 150)","[-820.1065548766541, -1684.7229867651613, 7]"
"(-20, 100, -7, 160)","[197.77279166834455, 0, 2]"
"(-10, 90, -3, 150)","[199.66279272152147, 0, 31]"
"(-30, 90, 2, 150)","[199.70494969145602, 0, 31]"
"(-43, 70, 6, 130)","[199.75543697687917, 0, 9]"
"(40, 180, 9, 0)","[-1571.3709895351333, -2868.1102097309413, 21]"
"(-20, 60, -9, 140)","[-1195.7949455576384, -1666.9929606374774, 11]"
"(-30, 70, -8, 150)","[46.752996061549766, -759.6, 7]"
"(-30, 60, 7, 150)","[-28.05243154814172, 0, 1]"
"(-41, 30, 10, 120)","[-900.0, 0, 1]"
"(-45, 20, 10, 110)","[-747.7765364824114, 0, 1]"
"(-10, 70, -9, 130)","[11.044984499999998, 0, 3]"
"(-10, 80, -8, 140)","[-1293.6418591366646, -1416.0831595320562, 4]"
"(-20, 80, -7, 140)","[-1135.0998195275738, 0, 2]"
"(-20, 90, -6, 150)","[-900.0, -1819.526681253947, 3]"
"(-30, 90, -5, 150)","[-900.0, 0, 1]"
"(-30, 100, -4, 160)","[179.98002676884374, 0, 1]"
"(-10, 80, -7, -30)","[19.022422499999998, 0, 2]"
"(-10, 80, -6, -20)","[10.6695, 0, 2]"
"(-20, 90, -5, -20)","[-899.1, -1537.9400087894576, 3]"
"(-20, 90, -4, -10)","[-900.0, -900.0, 2]"
"(-30, 100, -2, -10)","[179.91151219394033, 0, 1]"
"(-45, 90, -4, 180)","[9.0, 0, 1]"
"(-47, 60, 7, 90)","[199.27047944558495, 0, 37]"
"(-49, 80, -4, 160)","[161.5446641972726, 0, 4]"
"(-47, 60, 7, 170)","[177.07734005588878, 0, 1]"
"(-41, 70, -3, -20)","[147.1913631938706, 0, 1]"
"(-45, 80, -2, -10)","[192.64532048952407, 0, 2]"
"(-49, 80, -1, -10)","[198.08765985105575, 0, 3]"
"(-30, 40, -7, -40)","[199.87103374117612, 0, 11]"
"(-43, 60, -2, -20)","[199.88835844656919, 0, 11]"
"(-41, 70, -9, 140)","[16.694999999999997, 0, 1]"
"(-45, 80, -8, 150)","[9.0, 0, 1]"
"(-49, 90, -7, 150)","[-620.1712301440388, 0, 1]"
"(-10, 80, 2, 130)","[132.21995300177852, 0, 3]"
"(-30, 60, 7, 100)","[181.37457136419502, 0, 4]"
"(-47, 80, -9, 140)","[-644.7538710794375, -1490.6240004875906, 2]"
"(-40, 90, -1, -50)","[173.7674414030589, 0, 3]"
"(-43, 80, -8, 150)","[-657.9676146235845, -1482.3760665635239, 2]"
"(-40, 30, -9, 150)","[-126.30509355133238, 9.0, 4]"
"(-43, 40, -7, 170)","[9.0, 0, 1]"
"(-47, 50, -6, 170)","[-647.9589705640226, 0, 1]"
"(-41, 80, -7, 140)","[-6.114672597171779, 0, 7]"
"(-47, 80, -8, 140)","[-699.0734745799067, -1503.7900617983992, 3]"
"(-49, 100, -9, 180)","[-732.2574279557822, -1209.8606205754306, 2]"
"(-41, 40, 9, 90)","[148.04128833909866, 0, 1]"
"(-45, 30, 10, 80)","[162.62138987029084, 0, 1]"
"(-49, 20, 10, 70)","[179.67414019917058, 0, 1]"
"(-49, 80, 4, 180)","[196.84202586601825, 0, 3]"
"(-30, 90, -8, 150)","[-1069.026967473918, -1692.2443582797418, 6]"
"(-40, 100, -7, 160)","[179.97617365811197, 0, 1]"
"(-43, 40, 8, 160)","[199.73345804769386, 0, 149]"
"(-47, 30, 9, 150)","[199.7224428480134, 0, 145]"
"(-47, 50, 7, 150)","[198.89403040673045, 0, 99]"
"(-41, 90, -1, 180)","[198.6813450118097, 0, 7]"
"(-45, 90, 0, 180)","[198.59595242547297, 0, 7]"
"(-49, 90, 1, 180)","[198.49237752648168, 0, 6]"
"(-41, 90, -3, 180)","[147.89520012945394, 0, 3]"
"(-45, 90, -2, 180)","[147.4017333750432, 0, 3]"
"(-49, 90, -1, 180)","[147.29890048004683, 0, 3]"
"(100, 130, -5, 0)","[199.42858224141537, 0, 13]"
"(-20, 70, -9, 150)","[-1685.6690861988873, -1664.008486260414, 12]"
"(-30, 90, -9, 170)","[-1683.6212639379642, -2253.5283695531807, 18]"
"(-30, 30, 8, -50)","[-900.0, 199.8484645150454, 5]"
"(-30, 20, 9, -60)","[-747.5584617882952, 0, 1]"
"(-10, 60, 7, -50)","[112.0576119454185, 0, 1]"
"(-20, 40, 9, -70)","[128.49791654925414, 0, 1]"
"(-20, 30, 10, -80)","[139.76364508684694, 0, 1]"
"(-30, 30, -9, -80)","[168.3508020749591, 0, 1]"
"(-43, 60, -4, -50)","[178.75842198770079, 0, 1]"
"(-45, 40, -8, -10)","[175.9317448940285, 0, 1]"
"(-10, 70, 6, 0)","[157.49771478390244, 0, 1]"
"(-10, 50, 2, -90)","[192.8597860546087, 0, 21]"
"(-20, 40, 3, -100)","[132.05211514206886, 0, 1]"
"(-43, 70, -4, -70)","[198.6607990123194, 0, 12]"
"(100, -60, -2, 0)","[199.83923368436496, 0, 24]"
"(-20, 70, 2, -80)","[167.44862632017322, 0, 1]"
"(-10, 60, 7, 70)","[105.8749776505522, 0, 1]"
"(-20, 50, 8, 60)","[113.30406742754644, 0, 1]"
"(-30, 70, -7, 70)","[199.52177497452084, 0, 432]"
"(-40, 80, -5, 80)","[199.48694908755184, 0, 1001]"
"(-43, 90, -3, 90)","[199.78160150985948, 0, 23]"
"(-47, 90, -2, 90)","[199.4124535614212, 0, 206]"
"(-47, 60, -6, -80)","[196.5095203835552, 0, 2]"
"(-30, 70, -9, 140)","[-1490.2349535425858, -2286.9052835862985, 8]"
"(-40, 90, -9, 160)","[-851.5032482408865, -1687.6859412361746, 7]"
"(-30, 90, -9, 150)","[-819.1998735784607, -1587.380908844431, 8]"
"(-40, 10, 9, 130)","[197.773927349706, 0, 2]"
"(-47, 40, -9, -100)","[197.33555922028847, 0, 28]"
"(-30, 70, 6, 170)","[-438.6960681771106, 0, 6]"
"(-40, 40, 9, 150)","[-741.1333224572994, -433.8080772882852, 6]"
"(-41, 30, 10, 140)","[147.71387508726255, 0, 1]"
"(-45, 20, 10, 130)","[162.2384503944591, 0, 1]"
"(-49, 10, 10, 120)","[179.2262577712972, 0, 1]"
"(-10, 60, 3, 10)","[199.53758659706122, 0, 9]"
"(-10, 60, 4, 10)","[199.5320290641182, 0, 9]"
"(-20, 50, 5, 0)","[199.7203981730617, 0, 9]"
"(-20, 50, 6, 0)","[199.7042934896284, 0, 8]"
"(-20, 40, 7, -10)","[199.92290377728614, 0, 10]"
"(-30, 30, 8, -20)","[-886.4556322721496, 199.93219994804065, 9]"
"(-40, 30, -9, -20)","[162.4413354926362, 0, 1]"
"(-43, 50, -6, 0)","[179.7868550935184, 0, 1]"
"(-43, 50, -9, 110)","[191.69260239990516, -1222.3204349579237, 123]"
"(-10, 20, 4, -90)","[-734.9971237714805, 199.43760363842034, 19]"
"(-40, 50, -5, -60)","[199.4199295816244, 0, 10]"
"(-47, 60, -1, -50)","[196.23331645252068, 0, 2]"
"(-47, 80, -1, -40)","[199.81068334373515, 0, 78]"
"(100, -40, 0, 0)","[199.83785456883228, 0, 39]"
"(-43, 40, -8, 140)","[-650.5880742437558, -900.0, 4]"
"(-41, 50, 7, 90)","[199.65052620209445, 0, 19]"
"(-45, 40, 8, 90)","[199.7436074708582, 0, 8]"
"(-49, 30, 9, 80)","[199.59337433141636, 0, 7]"
"(-20, 30, 10, 20)","[183.33066689718754, 0, 2]"
"(-40, 50, -6, 40)","[196.6343036847913, 0, 2]"
"(-20, 80, -7, 160)","[-1521.1410232166654, -1764.593758129878, 13]"
"(-30, 80, -6, 170)","[-1660.8407836129313, -2566.8139608304054, 10]"
"(-10, 80, 1, -60)","[198.2290183669109, 0, 6]"
"(-20, 70, 4, -70)","[198.50697392548432, 0, 4]"
"(-30, 60, 6, -80)","[198.96256658514542, 0, 6]"
"(-10, 60, -9, 80)","[-1076.3603942859752, -900.0, 8]"
"(-10, 70, -8, 90)","[-1255.3065290416337, -1418.4225, 4]"
"(-20, 80, -7, 90)","[-2213.346450546002, -1782.6794201171308, 8]"
"(-20, 80, -6, 100)","[164.5784693822504, -760.5, 7]"
"(-30, 100, -9, 110)","[-900.0, 108.80752050540205, 10]"
"(-30, 100, -8, 120)","[199.9022533450966, 0, 5]"
"(-10, 80, -7, 90)","[-638.6346, 9.0, 3]"
"(-20, 90, -5, 100)","[-760.5, -803.6610143123224, 3]"
"(-20, 100, -3, 110)","[-900.0, 0, 1]"
"(-30, 100, -2, 110)","[179.98027849605631, 0, 1]"
"(-10, 80, -6, 90)","[-1537.9282652268853, 0, 1]"
"(-10, 80, -6, -10)","[56.16150879987151, 0, 2]"
"(-10, 90, -5, 0)","[13.1336351890738, 0, 3]"
"(-20, 90, -4, 0)","[194.57896508936736, 0, 4]"
"(-30, 100, -1, 10)","[193.44980343952844, 0, 2]"
"(-30, 100, 0, 10)","[147.10236751706913, 0, 1]"
"(-40, 90, 3, 0)","[196.8458027630459, 0, 3]"
"(-43, 90, 4, 0)","[162.5085321128349, 0, 1]"
"(-47, 80, 5, -10)","[179.54214282202912, 0, 1]"
"(-10, 90, -6, 140)","[9.0, 0, 1]"
"(-20, 90, -4, 150)","[26.93926533131712, -1524.7861555415443, 8]"
"(-20, 100, -3, 150)","[179.97885338673584, 0, 1]"
"(-10, 90, -5, 130)","[-1669.5, -990.0, 3]"
"(-20, 100, -9, 140)","[-728.1752847101608, 199.98000095768055, 12]"
"(-10, 90, 2, 140)","[161.1060217566679, 0, 2]"
"(-45, 40, -9, 90)","[108.22260996850919, 0, 2]"
"(-49, 50, -8, 100)","[193.30178205183785, 0, 2]"
"(-10, 90, -5, 40)","[23.220911857699456, 0, 3]"
"(-10, 90, -4, 40)","[196.71336422711818, 0, 4]"
"(-20, 100, -2, 40)","[-900.0, 179.95310688085954, 2]"
"(-20, 100, -1, 50)","[157.56086305883807, 0, 2]"
"(-30, 60, 7, 0)","[179.60037200019323, 0, 3]"
"(-41, 30, 10, -30)","[141.78531962193887, 0, 1]"
"(-45, 20, 10, -40)","[155.30446739408058, 0, 1]"
"(-49, 10, 10, -50)","[171.11633613342755, 0, 1]"
"(-10, 90, -4, -10)","[188.94968844639723, 0, 5]"
"(-40, 90, 3, -10)","[180.60832720355012, 0, 5]"
"(-40, 80, 5, -20)","[199.04146626147036, 0, 6]"
"(-47, 70, 7, -30)","[177.16845758561175, 0, 1]"
"(-10, 90, -9, 70)","[-747.7248507345407, 0, 1]"
"(-43, 70, 6, -30)","[199.2275870121763, 0, 40]"
"(-43, 80, 5, 10)","[179.7031889703028, 0, 1]"
"(-10, 80, -6, 110)","[-1648.0955639215438, -850.5, 7]"
"(-10, 90, -5, 110)","[-887.4626355894762, -900.0, 3]"
"(-20, 90, -4, 120)","[136.10952526928426, 0, 1]"
"(-30, 100, -1, 120)","[130.21165991818864, 0, 1]"
"(-30, 100, 0, 120)","[141.76802329612707, 0, 1]"
"(-40, 90, 3, 120)","[194.049133984546, 0, 4]"
"(-43, 90, 4, 110)","[152.4456642077112, 0, 1]"
"(-47, 80, 5, 110)","[167.7727066756856, 0, 1]"
"(-10, 80, -6, 20)","[-1073.8278911426532, 0, 3]"
"(-20, 90, -4, 30)","[-1652.4514242381874, -1593.1901545928902, 2]"
"(-20, 100, -9, 40)","[-880.212824075384, 198.95983735368614, 9]"
"(-41, 70, 2, -50)","[196.11684303741558, 0, 5]"
"(-45, 70, 3, -50)","[195.6982512901391, 0, 4]"
"(-10, 90, -4, 150)","[192.07055345900397, 0, 2]"
"(-40, 90, 3, 150)","[192.72390816111937, 0, 2]"
"(-40, 80, 5, 140)","[170.3936273055132, 0, 15]"
"(-10, 90, -4, 50)","[-881.0558540986366, -730.8457394190665, 4]"
"(-40, 90, 3, 50)","[179.8047876351723, 0, 2]"
"(-47, 70, 7, 20)","[179.56041750850184, 0, 1]"
"(-20, 100, -2, 0)","[-784.7694917858346, 0, 1]"
"(-10, 90, -4, 110)","[81.44922195149279, -1610.3293097520684, 3]"
"(-10, 100, -3, 120)","[-900.0, 0, 1]"
"(-20, 100, -2, 120)","[179.977094348202, 0, 1]"
"(-20, 90, 0, -10)","[199.39827499994428, 0, 121]"
"(-10, 90, -8, 160)","[-900.0, 0, 1]"
"(-10, 100, -7, 160)","[179.9777115738041, 0, 1]"
"(-10, 100, -9, 80)","[-881.0868320192108, -900.0, 6]"
"(-10, 90, -4, 140)","[193.0262174800979, 0, 3]"
"(-40, 90, 3, 140)","[182.82941888622946, 0, 3]"
"(-40, 80, 5, 130)","[181.62345946271284, 0, 16]"
"(-10, 100, -2, 70)","[-900.0, 0, 1]"
"(-20, 100, -1, 70)","[179.9808994078634, 0, 1]"
"(100, 60, -8, 0)","[198.5228732387731, 0, 9]"
"(-10, 90, -4, 100)","[-900.0, -819.2899583455542, 3]"
"(-10, 100, -3, 100)","[-900.0, 0, 1]"
"(-20, 100, -2, 100)","[179.97918723534823, 0, 1]"
"(-20, 80, -6, 170)","[145.06776971725722, -1593.356673760702, 5]"
"(-30, 90, -5, 170)","[-150.8520874474719, -1666.434518140385, 4]"
"(-41, 70, -9, 180)","[17.4645, 0, 1]"
"(-49, 80, -7, 180)","[-653.4861572016767, 0, 1]"
"(-43, 60, 7, 90)","[199.39838831635325, 0, 74]"
"(-47, 50, 8, 80)","[199.17693585349707, 0, 131]"
"(-47, 20, 9, -10)","[-729.5749174750658, 0, 1]"
"(-45, 70, 6, 70)","[196.62366002306794, 0, 2]"
"(-47, 90, -7, 140)","[-383.8764428678198, -1567.3693577112556, 4]"
"(-43, 70, -2, -60)","[199.60507280535145, 0, 12]"
"(70, -80, 6, 0)","[-288.18849125316956, 198.47411651821537, 4]"
"(-41, 60, -5, 0)","[199.30873522829245, 0, 3]"
"(-47, 20, 9, -30)","[-710.4906300041472, 0, 4]"
"(-43, 60, -9, 120)","[-476.1084057479743, -1556.0404286523833, 8]"
"(-10, 50, 8, -10)","[165.4956094304689, 0, 2]"
"(-47, 70, -9, 130)","[-638.0200443181421, -1516.7243924740424, 4]"
"(-43, 50, -7, 180)","[-642.4276087760649, -1543.6620506762026, 5]"
"(-43, 60, -5, -70)","[199.59457395672086, 0, 15]"
"(100, -60, -3, 0)","[199.65516430335242, 0, 23]"
"(-20, 100, -8, 150)","[-900.0, 199.75430700132966, 6]"
"(-30, 100, -7, 160)","[197.91191349185127, 0, 2]"
"(-45, 100, -9, 180)","[179.9174737541587, 0, 1]"
"(-20, 30, 10, 90)","[179.69957947445604, 0, 3]"
"(-40, 50, -6, 110)","[187.22444373523612, 0, 3]"
"(-10, 60, -9, 140)","[-157.13793378833924, -1295.7168308711873, 7]"
"(-20, 70, -8, 150)","[-1390.631713176425, -2598.825436315166, 15]"
"(-40, 80, -8, 140)","[38.931450826126124, -1666.5520773683897, 27]"
"(-40, 90, -7, 150)","[113.60390857047825, -1746.45, 10]"
"(-43, 100, -6, 160)","[144.30500826922116, 0, 1]"
"(-47, 100, -5, 160)","[-591.543560856736, -1494.797061242822, 9]"
"(-10, 90, -2, -30)","[198.26634815052032, 0, 34]"
"(-20, 90, 0, -30)","[199.66594024080416, 0, 68]"
"(-40, 70, 5, -40)","[199.33551586002721, 0, 185]"
"(-43, 50, 8, -60)","[199.08114395372684, 0, 38]"
"(-47, 40, 9, -70)","[-134.4895519382961, 199.08692753129102, 48]"
"(-20, 40, -8, -90)","[152.33222036648465, 0, 6]"
"(-43, 30, -9, 10)","[179.5261699132279, 0, 1]"
"(-10, 50, 8, 80)","[171.02722970248982, 0, 3]"
"(-20, 50, -9, 80)","[145.5126598248197, 0, 3]"
"(-20, 60, -8, 90)","[26.377420879469057, 0, 5]"
"(-30, 70, -6, 110)","[181.5624294655244, 0, 2]"
"(-30, 80, -5, 110)","[163.72428446145182, 0, 3]"
"(-40, 80, -4, 110)","[165.83538782191198, 0, 3]"
"(-43, 90, -1, 120)","[193.01604810878973, 0, 2]"
"(-47, 90, 0, 120)","[196.28502841213538, 0, 2]"
"(-47, 20, 9, 30)","[-729.3632716679016, 0, 1]"
"(-45, 80, -3, 20)","[199.77001281266217, 0, 5]"
"(-47, 80, 2, -50)","[199.6467051027059, 0, 15]"
"(-10, 90, 2, 80)","[191.11784746214772, 0, 4]"
"(-41, 30, 10, 30)","[-885.194961377425, 174.43874593723302, 4]"
"(-45, 20, 10, 20)","[-730.1047662592688, 0, 2]"
"(-49, 10, 10, 10)","[197.95285253229633, 0, 2]"
"(-30, 70, -5, -60)","[199.4231519719036, 0, 72]"
"(-43, 80, -1, -50)","[199.38401826834132, 0, 26]"
"(-47, 80, 0, -50)","[199.32111864090956, 0, 26]"
"(-43, 60, 7, 30)","[199.8101093713705, 0, 109]"
"(-20, 80, -9, 160)","[-1538.581642379993, -2494.01237651217, 22]"
"(-20, 90, -8, 170)","[-1692.3857022550244, -2257.1367734509117, 11]"
"(-43, 60, -8, 0)","[199.92365405113821, 0, 39]"
"(-47, 70, -7, 10)","[199.95656068039045, 0, 44]"
"(-43, 40, -7, 150)","[40.17952636624005, 0, 1]"
"(-47, 50, -6, 160)","[-472.64166627504244, 0, 2]"
"(-43, 90, -5, 160)","[198.63675754586018, 0, 24]"
"(-47, 70, -7, 130)","[-357.1599026909857, -1521.66185975606, 5]"
"(-10, 60, 7, 180)","[23.274224999999994, 0, 1]"
"(-10, 50, 8, 180)","[16.694999999999997, 0, 1]"
"(-20, 40, 9, 180)","[9.0, 0, 1]"
"(-20, 30, 10, 170)","[-760.344038128608, 0, 1]"
"(-30, 30, -9, 170)","[0.21334683682765157, 0, 1]"
"(-40, 50, -6, 180)","[-286.37989614807765, -1249.8420779039584, 3]"
"(-43, 60, -4, 180)","[-414.10122475262034, 0, 1]"
"(-30, 100, -9, 0)","[-900.0, 197.95869674942074, 3]"
"(-30, 100, -8, 0)","[179.9698958333521, 0, 1]"
"(-10, 90, -2, 160)","[188.1369858572919, 0, 37]"
"(-30, 80, 3, 150)","[199.6191841569288, 0, 93]"
"(-43, 60, 7, 130)","[199.6900358178174, 0, 23]"
"(-47, 50, 8, 120)","[199.59116841531025, 0, 71]"
"(-40, 100, -9, 170)","[23.543650042150716, -1723.6069003764658, 16]"
"(-20, 90, -9, -10)","[-900.0, -746.1286652508277, 2]"
"(-30, 90, -8, 0)","[-900.0, 0, 1]"
"(-30, 100, -7, 10)","[179.97539863642896, 0, 1]"
"(-10, 30, 6, 40)","[-885.5200111580684, 174.24744387333035, 3]"
"(-40, 50, -5, 60)","[153.47620269904272, 0, 1]"
"(-47, 60, -1, 70)","[179.22955531336493, 0, 1]"
"(-10, 40, 9, -10)","[194.80077230415677, 0, 2]"
"(-20, 100, -8, 90)","[179.9777894151666, 0, 1]"
"(-43, 80, -2, -40)","[199.78253055752552, 0, 70]"
"(-41, 70, -8, 180)","[-60.01611575470913, 0, 2]"
"(-45, 80, -7, 180)","[-81.7732348008294, -316.45194292809344, 2]"
"(-10, 60, 7, -20)","[85.13751433433244, 0, 1]"
"(-20, 50, -9, -30)","[196.4185903521665, 0, 3]"
"(-20, 60, -8, -20)","[197.9157515229752, 0, 67]"
"(-30, 70, -7, -10)","[108.03983435278565, 0, 1]"
"(-30, 70, -6, -10)","[197.79946215125707, 0, 3]"
"(-40, 80, -5, 0)","[124.95446031638544, 0, 1]"
"(-40, 80, -4, 0)","[198.94071852668577, 0, 3]"
"(-40, 90, -3, 0)","[199.25992711549415, 0, 12]"
"(-43, 90, -2, 10)","[162.68151134643787, 0, 1]"
"(-47, 90, -1, 10)","[179.74445771513203, 0, 1]"
