A,B 
"(30, -60, 2, 0)","[-2571.3224999999998, -2427.056757192871, 6]"
"(110, -100, -9, 0)","[198.84235127834418, 0, 514]"
"(90, -70, -4, 0)","[198.94399811644274, 0, 532]"
"(60, -70, 3, 0)","[-246.5528765507123, -1650.7060946868141, 16]"
"(50, -80, 5, 0)","[-27.629782482334946, -927.2598885438517, 11]"
"(40, -100, 8, 0)","[-640.2375000000001, -704.066428230547, 7]"
"(30, -120, 10, 0)","[-1846.5496590347057, -1871.1722003892844, 9]"
"(40, -110, 5, 0)","[-760.5, 0, 1]"
"(30, -90, -9, 0)","[-2631.4936404572973, -1094.6839888346817, 16]"
"(130, -30, -4, 0)","[80.98831473242718, 0, 2]"
"(130, -20, -3, 0)","[75.85880074089815, 0, 2]"
"(120, -20, -1, 0)","[70.96662046383024, 0, 2]"
"(120, -20, 0, 0)","[69.55908306911397, 0, 1]"
"(110, -20, 1, 0)","[64.87373053099549, 0, 2]"
"(110, -20, 2, 0)","[57.06525946046954, 0, 2]"
"(100, -30, 4, 0)","[199.22469310655848, 0, 160]"
"(100, -30, 5, 0)","[199.9355692587755, 0, 224]"
"(90, -40, 6, 0)","[199.3815419235034, 0, 631]"
"(90, -50, 7, 0)","[199.7634377294506, 0, 518]"
"(80, -60, 9, 0)","[-783.8778086591684, 199.9019483487545, 367]"
"(60, -40, -6, 0)","[-22.28657723928213, 138.36696950096848, 31]"
"(50, -30, -3, 0)","[-638.2263489369452, -1074.8416216252342, 8]"
"(100, -10, -9, 0)","[159.62080477062707, 0, 17]"
"(90, 10, -7, 0)","[199.94530718203805, 0, 289]"
"(90, 10, -6, 0)","[199.89987226697312, 0, 648]"
"(80, 20, -5, 0)","[199.89757148191177, 0, 598]"
"(80, 20, -4, 0)","[199.88731111147368, 0, 745]"
"(70, 30, -2, 0)","[-0.24679496877118012, 199.92219051671492, 448]"
"(70, 30, -1, 0)","[-111.577800413267, 199.90154600623612, 130]"
"(60, 30, 0, 0)","[198.0798421291088, -750.7579525390578, 38]"
"(60, 30, 1, 0)","[-223.36920834862946, -735.7619549625997, 11]"
"(50, 20, 3, 0)","[199.953063072018, 0, 49]"
"(50, 20, 4, 0)","[24.236972303569043, 0, 4]"
"(40, 10, 5, 0)","[-1532.53862120942, 199.96906089801007, 86]"
"(40, 10, 6, 0)","[10.84545, 0, 4]"
"(30, 0, 7, 0)","[-900.0, 0, 1]"
"(30, -10, 8, 0)","[-990.0, -1590.681169854347, 3]"
"(30, -20, 9, 0)","[-2283.7451554119784, 0, 2]"
"(100, 0, -9, 0)","[199.91414047752755, 0, 54]"
"(100, 10, -8, 0)","[199.92615543383073, 0, 379]"
"(90, 20, -6, 0)","[199.90119268018807, 0, 361]"
"(90, 20, -5, 0)","[199.93487463790512, 0, 518]"
"(80, 30, -4, 0)","[199.90045676157064, 0, 569]"
"(80, 30, -3, 0)","[199.9449865123429, -758.6579797752279, 887]"
"(70, 30, 0, 0)","[-83.7434400617719, -765.1017414660271, 28]"
"(60, 30, 2, 0)","[196.01333706077565, -733.4804044912755, 64]"
"(50, 30, 3, 0)","[196.53408783787347, -803.003069623867, 30]"
"(50, 20, 5, 0)","[163.9749040325921, -802.6835924552121, 41]"
"(40, 10, 7, 0)","[-2195.87499049436, 150.96991685819876, 45]"
"(30, 0, 8, 0)","[-1759.5, -1538.0412792744282, 3]"
"(30, -10, 9, 0)","[89.96960653886164, -2865.5267237987377, 3]"
"(30, -20, 10, 0)","[-2399.441684076196, -2331.048315466978, 5]"
"(110, 10, -7, 0)","[199.73494478970744, 0, 312]"
"(90, 30, -2, 0)","[199.94803816302857, 0, 1374]"
"(70, 30, 1, 0)","[-130.6341961782542, -754.4613417222115, 76]"
"(50, 40, -7, 0)","[199.55781035467749, 0, 1405]"
"(30, 60, -2, 0)","[199.50295168978647, -1441.106775538698, 1404]"
"(10, 60, 1, 0)","[189.20708334607616, 0, 34]"
"(-10, 40, 6, 60)","[25.635692119509823, 0, 3]"
"(-10, 30, 7, 60)","[-900.0, 199.44098745516092, 6]"
"(-10, 20, 8, 50)","[-900.0, 0, 1]"
"(-20, 10, 9, 40)","[175.0509018983586, 0, 1]"
"(30, -30, -7, 0)","[-2269.1402681810705, -3333.074916397896, 15]"
"(100, 10, -9, 0)","[199.95124906097553, 0, 226]"
"(90, 20, -7, 0)","[199.92149473721446, 0, 573]"
"(90, 30, -6, 0)","[199.91488719249273, 0, 1450]"
"(90, 30, -5, 0)","[199.90734584265363, 0, 1198]"
"(80, 40, -4, 0)","[-2.689608046199705, 199.9314176217534, 1241]"
"(80, 40, -3, 0)","[-116.90618420002414, 199.9198333908879, 461]"
"(70, 40, -2, 0)","[194.84101811964712, -722.7708627137569, 61]"
"(70, 40, -1, 0)","[194.95983296731484, -726.0652885757053, 106]"
"(70, 40, 0, 0)","[182.91223558287942, -796.1885599858103, 53]"
"(60, 40, 1, 0)","[195.51882104372783, -675.3915834067349, 65]"
"(60, 40, 2, 0)","[148.78176605781294, -829.757480202476, 31]"
"(50, 40, 3, 0)","[-443.74814282892055, -828.2228926357769, 11]"
"(50, 30, 4, 0)","[197.032745672806, -834.7144865827388, 69]"
"(50, 30, 5, 0)","[146.8620548761275, -847.2398914637164, 32]"
"(40, 20, 6, 0)","[157.9950489900643, -827.1183532141446, 40]"
"(30, 10, 8, 0)","[-900.0, -799.8859719037952, 5]"
"(30, 0, 9, 0)","[-1616.2845519657135, -1615.5446461178221, 3]"
"(30, -10, 10, 0)","[-882.7247226420169, 103.94091520205802, 4]"
"(110, 0, -9, 0)","[199.88766706999837, 0, 458]"
"(100, 20, -7, 0)","[199.9111322318886, 0, 768]"
"(90, 30, -4, 0)","[199.93749950725805, 0, 917]"
"(80, 40, -2, 0)","[199.95455103195755, -817.3423733909652, 316]"
"(70, 40, 1, 0)","[179.46533555973767, -830.1237146038053, 20]"
"(60, 30, 3, 0)","[173.40023892119785, -749.7404736455201, 45]"
"(50, 20, 6, 0)","[189.59343705141777, -850.6315699611972, 14]"
"(40, 0, 8, 0)","[-760.5, 191.8509038917787, 19]"
"(30, 30, -7, 0)","[199.87074520549828, 0, 37754]"
"(20, 40, -5, 0)","[199.86926014247862, 0, 42520]"
"(10, 50, -3, 0)","[199.78935165650654, -834.9609022855518, 25623]"
"(10, 50, -2, 0)","[199.87085949894595, -812.866645852202, 37743]"
"(0, 50, 0, 0)","[199.87994941407564, -363.0750604128684, 42494]"
"(-10, 50, 2, -10)","[199.96068553768896, 0, 1305]"
"(-10, 40, 3, -10)","[199.96316076185488, 0, 1694]"
"(-20, 40, 4, -10)","[199.94909226610474, 0, 1094]"
"(-20, 30, 5, -20)","[-888.8120268661389, 199.95909929343782, 987]"
"(-30, 40, -9, -20)","[199.95458129164888, 0, 1539]"
"(-30, 50, -8, -10)","[199.9524488563097, 0, 1551]"
"(-40, 50, -7, 0)","[199.94710964437888, 0, 994]"
"(-40, 60, -6, 0)","[199.9485725726458, 0, 2077]"
"(-41, 60, -5, 10)","[185.77479249703396, 0, 6]"
"(-45, 70, -4, 10)","[199.54999042492844, 0, 9]"
"(-49, 70, -3, 20)","[199.86426437111527, 0, 12]"
"(10, 40, 3, 0)","[199.80944242237098, 0, 5093]"
"(0, 30, 5, 0)","[-899.1, 199.78792920353155, 8191]"
"(-10, 30, 6, 100)","[-900.0, 198.8373562055736, 6]"
"(-10, 20, 7, 90)","[-900.0, 0, 1]"
"(-10, 10, 8, 80)","[156.58339328580166, 0, 1]"
"(130, -100, 2, 0)","[198.71481321902695, 0, 64]"
"(50, -80, -8, 0)","[-1447.397496439712, -2085.778770222369, 22]"
"(40, -70, -7, 0)","[-1760.257072047277, -3386.8271381044274, 15]"
"(40, -60, -6, 0)","[-1881.7784594049087, -2227.6814463600294, 12]"
"(140, -80, 9, 0)","[199.8388059889236, 0, 110]"
"(130, -50, 0, 0)","[199.86382160005203, 0, 110]"
"(130, -50, 1, 0)","[199.86081606295554, 0, 110]"
"(120, -60, 3, 0)","[199.78679768055943, 0, 32]"
"(120, -60, 4, 0)","[199.87685473331302, 0, 110]"
"(110, -60, 5, 0)","[199.88156824633688, 0, 110]"
"(110, -70, 6, 0)","[-191.02635527894878, 199.88920103535472, 110]"
"(100, -70, -9, 0)","[199.14038555650853, 0, 40]"
"(100, -60, -8, 0)","[198.97128106428534, 0, 144]"
"(90, -50, -6, 0)","[199.40296761501045, 0, 494]"
"(90, -40, -5, 0)","[199.55027410222547, 0, 416]"
"(80, -40, -4, 0)","[199.56119190593324, 0, 717]"
"(80, -40, -3, 0)","[199.42209082742812, 0, 694]"
"(70, -30, 0, 0)","[199.32226280289026, 0, 508]"
"(60, -40, 2, 0)","[-227.97026006685243, 199.11273324466393, 223]"
"(50, -40, 3, 0)","[-969.5145863074806, -870.2577236106866, 8]"
"(50, -50, 5, 0)","[24.043724999999995, 0, 1]"
"(40, -60, 7, 0)","[-836.5500000000001, -1341.6024409031554, 3]"
"(30, -70, 8, 0)","[-900.0, -732.0908440130456, 2]"
"(30, -80, 9, 0)","[-900.0, 0, 1]"
"(50, -40, -9, 0)","[-2238.4257205195886, 199.3156972108151, 232]"
"(50, -40, -8, 0)","[-1298.6611538323602, -2351.5420693523565, 39]"
"(40, -20, -6, 0)","[-3245.7878635261814, -3055.5394780243, 20]"
"(40, -40, -9, 0)","[-1610.9534744306754, -3469.9629363333174, 30]"
"(130, -30, -5, 0)","[78.24500909622523, 0, 1]"
"(120, -20, -2, 0)","[69.67646049657486, 0, 1]"
"(110, -20, 0, 0)","[64.46703960400114, 0, 1]"
"(100, -30, 3, 0)","[199.42086756940404, 0, 105]"
"(90, -30, 5, 0)","[199.7685746084316, 0, 613]"
"(80, -60, 8, 0)","[-900.0, 199.91639690345426, 1028]"
"(130, -30, 8, 0)","[198.87697274709035, 0, 546]"
"(130, -40, 9, 0)","[198.9381914625775, 0, 289]"
"(120, -50, 10, 0)","[198.85492796893664, 0, 626]"
"(120, -60, 10, 0)","[198.91230683276532, 0, 289]"
"(40, -50, -8, 0)","[-1570.5391740533137, -3092.3894439728306, 23]"
"(120, -20, -9, 0)","[199.95511608154266, 0, 90]"
"(110, 10, -6, 0)","[199.9430453971502, 0, 291]"
"(100, 10, -4, 0)","[199.9409945298052, 0, 298]"
"(90, 20, -1, 0)","[199.9386708355825, 0, 1402]"
"(80, 20, 1, 0)","[199.9552561758506, -757.014761575466, 982]"
"(70, 10, 4, 0)","[199.93399568312543, 0, 886]"
"(60, 0, 6, 0)","[-306.48459966342614, 199.95112570000953, 903]"
"(50, -20, 9, 0)","[-893.2493774159616, -645.2348692288084, 8]"
"(40, -30, -9, 0)","[-3002.784240362506, -1171.5299750464571, 61]"
"(90, -150, 10, 0)","[-328.28996655781253, -820.9562730783539, 63]"
"(70, -140, -8, 0)","[-458.8862680508535, -868.2401443317123, 50]"
"(40, -100, -8, 0)","[-1272.3526528374618, -2044.6643475885728, 6]"
"(30, -90, -7, 0)","[-2383.0186931777275, -3967.8724521596123, 6]"
"(30, -80, -5, 0)","[-2435.7898654673627, -2389.50115886399, 5]"
"(280, -80, -9, 0)","[199.93590414549547, 0, 37]"
"(280, -50, -4, 0)","[199.91425804538622, 0, 37]"
"(280, -50, 3, 0)","[199.86831049889904, 0, 37]"
"(210, -80, 8, 0)","[199.81486281279143, 0, 37]"
"(210, -60, 3, 0)","[199.53743928700942, 0, 37]"
"(140, -40, 2, 0)","[198.3546412784043, 0, 37]"
"(130, -60, 5, 0)","[197.88194905016317, 0, 37]"
"(130, -60, 6, 0)","[197.76204836754988, 0, 37]"
"(120, -70, 7, 0)","[197.6541333443745, 0, 37]"
"(120, -80, 8, 0)","[197.56535097997116, 0, 37]"
"(110, -100, 10, 0)","[197.48434214264012, 0, 37]"
"(110, -110, 10, 0)","[-185.85258362963538, 197.51846691961137, 37]"
"(100, -130, 10, 0)","[94.6204305339366, 0, 3]"
"(50, -110, -9, 0)","[-72.34779812718993, -657.5771136418148, 9]"
"(40, -100, -7, 0)","[-746.50067595986, -2303.358336598403, 3]"
"(120, -10, -9, 0)","[199.94223747873076, 0, 256]"
"(100, 20, -4, 0)","[199.95080538575138, 0, 441]"
"(50, -10, 8, 0)","[-946.1699148588065, 199.91281707195157, 262]"
"(50, 0, 7, 0)","[199.86608075064254, -827.6524275382981, 62]"
"(30, -20, -6, 0)","[-3194.3090685757493, -1703.145689559075, 15]"
"(70, -60, -1, 0)","[-206.65054448103712, -855.439819629361, 15]"
"(60, -60, 1, 0)","[-497.3721957654232, -533.1991429669588, 11]"
"(40, -30, -6, 0)","[-1572.3400462643287, -1685.2268829179002, 13]"
"(30, -20, -3, 0)","[-906.8469951732051, -3154.706227853991, 12]"
"(60, 30, -9, 0)","[199.91835129939932, 0, 6759]"
"(50, 50, -6, 0)","[199.90931520378334, 0, 7831]"
"(40, 60, -4, 0)","[199.90403764652802, 0, 6759]"
"(30, 60, -3, 0)","[193.66633897251407, -1754.5969535394458, 83]"
"(30, 60, -1, 0)","[199.9064421899795, 0, 7547]"
"(20, 60, 1, 0)","[199.89926540753228, -1303.4154579425035, 7773]"
"(10, 60, 2, 0)","[191.82084968007126, -1157.593570330792, 80]"
"(10, 60, 3, 0)","[190.7173519409278, -1344.2004428062323, 1022]"
"(10, 50, 4, 0)","[199.8701163792613, 0, 7545]"
"(0, 50, 5, 0)","[-544.8695124290765, -859.1120424885366, 954]"
"(0, 40, 6, 0)","[199.84192267342306, -841.4674005859496, 7763]"
"(-10, 40, -9, 60)","[199.8876553627188, 0, 1392]"
"(-10, 50, -8, 70)","[199.85288338716134, 0, 2568]"
"(-20, 60, -7, 80)","[199.8824175697889, 0, 2046]"
"(-20, 60, -6, 90)","[199.84476322847306, 0, 3790]"
"(-30, 70, -5, 90)","[199.82004186378853, 0, 1298]"
"(-30, 70, -4, 90)","[199.84040026849814, 0, 1392]"
"(-30, 80, -3, 100)","[199.890519980355, 0, 1194]"
"(-40, 80, -2, 100)","[199.84972013567526, 0, 2046]"
"(-40, 80, -1, 100)","[199.53895488134884, 0, 2538]"
"(-41, 80, 0, 100)","[193.8396110070373, 0, 6]"
"(-45, 80, 1, 100)","[198.44429735271564, 0, 7]"
"(-49, 80, 2, 100)","[61.21612525476725, 0, 2]"
"(90, 90, 3, 0)","[199.7708715631287, 0, 1481]"
"(80, 90, 4, 0)","[199.78376280181095, -1524.1973036551788, 2415]"
"(80, 90, 5, 0)","[199.79265191912128, -740.3506366549185, 3749]"
"(70, 80, 6, 0)","[199.839308133161, -1573.9273199052404, 1353]"
"(70, 70, 7, 0)","[199.92187635680688, -1537.131863723119, 1659]"
"(70, 60, 8, 0)","[199.49462436925523, -658.6429212997672, 2481]"
"(60, 60, 9, 0)","[199.79711497708195, -1669.375267959796, 2901]"
"(60, 50, 10, 0)","[199.85760121915263, -851.7650931848359, 28154]"
"(50, 40, 10, 0)","[199.81016556526686, -811.844693086563, 20542]"
"(50, 30, 10, 0)","[199.61354347978474, -824.802328584968, 24025]"
"(50, 20, 10, 0)","[199.86288593940628, -826.3626917399786, 24790]"
"(40, 10, 10, 0)","[-898.3305, 199.78084496000022, 40015]"
"(40, 0, 10, 0)","[-1133.1959991246783, 199.84349810196665, 14409]"
"(30, -30, 10, 0)","[-2194.313781179051, 15.868455780699634, 4]"
"(130, 20, 2, 0)","[199.6643769626354, 0, 117]"
"(100, -30, -8, 0)","[199.93993238291188, 0, 232]"
"(80, 0, -3, 0)","[199.9503107118279, 0, 616]"
"(60, 0, 2, 0)","[-336.39815822553055, 199.94305379339286, 400]"
"(50, -20, 5, 0)","[193.2441362405898, -994.8388885822429, 36]"
"(40, -30, 7, 0)","[-760.5, -2199.511518635642, 2]"
"(130, -80, 1, 0)","[198.4921856979514, 0, 41]"
"(120, -90, 4, 0)","[198.28316595458963, 0, 41]"
"(110, -100, 6, 0)","[198.15265957306264, 0, 41]"
"(100, -130, 9, 0)","[-6.453700917691648, 198.0321541479393, 41]"
"(40, -140, -1, 0)","[10.74645, 0, 2]"
"(30, -140, 1, 0)","[-1631.5502327915326, -1669.5, 2]"
"(20, 40, -6, 0)","[199.81163699714213, -476.87616585033635, 29382]"
"(-10, 50, 0, 20)","[199.54491057849336, 0, 193]"
"(-10, 50, 1, 20)","[188.9054036892669, 0, 561]"
"(-10, 50, 2, 20)","[199.86952785568056, 0, 1531]"
"(-20, 40, 3, 10)","[199.70313718256926, 0, 149]"
"(-20, 40, 4, 10)","[199.83988946862138, 0, 1222]"
"(-30, 40, 5, 0)","[199.41075466151003, 0, 355]"
"(-30, 30, 6, 0)","[-900.0, 184.79388921714127, 500]"
"(-30, 20, 7, -10)","[-900.0, 0, 1]"
"(-40, 10, 8, -20)","[175.9589547506712, 0, 1]"
"(110, 10, -9, 0)","[199.74510298586932, 0, 638]"
"(100, 20, -8, 0)","[199.9322466003895, 0, 583]"
"(90, 40, -5, 0)","[199.93465285371207, 0, 971]"
"(90, 40, -4, 0)","[-12.791852226513605, 199.9283187714954, 1379]"
"(70, 50, -1, 0)","[-299.1853172728032, -806.4932884939741, 30]"
"(70, 50, 0, 0)","[-348.0145355828043, -808.1472058658433, 34]"
"(60, 40, 3, 0)","[148.7502501846228, -832.1564835730331, 25]"
"(50, 40, 4, 0)","[148.15440868579145, -838.6595813702013, 17]"
"(40, 20, 7, 0)","[152.22216925230052, -846.5097996736145, 18]"
"(40, 10, 8, 0)","[-1372.290672430738, 148.86674632096089, 18]"
"(130, -30, 7, 0)","[198.91699274022506, 0, 217]"
"(50, -30, -7, 0)","[-1428.6591634552049, -1380.7573743974829, 45]"
"(30, 0, -7, 0)","[-763.0707187147748, -1891.2815538817233, 13]"
"(80, -110, -5, 0)","[-230.2253139054734, -524.8039801168894, 24]"
"(60, -100, 0, 0)","[-467.6532380688451, -915.9468276299596, 6]"
"(40, -90, -8, 0)","[-1562.7701939955869, -2192.95711182473, 10]"
"(30, -50, -7, 0)","[-2479.9273155416295, -972.3873487928428, 20]"
"(30, -40, -6, 0)","[-1094.0400317509614, -3267.4643399327824, 17]"
"(100, 30, -7, 0)","[199.9345024602705, 0, 386]"
"(80, 50, -2, 0)","[-254.2684348955272, -784.2880619580432, 21]"
"(70, 50, 1, 0)","[70.0340907150849, -841.8021275696905, 19]"
"(50, 30, 6, 0)","[151.34513127572023, -818.2824645613363, 14]"
"(30, 20, -9, 0)","[199.89504294825963, 0, 31379]"
"(30, 30, -8, 0)","[199.8674945561367, 0, 21090]"
"(20, 50, -5, 0)","[199.79704777574236, -1009.4459529742086, 18514]"
"(10, 50, -4, 0)","[199.30433013882376, -847.0159482293861, 13897]"
"(0, 60, -1, 0)","[199.81341926757702, -876.9717110919376, 17795]"
"(0, 60, 0, 0)","[199.8662583788325, -871.8505003196676, 18495]"
"(-10, 50, 1, 60)","[199.56528713517224, 0, 575]"
"(-10, 50, 2, 60)","[199.76463388360526, 0, 1644]"
"(-10, 50, 3, 60)","[199.75456565356737, 0, 1565]"
"(-20, 50, 4, 50)","[199.50812318930264, 0, 1169]"
"(-20, 40, 5, 50)","[199.72595526261463, 0, 2321]"
"(-30, 30, 6, 40)","[-899.1, 199.5328382824935, 473]"
"(-30, 30, 7, 30)","[-900.0, 199.34777899673014, 540]"
"(-30, 20, 8, 30)","[-900.0, 122.44018809909993, 2]"
"(-40, 10, 9, 20)","[171.87402595715312, 0, 1]"
"(110, -70, -9, 0)","[198.9296350205016, 0, 180]"
"(110, -60, -8, 0)","[199.61636646644388, 0, 214]"
"(110, -50, -7, 0)","[199.6921392959261, 0, 198]"
"(100, -50, -6, 0)","[199.59991925302126, 0, 312]"
"(100, -40, -5, 0)","[199.79764496970932, 0, 279]"
"(90, -40, -4, 0)","[199.49131941433458, 0, 453]"
"(90, -40, -3, 0)","[199.77820276367459, 0, 288]"
"(90, -30, -2, 0)","[199.88220578018397, 0, 634]"
"(80, -30, -1, 0)","[199.90267400672832, 0, 980]"
"(80, -30, 0, 0)","[199.86097617955932, 0, 871]"
"(70, -30, 1, 0)","[199.85533247040237, 0, 735]"
"(70, -40, 2, 0)","[-0.7025213004817141, 199.69565746581276, 456]"
"(70, -40, 3, 0)","[199.8476160476455, -887.2584201286043, 149]"
"(60, -40, 4, 0)","[-323.8011562678594, 59.31772250256366, 12]"
"(60, -50, 5, 0)","[15.2287445208211, -443.00769159410925, 10]"
"(50, -50, 6, 0)","[-468.4645308964311, -976.8698460630251, 6]"
"(50, -60, 7, 0)","[-1017.660914854174, -974.8792388081914, 6]"
"(50, -70, 8, 0)","[-1231.9719953725296, -1364.0971970008832, 7]"
"(40, -80, 9, 0)","[-1411.1656532243694, -1339.617772636086, 3]"
"(40, -90, 10, 0)","[-1549.7509438671, -3305.1381867907903, 10]"
"(-10, 40, -9, 30)","[199.8704386006863, 0, 2415]"
"(-10, 50, -8, 40)","[199.76420241889048, 0, 2625]"
"(-10, 60, -7, 40)","[199.9400195226665, 0, 2072]"
"(-20, 70, -6, 50)","[199.08291674445633, 0, 476]"
"(-20, 70, -5, 50)","[199.84502411329814, 0, 3033]"
"(-30, 70, -4, 60)","[199.83802380584717, 0, 2415]"
"(-30, 80, -3, 60)","[199.54243161549945, 0, 1085]"
"(-30, 80, -2, 60)","[199.93251187873818, 0, 2071]"
"(-40, 80, -1, 60)","[199.82547768581918, 0, 2475]"
"(-40, 80, 0, 60)","[199.82054942532025, 0, 3033]"
"(-41, 80, 1, 60)","[199.65589596282157, 0, 19]"
"(-45, 80, 2, 60)","[197.71782492859916, 0, 11]"
"(-49, 70, 3, 60)","[191.47271652848266, 0, 30]"
"(90, 50, 4, 0)","[199.911133212635, 0, 1937]"
"(80, 50, 5, 0)","[199.90264548492726, -716.7330176021284, 3802]"
"(80, 40, 6, 0)","[199.7506577726775, 0, 3510]"
"(70, 40, 7, 0)","[199.90154637851353, 0, 1263]"
"(70, 30, 8, 0)","[199.74061965312166, 0, 1660]"
"(70, 20, 9, 0)","[197.99393553218337, -721.1392793032413, 2828]"
"(60, 10, 10, 0)","[199.905142415097, -786.5412702404751, 27403]"
"(60, 0, 10, 0)","[199.9073762054197, -822.7232568243868, 22654]"
"(50, -10, 10, 0)","[-1023.5100534351176, 199.89971222611715, 25254]"
"(50, -20, 10, 0)","[-979.1427731210248, 197.10701503750275, 7527]"
"(40, -50, 10, 0)","[-1691.586801146911, -1669.5, 5]"
"(-10, 50, -9, -10)","[-993.3375700765716, -567.0692057577539, 54]"
"(-10, 60, -8, 0)","[199.5428117261547, -1425.2184620750252, 177]"
"(-10, 60, -7, 10)","[199.91931781333562, 0, 1400]"
"(-20, 70, -6, 10)","[199.48412289357316, 0, 244]"
"(-20, 70, -5, 20)","[199.95382863786273, 0, 2112]"
"(-30, 80, -4, 20)","[197.39225014104048, 0, 35]"
"(-30, 80, -3, 20)","[199.82501492321646, 0, 642]"
"(-30, 80, -2, 30)","[199.9099590785529, 0, 1398]"
"(-40, 80, -1, 30)","[199.95279694218834, 0, 1734]"
"(-40, 80, 0, 30)","[199.9505263596859, 0, 2112]"
"(-41, 80, 1, 30)","[199.57960487045733, 0, 18]"
"(-45, 80, 2, 20)","[199.884183610916, 0, 11]"
"(-49, 80, 3, 20)","[199.16670861675757, 0, 6]"
"(90, 20, 4, 0)","[199.95496733960437, 0, 1356]"
"(80, 10, 5, 0)","[199.90579050533074, 0, 2696]"
"(80, 10, 6, 0)","[199.93491183274625, 0, 3300]"
"(70, 0, 7, 0)","[199.9412964187869, 0, 1787]"
"(70, -10, 8, 0)","[199.91583324980215, 0, 1941]"
"(70, -20, 9, 0)","[199.86834413692165, 0, 1940]"
"(60, -30, 10, 0)","[-534.3118211942175, 198.72229869864913, 926]"
"(60, -40, 10, 0)","[-484.78264704485963, 120.04494392796501, 14]"
"(50, -60, 10, 0)","[-1434.5931372949349, -1557.6475622692737, 9]"
"(50, -70, 10, 0)","[-1485.1904132063619, -1632.4321304982554, 9]"
"(40, -80, 10, 0)","[-1591.838673785268, -2920.0182635345363, 6]"
"(90, 30, -7, 0)","[199.91120085355578, 0, 339]"
"(70, 50, -2, 0)","[6.078827080544681, -752.0609483678872, 11]"
"(60, 50, 1, 0)","[-400.89036967878843, -442.71771399803083, 10]"
"(40, 30, 6, 0)","[-595.8048086215651, -803.0947924005517, 2]"
"(30, 30, -9, 0)","[198.81927207277607, 0, 9575]"
"(30, 40, -8, 0)","[199.325009159204, 0, 99]"
"(30, 40, -7, 0)","[199.73311937098367, 0, 10655]"
"(20, 50, -6, 0)","[198.6705194584675, -888.3089634049293, 7596]"
"(10, 60, -4, 0)","[198.42402354964608, -1221.076800958228, 7359]"
"(10, 60, -3, 0)","[199.746181192944, -981.2075049926997, 5055]"
"(10, 60, -2, 0)","[199.82031699663693, -869.5525596377624, 10648]"
"(-10, 60, 1, -10)","[199.96534442063236, 0, 567]"
"(-10, 60, 2, -10)","[199.96399058291078, 0, 273]"
"(-10, 60, 3, -10)","[187.1655148813778, 0, 8]"
"(-20, 50, 4, -10)","[199.95360943078308, 0, 1057]"
"(-20, 50, 5, -20)","[186.57010370623297, 0, 9]"
"(-30, 40, 6, -30)","[199.9547699707885, 0, 531]"
"(-30, 40, 7, -30)","[-900.0, 191.61324359455054, 3]"
"(-30, 30, 8, -40)","[-900.0, 199.89185665209976, 7]"
"(-40, 20, 9, -50)","[-882.293652178272, 0, 2]"
"(40, -30, -8, 0)","[-3107.834146399767, -1586.8275345111415, 27]"
"(40, -10, -8, 0)","[-2454.893747973764, 198.65096735009686, 4105]"
"(50, -20, -9, 0)","[199.83537176471907, -793.1690950298797, 8184]"
"(-10, 50, 0, 50)","[199.55729987357694, 0, 248]"
"(-10, 50, 1, 50)","[199.10107809850606, 0, 643]"
"(-10, 40, 2, 50)","[199.71040866779353, 0, 47]"
"(-20, 40, 3, 40)","[199.68461706525383, 0, 162]"
"(-20, 40, 4, 40)","[199.55679304069773, 0, 1479]"
"(-30, 30, 5, 40)","[-889.4525223503783, 199.26183895206734, 11]"
"(-30, 30, 6, 30)","[-900.0, 199.38928591410135, 422]"
"(-30, 20, 7, 20)","[-900.0, 179.09083595125895, 2]"
"(-40, 10, 8, 10)","[177.58226850707862, 0, 1]"
"(70, -90, -8, 0)","[-730.8983622473646, -1354.782532692924, 39]"
"(40, -40, -7, 0)","[-1654.2251143911294, -4209.811275604077, 22]"
"(50, -40, -7, 0)","[-1435.6221754541034, -1691.329359668678, 28]"
"(40, -20, -5, 0)","[-1656.213719979805, -1594.572211382485, 24]"
"(-10, 50, 2, 10)","[199.8054026979137, 0, 1462]"
"(-10, 50, 3, 10)","[199.8800728290325, 0, 1633]"
"(-20, 40, 5, 0)","[199.95068733691284, 0, 2297]"
"(-30, 40, -9, 10)","[199.87323365648916, 0, 1638]"
"(-30, 50, -8, 10)","[199.64584379177785, 0, 1743]"
"(-40, 60, -7, 20)","[199.9451321573594, 0, 1093]"
"(-40, 60, -6, 30)","[199.2227183225577, 0, 2388]"
"(-41, 70, -5, 30)","[193.66817994008088, 0, 12]"
"(-45, 70, -4, 40)","[184.66550895297982, 0, 9]"
"(-49, 70, -3, 40)","[136.34107335295317, 0, 6]"
"(90, 40, -2, 0)","[-7.959162466782567, 199.94236491401645, 1067]"
"(80, 40, -1, 0)","[-200.96139461031368, 199.9553085403246, 407]"
"(80, 40, 0, 0)","[199.32277710753544, 0, 467]"
"(70, 40, 2, 0)","[199.73005900011768, -826.2773991226595, 28]"
"(70, 40, 3, 0)","[199.7257762254225, 0, 368]"
"(60, 30, 4, 0)","[-2.078173800048341, -837.0127174185642, 3]"
"(60, 30, 5, 0)","[199.88421992736133, 0, 375]"
"(50, 10, 7, 0)","[-535.1259191056885, 0, 36]"
"(50, 10, 8, 0)","[199.5173836698362, -727.7187212545133, 353]"
"(40, 0, 9, 0)","[199.90282326716385, 0, 56]"
