A,B 
"(50, 160, 7, 0)","[-7.442491927248454, -2359.2742823898375, 37]"
"(50, 150, 8, 0)","[199.94771587741735, -2116.975661871455, 55]"
"(-10, 70, -6, 10)","[199.972072283662, -1306.2503076980584, 2171]"
"(-20, 80, -4, 20)","[199.96876875933722, -900.0, 3218]"
"(-30, 90, -1, 30)","[199.97145501393425, 0, 908]"
"(-43, 80, 3, 20)","[199.95717490228083, 0, 1397]"
"(-47, 80, 4, 20)","[199.96279944974623, 0, 759]"
"(100, 80, 5, 0)","[199.9207309309017, 0, 4095]"
"(-47, 70, 5, 90)","[199.92377173523826, 0, 1447]"
"(-40, 60, -7, 110)","[199.92403203640265, -227.92470086225865, 598]"
"(-45, 70, -5, 120)","[199.45986273813403, 0, 17]"
"(90, 130, -3, 0)","[199.93362107383038, -940.4928213768577, 473]"
"(80, 130, -2, 0)","[199.9691967831372, -1762.7981869940825, 501]"
"(80, 130, -1, 0)","[198.0607340010643, -1749.86168687934, 725]"
"(70, 130, 1, 0)","[199.9513590331017, -1609.5845394132868, 417]"
"(60, 120, 4, 0)","[196.89099571358554, -2184.771816136715, 720]"
"(50, 110, 6, 0)","[199.93865981306118, 0, 414]"
"(-47, 50, 5, 100)","[199.96044942669027, 0, 611]"
"(40, 130, -1, 0)","[-1751.1663563327697, -1856.0237284028499, 10]"
"(-45, 70, 6, 50)","[199.82699051483732, 0, 8]"
"(-47, 70, 5, 110)","[199.85968921020867, 0, 1227]"
"(-20, 50, -8, 110)","[199.8062382631543, 0, 277]"
"(-30, 60, -6, 120)","[199.68422456078866, 0, 323]"
"(-40, 70, -3, 130)","[199.90407708895435, 0, 150]"
"(-47, 80, -1, 140)","[199.77727934026126, 0, 260]"
"(90, 130, 2, 0)","[199.50556443300806, 0, 189]"
"(80, 130, 3, 0)","[199.43278950042307, -1811.414797766341, 810]"
"(60, 100, 8, 0)","[199.7142911569477, 0, 807]"
"(60, 90, 9, 0)","[199.8102250994441, 0, 1157]"
"(-10, 80, 1, 40)","[199.8873927562287, 0, 1229]"
"(-10, 70, 2, 40)","[199.83831389476273, 0, 2082]"
"(-20, 70, 3, 40)","[197.4154576716128, 0, 2009]"
"(-20, 60, 5, 30)","[199.8293597087382, 0, 3915]"
"(-30, 60, 6, 20)","[199.96325528695078, 0, 1229]"
"(-30, 50, 7, 20)","[199.95465969061195, 0, 1788]"
"(-40, 40, 8, 10)","[195.0010648125547, 0, 1968]"
"(-40, 30, 9, 0)","[-714.9146893008597, 199.96979219734726, 3082]"
"(-43, 30, -9, 0)","[62.35807352572109, 0, 1]"
"(-47, 40, -8, 10)","[62.407103538855075, 0, 1]"
"(90, 10, -7, 0)","[199.99143353049664, 0, 617]"
"(80, 20, -6, 0)","[199.99127004655105, 0, 590]"
"(80, 20, -5, 0)","[199.94968978692393, 0, 1109]"
"(70, 30, -3, 0)","[-238.39637037345418, 199.9286206285875, 209]"
"(70, 30, -2, 0)","[199.96202075451475, -722.2089969917434, 509]"
"(60, 30, -1, 0)","[199.96413506711124, -729.6923365677198, 175]"
"(60, 30, 0, 0)","[199.96341592813664, -779.1037619913703, 182]"
"(50, 30, 2, 0)","[-545.5247214038883, -730.608146667419, 70]"
"(50, 30, 3, 0)","[182.39298699335464, 0, 16]"
"(40, 20, 4, 0)","[-898.3305, 199.95811842792963, 131]"
"(40, 20, 5, 0)","[-881.9860840928797, 197.84267752236397, 13]"
"(30, 10, 7, 0)","[-900.0, 198.80143239342777, 28]"
"(30, 0, 8, 0)","[-882.0512751219295, -773.6591537584321, 3]"
"(-10, 80, -5, 0)","[199.9591416460512, -900.0, 591]"
"(-10, 90, -3, 10)","[199.9218416427359, -900.0, 114]"
"(-20, 90, -2, 10)","[199.98200700645566, 0, 585]"
"(-30, 90, 0, 10)","[199.97629269236, 0, 589]"
"(-30, 90, 2, 10)","[199.95891514209976, 0, 112]"
"(-45, 70, 6, -10)","[194.12024307291, 0, 5]"
"(-41, 60, 4, 150)","[182.40824340845887, -889.8660000000001, 10]"
"(-45, 60, 5, 140)","[166.526527268863, 0, 5]"
"(-49, 50, 6, 140)","[186.11635833690661, -668.4048048497004, 5]"
"(90, 140, -9, 0)","[-1252.5465523883263, -1818.7453076602526, 32]"
"(80, 160, -7, 0)","[-853.9649870836645, -1918.4798950846664, 43]"
"(80, 160, -6, 0)","[-871.2961108335667, -1647.0862990716248, 46]"
"(70, 170, -5, 0)","[-983.3670363626175, -1902.8949590304, 33]"
"(70, 170, -4, 0)","[-1001.9559086362949, -1869.6635393564584, 28]"
"(60, 170, -3, 0)","[-1392.92316504672, -2044.6104353516812, 25]"
"(60, 180, -2, 0)","[-1536.200434675389, -2214.9743654467743, 203]"
"(60, 180, -1, 0)","[-1039.9678239763982, -2358.1063099022454, 217]"
"(50, 180, 0, 0)","[-1811.074338606257, -2441.7722019783396, 134]"
"(50, 180, 1, 0)","[-1975.685237955994, -2919.26542620533, 156]"
"(40, 170, 2, 0)","[-2115.257543641859, -2272.430899486193, 17]"
"(40, 170, 3, 0)","[-1525.9273946969574, -2311.1941454252815, 23]"
"(40, 170, 4, 0)","[-1663.7643831244081, -2244.5394275991343, 25]"
"(30, 160, 5, 0)","[-1852.8938977878547, -1818.5002485429086, 15]"
"(30, 160, 6, 0)","[-2618.0740810973984, -1768.720923087098, 9]"
"(20, 150, 7, 0)","[178.9858723841122, 0, 1]"
"(-43, 60, 5, 180)","[22.8700885990738, 0, 8]"
"(80, 160, 8, 0)","[199.73101239292217, -619.2339004613125, 3946]"
"(70, 150, -9, 0)","[-1057.8915766935284, -2266.0004232518004, 19]"
"(50, 180, -4, 0)","[-1391.090891289754, -2854.4894204705583, 85]"
"(-41, 80, 2, 90)","[199.9388839255413, 0, 22]"
"(-49, 70, 4, 90)","[199.97877300504047, 0, 19]"
"(-49, 60, 6, 110)","[199.49181586402221, 0, 14]"
"(-41, 40, 7, 80)","[181.59532062980531, 0, 3]"
"(-45, 80, 3, 70)","[199.93152195013988, 0, 7]"
"(-43, 70, 5, 50)","[199.96312378543593, 0, 1073]"
"(-10, 70, -3, 130)","[183.44638030417258, 0, 23]"
"(-30, 70, 2, 130)","[182.79423783108592, 0, 23]"
"(-10, 70, -7, 20)","[199.97706397291023, -1339.160930114124, 1406]"
"(-20, 80, -5, 30)","[199.97292230908184, -2548.9499023351514, 2542]"
"(-30, 90, -3, 40)","[199.9928562867452, 0, 478]"
"(-30, 90, -2, 40)","[199.96597328584002, 0, 1402]"
"(-40, 90, -1, 40)","[199.96286171203593, 0, 1549]"
"(-40, 90, 0, 40)","[199.96030595642247, 0, 2536]"
"(-40, 90, 1, 40)","[199.9585386611102, 0, 1486]"
"(-43, 90, 2, 40)","[199.99032789245416, 0, 235]"
"(-47, 80, 3, 40)","[199.95316117354042, 0, 1732]"
"(40, 110, -9, 0)","[-3226.041709267805, -2293.018284066922, 38]"
"(-10, 70, -6, 170)","[199.7182899906907, 0, 2256]"
"(-45, 70, 5, 170)","[168.79636793637428, 0, 2]"
"(-49, 70, 6, 170)","[161.92734111299237, 0, 3]"
"(-20, 70, 4, 50)","[196.40632080426684, 0, 2047]"
"(-20, 60, 6, 40)","[199.73780463755782, 0, 1006]"
"(-43, 60, -7, 40)","[199.59435889343064, 0, 242]"
"(-47, 60, -6, 40)","[199.85803493154927, 0, 404]"
"(-10, 70, 3, 70)","[199.64212547445118, 0, 2387]"
"(-20, 60, 4, 70)","[199.62949667205962, 0, 1603]"
"(-20, 60, 5, 60)","[199.65881779641256, 0, 3868]"
"(-20, 50, 6, 60)","[199.42689651178114, 0, 1507]"
"(-30, 50, 7, 50)","[199.56641930397367, 0, 1666]"
"(-30, 40, 8, 40)","[-898.1120047769501, 199.63234745625041, 2387]"
"(60, 60, -7, 0)","[199.94445072162907, 0, 3342]"
"(60, 70, -6, 0)","[199.94083656826658, 0, 2917]"
"(50, 70, -5, 0)","[199.9463778367569, -1287.3203829451343, 1869]"
"(40, 80, -3, 0)","[199.9427987402866, 0, 679]"
"(40, 80, -2, 0)","[199.91601844325245, 0, 3340]"
"(40, 80, -1, 0)","[199.9093527351675, 0, 3052]"
"(30, 80, 0, 0)","[199.922220270877, -1758.686110105331, 1865]"
"(30, 80, 1, 0)","[199.8908556589627, 0, 2503]"
"(20, 80, 2, 0)","[199.9022516693525, 0, 677]"
"(20, 70, 4, 0)","[199.858363807635, -1430.9678442157215, 3050]"
"(10, 60, 6, 0)","[199.8265193243733, -1276.2476568411287, 2501]"
"(0, 40, 9, 0)","[-899.1, 199.96416492107863, 2637]"
"(-10, 30, 10, 70)","[-900.0, 157.50166923308433, 3]"
"(-10, 20, 10, 60)","[-900.0, 0, 1]"
"(-20, 10, 10, 50)","[197.5219255047453, 0, 2]"
"(40, -60, -4, 0)","[-1409.3461734889681, 0, 1]"
"(-20, 70, -7, 70)","[199.8441643603913, 0, 885]"
"(-40, 90, -2, 90)","[199.72574750219323, 0, 885]"
"(-43, 90, 1, 90)","[199.94940056353687, 0, 673]"
"(-47, 80, 2, 80)","[199.94162813102764, -113.2695757931792, 1796]"
"(-41, 70, 5, -20)","[199.57283166964524, 0, 13]"
"(-45, 60, 6, -30)","[180.8885217089116, 0, 14]"
"(-30, 90, -3, 140)","[199.70925676945137, 0, 364]"
"(-43, 90, 2, 140)","[199.88630301569708, 0, 197]"
"(-47, 80, 3, 130)","[199.70968308564773, 0, 1548]"
"(20, 180, -6, 0)","[199.97090211510186, 0, 9]"
"(-41, 60, 4, 90)","[194.29701971064043, 0, 17]"
"(-43, 80, 2, 30)","[199.96251250205856, 0, 2017]"
"(-47, 80, 3, 30)","[199.96005396052672, 0, 1560]"
"(100, 80, 3, 0)","[199.93177719933342, 0, 1069]"
"(-10, 60, -8, 0)","[199.9786553654621, -883.64043, 1957]"
"(-47, 80, 2, 30)","[199.9859267408899, 0, 1464]"
"(90, 30, 3, 0)","[199.95594751732293, 0, 917]"
"(-20, 80, -4, 180)","[199.83247596401918, 0, 5232]"
"(-43, 80, 4, 180)","[199.7005991853207, 0, 72]"
"(-47, 70, 5, 180)","[199.72757048502524, 0, 932]"
"(90, 180, 8, 0)","[199.74111795434078, 0, 217]"
"(80, 170, 9, 0)","[199.88076112546446, 0, 752]"
"(80, 160, 10, 0)","[199.88071594562638, 0, 629]"
"(20, 170, -4, 0)","[197.07563548508057, 0, 2]"
"(-41, 50, 5, 30)","[179.1932724283185, 0, 2]"
"(-49, 40, 7, 10)","[186.97449082869537, 0, 3]"
"(-45, 70, 4, 20)","[199.96607682176096, 0, 29]"
"(-47, 60, 6, 30)","[199.96677874551682, 0, 367]"
"(-43, 60, 5, 80)","[186.62007988615855, 0, 12]"
"(-10, 50, -9, 90)","[199.7477092047279, 0, 1412]"
"(-20, 70, -6, 110)","[199.8561513498381, -2401.6312552397394, 3462]"
"(-30, 80, -4, 120)","[199.7395223779356, 0, 1412]"
"(-49, 80, 3, 120)","[199.91651777858073, 0, 10]"
"(50, 100, -9, 0)","[-2930.8969662996374, -2178.339156987018, 26]"
"(50, 110, -8, 0)","[-1348.5071958632338, -2237.706999027509, 19]"
"(-10, 30, 5, 90)","[124.24121239330181, 0, 2]"
"(-30, 40, -8, 100)","[141.2498782893768, 0, 2]"
"(-30, 50, -7, 110)","[199.84357743879676, 0, 146]"
"(-41, 70, -3, 130)","[171.09656135713323, 0, 3]"
"(-45, 70, -2, 130)","[181.55655135648672, 0, 4]"
"(90, 130, 1, 0)","[199.37100836718633, 0, 450]"
"(80, 130, 2, 0)","[199.84576492744756, 0, 1039]"
"(70, 110, 6, 0)","[199.26680663575615, 0, 449]"
"(-30, 60, 3, -10)","[196.9409618337003, 0, 9]"
"(-40, 50, 5, -20)","[191.5591406764775, 0, 4]"
"(-49, 30, 8, -40)","[152.470222617185, 0, 1]"
"(-10, 40, 4, 50)","[199.86474165725534, 0, 1244]"
"(-20, 40, -9, 60)","[199.7958181155333, 0, 890]"
"(-30, 60, -7, 70)","[199.8302749112616, 0, 588]"
"(-30, 60, -6, 80)","[193.92977550285647, 0, 17]"
"(-30, 70, -5, 80)","[199.85873623888045, 0, 317]"
"(-40, 70, -4, 90)","[199.81169990835002, 0, 890]"
"(-41, 80, -2, 90)","[199.4929423688481, 0, 7]"
"(-45, 80, -1, 90)","[199.58655866618008, 0, 9]"
"(-49, 80, 0, 90)","[199.7104096349945, 0, 9]"
"(90, 90, 1, 0)","[199.85802979250627, 0, 935]"
"(80, 90, 3, 0)","[199.83321455520732, -1699.093749997338, 1187]"
"(60, 60, 8, 0)","[199.95286126649995, -1086.415687553077, 1182]"
"(60, 50, 9, 0)","[199.50441336458348, -576.7510698472543, 1570]"
"(-10, 50, 3, 100)","[199.59639251208657, 0, 1092]"
"(-30, 60, -7, 110)","[199.71585455770204, 0, 600]"
"(-40, 70, -5, 120)","[198.9015981537063, 0, 1067]"
"(-43, 70, -3, 130)","[199.87840840827536, 0, 250]"
"(-47, 80, -2, 130)","[199.89473354090555, 0, 263]"
"(90, 130, -1, 0)","[199.88848387753433, 0, 705]"
"(80, 130, 0, 0)","[197.7371796133722, -1528.3740864630686, 967]"
"(70, 120, 4, 0)","[199.83283439799786, -1786.4427693217453, 846]"
"(-10, 60, 2, 130)","[199.6643609520879, 0, 45]"
"(-41, 50, -7, 130)","[150.24871834043282, 0, 7]"
"(-49, 70, -5, 140)","[41.831972274887576, 0, 6]"
"(-43, 70, 6, 10)","[199.97496619576833, 0, 131]"
"(-47, 60, 7, 0)","[199.97349217882999, 0, 200]"
"(-10, 70, -5, 110)","[199.88584738336954, 0, 2896]"
"(-20, 80, -1, 120)","[199.98915701362597, 0, 589]"
"(-30, 80, 0, 120)","[199.88416421406117, 0, 2896]"
"(-40, 70, 4, 110)","[199.98758139795783, -836.5948182453137, 589]"
"(-47, 50, 6, 100)","[190.70120310510148, 0, 9]"
"(100, 90, 7, 0)","[199.95789279749195, 0, 479]"
"(-10, 50, 5, 70)","[199.79627619492905, 0, 11]"
"(-10, 40, 6, 70)","[191.60757819799994, 0, 5]"
"(-20, 40, -9, 70)","[199.74192898771807, 0, 1196]"
"(-30, 60, -7, 80)","[199.9145107460928, 0, 752]"
"(-40, 70, -4, 100)","[199.69384330257833, 0, 1196]"
"(-41, 80, -2, 100)","[65.61984587234765, 0, 1]"
"(-45, 80, -1, 100)","[66.22204195596217, 0, 1]"
"(-49, 80, 0, 100)","[66.92636486077448, 0, 1]"
"(90, 100, 1, 0)","[199.45904911146823, -1641.2987813599404, 569]"
"(80, 100, 3, 0)","[199.4984092040331, -393.706043210554, 1465]"
"(70, 80, 6, 0)","[198.87564328501566, -1863.429832965303, 569]"
"(60, 70, 8, 0)","[199.6070900534879, -692.866978030075, 1460]"
"(20, 120, -8, 0)","[179.54799228350652, 0, 1]"
"(-20, 80, -2, 120)","[199.82951816625283, 0, 3313]"
"(-30, 80, 1, 120)","[199.98879899098463, 0, 744]"
"(-41, 70, 5, 100)","[199.71765019657553, -827.1996632756715, 16]"
"(-45, 60, 6, 100)","[189.97221734362992, 0, 9]"
"(-10, 60, -7, -70)","[199.26565228790042, 0, 151]"
"(-30, 80, -3, -50)","[199.74698219110925, 0, 121]"
"(-30, 80, -2, -50)","[199.81476756527127, 0, 151]"
"(-40, 80, 1, -50)","[199.8339010675632, 0, 174]"
"(-41, 80, 2, -50)","[65.09426759569502, 0, 1]"
"(90, -70, 6, 0)","[199.94162324513206, 0, 90]"
"(60, -110, -7, 0)","[-914.8738381348949, -1018.7052762972091, 4]"
"(50, -100, -5, 0)","[-255.04774240167868, -1319.5927801736223, 3]"
"(40, -90, -2, 0)","[-450.2677114833605, -2503.9646975221426, 2]"
"(-49, 50, 7, 90)","[187.8023173955171, 0, 5]"
"(-43, 80, 1, 80)","[199.92470240756083, 0, 1433]"
"(-43, 80, 4, 110)","[199.98213766155985, 0, 109]"
"(-47, 70, 5, 100)","[199.94458814489928, 0, 1384]"
"(-41, 60, 6, 10)","[155.87361630719522, 0, 8]"
"(-10, 70, -7, 70)","[199.96344075090906, 0, 2184]"
"(-10, 80, -5, 80)","[199.95923030029667, 0, 1135]"
"(-30, 90, -2, 90)","[199.9504706465359, 0, 2183]"
"(-30, 90, -1, 90)","[199.948361636789, 0, 1967]"
"(-30, 90, 0, 90)","[199.9415151467907, 0, 1135]"
"(-40, 90, 1, 90)","[199.94240970737, 0, 2318]"
"(-45, 80, 4, 80)","[199.88466889201402, 0, 13]"
"(80, 80, -8, 0)","[199.96171887330192, -557.8078834983027, 2472]"
"(80, 90, -7, 0)","[199.98225222705076, -700.653138190055, 2295]"
"(70, 100, -5, 0)","[199.98808845896687, 0, 2313]"
"(60, 110, -2, 0)","[199.9745771859339, -2124.878320603588, 2292]"
"(50, 110, -1, 0)","[199.98367020817625, 0, 1211]"
"(50, 110, 0, 0)","[199.98226621264445, -2375.143150669221, 2311]"
"(40, 110, 2, 0)","[199.96463291048764, -2254.2361717937224, 2296]"
"(40, 100, 3, 0)","[199.7208878041971, 0, 2622]"
"(30, 100, 4, 0)","[199.97406015616139, 0, 1209]"
"(30, 100, 5, 0)","[199.95926339282178, -2273.130104266333, 2377]"
"(20, 90, 6, 0)","[199.96894704228768, 0, 1146]"
"(20, 80, 7, 0)","[199.94271778781828, -1593.9777125628455, 2463]"
"(20, 70, 8, 0)","[199.90258771050995, 0, 2622]"
"(10, 70, 9, 0)","[199.96690727761109, 0, 1256]"
"(-43, 80, 2, 70)","[199.97070556727402, 0, 3123]"
"(-47, 70, 3, 70)","[199.96080302161178, 0, 2601]"
"(-43, 80, 3, 100)","[199.93495899540338, 0, 3138]"
"(-47, 80, 4, 100)","[199.91081365275215, 0, 1646]"
"(40, 120, -8, 0)","[-1484.0621068581786, -2672.6441805568697, 19]"
"(30, 130, -6, 0)","[-5.497588406183581, -1911.0869300541517, 8]"
"(-10, 30, 4, 110)","[115.34772384446728, 0, 3]"
"(-20, 20, 6, 100)","[-900.0, 0, 1]"
"(-20, 20, 7, 100)","[-882.046705548266, 0, 2]"
"(-43, 70, 4, 60)","[199.9662012665521, 0, 2620]"
"(-47, 60, 5, 60)","[199.96781375610516, 0, 1641]"
"(100, 50, 6, 0)","[199.97103864269488, 0, 1484]"
"(-10, 90, -3, 20)","[199.98451031005354, 0, 136]"
"(-20, 90, -2, 20)","[199.98354914609013, 0, 670]"
"(-30, 90, 1, 20)","[199.97994347561308, 0, 601]"
"(-30, 90, 2, 20)","[199.98512765258758, 0, 136]"
"(-45, 70, 6, 0)","[199.3609248276842, 0, 7]"
"(-41, 70, 4, 120)","[199.49376621276963, 0, 12]"
"(-45, 60, 5, 120)","[130.09887754350066, 0, 4]"
"(-20, 70, 2, 40)","[199.50672404546634, 0, 859]"
"(-30, 60, 5, 30)","[196.5266483315715, 0, 979]"
"(-45, 30, 9, 0)","[146.8640825601285, 0, 2]"
"(-49, 20, 10, -10)","[199.24604930140674, 0, 8]"
"(-43, 70, 5, 110)","[199.59847100559142, 0, 861]"
"(-47, 60, 6, 100)","[199.98673937736135, 0, 290]"
"(-40, 40, -9, 0)","[199.9701517959025, 0, 4028]"
"(100, 20, -5, 0)","[199.95998903024406, 0, 398]"
"(90, 30, -4, 0)","[199.95812164595986, 0, 2807]"
"(90, 30, -3, 0)","[199.95828691642822, 0, 2733]"
"(70, 30, 2, 0)","[199.94700684141517, -812.0453929161986, 1495]"
"(60, 20, 5, 0)","[199.90929788635933, -787.6891470342315, 1990]"
"(-10, 30, 6, -20)","[86.01214647647446, 0, 1]"
"(-20, 40, -8, -10)","[82.66454167921593, 0, 1]"
"(-40, 70, -3, 10)","[199.97829481390664, 0, 199]"
"(-43, 70, -2, 20)","[196.42810087537197, 0, 3]"
"(-47, 70, -1, 20)","[198.66196311259034, 0, 3]"
"(80, 10, 3, 0)","[199.9235040158875, 0, 2997]"
"(60, -20, 8, 0)","[-235.22657230540497, 199.86345135477958, 2652]"
"(-40, 30, 7, 70)","[199.8891783115186, 0, 58]"
"(-40, 30, -9, 70)","[199.92868729951684, 0, 75]"
"(-43, 40, -8, 80)","[199.8568047338107, 0, 128]"
"(-47, 50, -7, 90)","[199.83744473108072, 0, 247]"
"(100, 90, -6, 0)","[199.35213939578125, 0, 318]"
"(90, 100, -5, 0)","[199.95615641613057, 0, 629]"
"(40, 80, 7, 0)","[199.91850105214223, -2284.1807746649743, 1535]"
"(-20, 70, 1, 80)","[199.51533688493294, 0, 26]"
"(-40, 50, 6, 60)","[199.7004721819769, 0, 26]"
"(-43, 40, 7, 60)","[181.44081194324346, 0, 3]"
"(-47, 30, 8, 50)","[167.56626355263828, 0, 1]"
"(-43, 60, -6, 90)","[199.5030819103078, 0, 797]"
"(100, 100, -4, 0)","[199.5281995826413, 0, 878]"
"(-40, 30, 7, 60)","[-900.0, 199.91883759877558, 92]"
"(-40, 20, 8, 50)","[-900.0, 0, 1]"
"(-41, 10, 9, 40)","[179.36228925681138, 0, 1]"
"(60, -40, 1, 0)","[-803.7920051251381, 199.9781577659334, 146]"
"(40, -60, 5, 0)","[-863.337188014968, -2887.6132564629447, 6]"
"(40, -60, 6, 0)","[-1551.109200438396, -4370.233990924525, 4]"
"(-20, 40, 4, 120)","[199.50342717575563, 0, 49]"
"(-40, 40, -8, 120)","[198.62974227457477, -350.4375589640268, 28]"
"(-20, 70, 2, 20)","[199.96059837131463, 0, 812]"
"(-40, 90, -1, 60)","[199.97709406134018, 0, 1749]"
"(-43, 70, 4, 130)","[199.93252786600044, 0, 2513]"
"(-30, 30, -9, 40)","[198.20150370080094, 0, 11]"
"(-40, 40, -8, 50)","[197.936928476984, 0, 21]"
"(-40, 50, -6, 60)","[197.2539319620808, 0, 7]"
"(-43, 60, -5, 70)","[199.10488528012607, 0, 298]"
"(-47, 60, -4, 70)","[196.6499389367122, 0, 8]"
"(100, 80, -3, 0)","[199.68327758452327, 0, 1073]"
"(20, 140, -8, 0)","[179.39778603106146, 0, 1]"
"(-45, 60, 4, 80)","[199.97956719049466, 0, 37]"
"(50, 110, -9, 0)","[-1408.0907571323323, -2379.3434993845726, 18]"
"(-10, 70, 0, 120)","[199.76727388129814, 0, 56]"
"(-20, 70, 2, 110)","[199.7966913218237, 0, 131]"
"(-30, 70, 3, 110)","[158.69097179469364, 0, 14]"
"(-30, 60, 5, 100)","[199.8360868229173, 0, 129]"
"(-40, 50, 7, 90)","[199.86656836794856, 0, 110]"
"(-41, 40, 8, 80)","[138.04835175539097, 0, 1]"
"(-45, 30, 9, 70)","[150.93374474314734, 0, 1]"
"(-49, 20, 10, 60)","[196.58791191517338, 0, 2]"
"(-47, 50, 6, 70)","[-165.0052673158329, 9.920520390343436, 12]"
"(60, 100, -3, 0)","[199.7607595431403, 0, 3005]"
"(40, 100, 2, 0)","[199.69611741158346, 0, 3004]"
"(-20, 90, -3, 80)","[199.9549574247174, -900.0, 1136]"
"(-40, 90, 1, 80)","[199.9717606993919, 0, 2160]"
"(-40, 90, 2, 80)","[199.9382866634296, 0, 1133]"
"(-43, 80, 3, 80)","[199.9312507728045, 0, 3281]"
"(-47, 80, 4, 80)","[199.92288045037876, 0, 1756]"
"(40, 120, -7, 0)","[-1574.293745407157, -2389.6654230224626, 14]"
"(30, 140, -5, 0)","[-2673.129490966196, -1769.5894188882341, 8]"
"(20, 140, -4, 0)","[179.30764460452866, 0, 1]"
"(70, 120, -8, 0)","[-943.4920276320953, -1460.98544691596, 31]"
"(-40, 30, 7, 20)","[-900.0, 199.08250190232775, 133]"
"(-40, 10, 9, 0)","[178.9561407369565, 0, 1]"
"(-10, 80, -4, 140)","[199.85069885772995, -1755.283060688849, 1201]"
"(-41, 70, 4, 140)","[199.52164320814046, 0, 13]"
"(-45, 70, 5, 140)","[195.44755848380467, 0, 9]"
"(-49, 60, 6, 130)","[199.91114783854118, 0, 14]"
"(-10, 90, -3, 70)","[199.98885099635615, 0, 158]"
"(-30, 90, 2, 70)","[199.98861511869012, 0, 158]"
"(-20, 60, -5, 150)","[199.73425124688458, 0, 1513]"
"(-40, 70, 0, 160)","[199.75487579655905, 0, 1513]"
"(-49, 60, 4, 150)","[199.876476191724, -261.3490272948603, 23]"
"(60, 150, -9, 0)","[-1160.2762106870603, -1892.7243518105806, 29]"
"(50, 160, -8, 0)","[-1431.0039101360614, -2132.20038210945, 19]"
"(50, 170, -7, 0)","[-1538.8404412235516, -1786.04034770221, 16]"
"(40, 180, -5, 0)","[-1506.3793232160867, -2556.5529290304535, 97]"
"(40, 180, -4, 0)","[-1576.9319803562464, -2330.8078947160216, 97]"
"(-20, 50, 2, -10)","[199.7911626913268, 0, 60]"
"(-40, 40, -9, -30)","[199.95124166827057, 0, 387]"
"(-45, 50, -7, -10)","[195.78912141239653, 0, 4]"
"(-49, 60, -6, -10)","[183.63688082753185, 0, 2]"
"(60, 10, 2, 0)","[199.92155923877164, 0, 3298]"
"(40, -40, 9, 0)","[-1688.3399584911117, -2345.4404423031788, 3]"
"(-10, 50, -8, -60)","[199.9157581102323, 0, 321]"
"(-20, 80, -4, -40)","[199.94694697885467, 0, 342]"
"(-40, 80, -1, -30)","[199.94382972435312, 0, 418]"
"(-43, 80, 2, -40)","[199.9608412774404, 0, 141]"
"(-47, 80, 3, -40)","[199.95872112905522, 0, 107]"
"(90, -40, 4, 0)","[196.18045830121875, 0, 320]"
"(80, -50, 5, 0)","[198.750486172943, 0, 346]"
"(70, -70, 8, 0)","[-360.75625435101307, -435.9387872154028, 7]"
"(40, -140, 10, 0)","[-1505.4202131513741, -1558.8563221028212, 9]"
"(40, -140, -9, 0)","[-1361.4552693499809, -2312.266156067399, 4]"
"(20, -110, -9, 0)","[199.3675070594123, 0, 3]"
"(70, 170, -8, 0)","[-975.0682195362326, -1741.651326341848, 27]"
"(50, 180, -8, 0)","[-1413.2592104093867, -2304.5072140002217, 67]"
"(30, 240, -9, 0)","[-1997.9029545944663, -818.6773869485403, 135]"
"(-30, 60, -3, 30)","[198.1271418875158, 0, 7]"
"(-41, 60, 2, 30)","[196.04093191789565, 0, 7]"
"(-41, 80, 1, 100)","[199.8281501794666, -892.3050000000001, 36]"
"(-45, 80, 2, 100)","[199.86051724543393, -217.14833392584057, 24]"
"(-49, 70, 3, 100)","[199.96079634741744, 0, 32]"
"(-43, 50, -7, 50)","[196.9015540514816, 0, 92]"
"(-10, 90, 3, 180)","[79.50845229736319, 0, 1]"
"(-20, 80, 5, 170)","[81.50164108832622, 0, 1]"
"(-30, 60, 8, 150)","[86.48452318864341, 0, 1]"
"(-40, 40, 10, 130)","[94.41540739187224, 0, 1]"
"(-43, 40, -8, 130)","[109.77375730630915, -900.0, 15]"
"(-47, 50, -7, 140)","[139.76374929310768, -1455.308781280967, 12]"
"(100, 150, -6, 0)","[156.91949857941734, -1500.3929126693217, 12]"
"(90, 150, -5, 0)","[183.31533800751606, -1899.9964724066542, 39]"
"(40, 130, 7, 0)","[199.94545959785376, -2385.7468073891887, 65]"
"(-20, 80, -3, -10)","[199.95660831707812, 0, 1290]"
"(-40, 80, 2, -10)","[199.9704451540378, 0, 1290]"
"(-43, 80, 3, -10)","[199.96533210569385, 0, 653]"
"(-47, 70, 4, -10)","[199.97162260234205, 0, 845]"
"(-40, 70, -5, 100)","[199.52351079372795, 0, 1704]"
"(-43, 70, -4, 100)","[199.62424149838324, 0, 1016]"
"(70, 90, 5, 0)","[199.52844178000893, -1163.757209781356, 1175]"
"(50, 60, 9, 0)","[172.94366922173558, -537.7356777441612, 1840]"
"(-10, 80, 2, 120)","[198.71689298181283, 0, 67]"
"(-10, 70, 3, 110)","[199.83776584740156, 0, 800]"
"(-20, 70, 4, 110)","[199.60803322200104, 0, 328]"
"(-20, 60, 5, 110)","[199.8126561363922, -1280.2254673888303, 696]"
"(-20, 60, 6, 100)","[199.7903232863959, 0, 297]"
