A,B 
"(80, 10, 1, 0)","[199.96062120154275, 0, 2933]"
"(70, 0, 3, 0)","[199.9416811700263, 0, 1012]"
"(60, 0, 5, 0)","[199.956534341607, 0, 4044]"
"(60, -10, 6, 0)","[199.95688722368303, 0, 2933]"
"(50, -30, 8, 0)","[9.9, 0, 2]"
"(20, -30, -8, 0)","[199.6078488148961, 0, 6]"
"(-10, 70, -6, 40)","[199.9792855418119, -1036.7218172237287, 3806]"
"(-10, 80, -5, 50)","[199.9820940728256, -900.0, 1005]"
"(-20, 80, -4, 50)","[199.97539542581094, 0, 5211]"
"(-20, 80, -3, 60)","[199.97384673755633, 0, 5948]"
"(-30, 90, -1, 60)","[199.96986767660368, 0, 1488]"
"(-30, 90, 0, 60)","[199.97726004778042, 0, 1002]"
"(-40, 80, 2, 60)","[199.9617427141795, 0, 5948]"
"(-41, 80, 3, 50)","[199.62857197549124, 0, 20]"
"(-45, 80, 4, 50)","[199.83096947093452, 0, 11]"
"(-49, 70, 5, 40)","[199.66209272750217, 0, 26]"
"(-20, 40, 6, 40)","[199.8469030217241, 0, 1154]"
"(-40, 50, -7, 50)","[199.8981004143692, 0, 1187]"
"(-45, 60, -5, 60)","[188.22481112996184, 0, 2]"
"(-10, 60, 3, 60)","[199.65558663205024, 0, 315]"
"(-10, 60, 4, 50)","[199.6883733128245, 0, 727]"
"(-20, 50, 6, 40)","[199.5985951821985, 0, 1707]"
"(-20, 40, 7, 40)","[199.882071125443, 0, 494]"
"(-30, 30, 8, 30)","[-900.0, 199.1960709862365, 272]"
"(-30, 20, 9, 20)","[-900.0, 0, 1]"
"(-40, 10, 10, 10)","[197.3864791364333, 0, 2]"
"(40, -10, 0, 0)","[-760.5, -80.59155586128317, 2]"
"(-10, 70, -5, -20)","[199.98065224714517, 0, 452]"
"(-10, 70, -4, -20)","[190.4788345381743, 0, 39]"
"(-20, 80, -2, -10)","[199.9832633688148, 0, 649]"
"(-30, 80, 0, -10)","[199.98115677707673, 0, 452]"
"(-30, 80, 1, -10)","[199.92793965642917, 0, 268]"
"(-40, 70, 3, -20)","[199.9053382165862, 0, 208]"
"(-41, 70, 4, -20)","[198.34168788713185, 0, 16]"
"(-49, 60, 6, -30)","[199.90298860992692, 0, 15]"
"(-10, 70, -7, 150)","[199.8948646804012, 0, 913]"
"(-10, 70, -6, 160)","[199.06187853609447, 0, 2742]"
"(-10, 80, -5, 170)","[199.7943694729688, 0, 200]"
"(-20, 80, -4, 170)","[198.77091671064946, 0, 2857]"
"(-20, 90, -3, 170)","[199.8919068450588, 0, 494]"
"(-30, 90, -2, 170)","[199.87822252394872, 0, 912]"
"(-30, 90, -1, 180)","[199.36025189125294, 0, 2452]"
"(-30, 90, 0, 180)","[199.74180039676997, 0, 556]"
"(-40, 90, 1, 170)","[199.8799184354646, 0, 957]"
"(-40, 90, 2, 170)","[199.88769229733026, 0, 494]"
"(-41, 80, 3, 170)","[199.1746723232242, 0, 6]"
"(-45, 80, 4, 170)","[63.077074446894926, 0, 1]"
"(-49, 70, 5, 160)","[199.10564039776833, 0, 8]"
"(90, 150, 6, 0)","[199.81886070122886, 0, 5106]"
"(90, 150, 7, 0)","[199.64255410359826, 0, 3483]"
"(80, 140, 8, 0)","[186.7676280272342, -630.3709174549283, 7469]"
"(80, 130, 9, 0)","[199.81559128081744, -1498.0657524592502, 6241]"
"(70, 110, 10, 0)","[199.79575636824825, -859.8889652278275, 15289]"
"(60, 90, 10, 0)","[183.09619246306298, -867.2002282055729, 30999]"
"(40, 50, -9, 0)","[171.64788734951003, -1179.9739126653064, 154]"
"(40, 60, -8, 0)","[168.64347656032936, -1333.2671040121716, 162]"
"(30, 60, -7, 0)","[194.67382883057712, 0, 14662]"
"(30, 70, -6, 0)","[162.84137447630889, -2123.877525810431, 149]"
"(20, 80, -5, 0)","[179.37874659747436, -1738.8059647968732, 31]"
"(20, 80, -4, 0)","[152.61184039319357, -1354.906701077183, 147]"
"(20, 80, -3, 0)","[197.01049706289584, -1422.0001751699676, 3913]"
"(10, 80, -2, 0)","[196.51716940727985, 0, 14661]"
"(10, 90, -1, 0)","[130.33495940189746, 0, 126]"
"(0, 90, 0, 0)","[183.2232313435236, 0, 28]"
"(0, 80, 1, 0)","[199.87508473676064, -829.7669788299844, 14655]"
"(0, 80, 2, 0)","[199.85934916606854, 0, 3909]"
"(-10, 80, 3, 100)","[189.48796141769972, 0, 4]"
"(-10, 80, 4, 100)","[197.70856749399255, 0, 15]"
"(-20, 70, 5, 90)","[171.430035094094, 0, 3]"
"(-20, 60, 6, 90)","[199.77581095926132, 0, 448]"
"(-20, 60, 7, 80)","[198.5959802096998, 0, 13]"
"(-30, 50, 8, 70)","[196.7961480262734, 0, 4]"
"(-30, 40, 9, 60)","[199.28193619612452, 0, 14]"
"(-40, 30, 10, 50)","[-900.0, 194.72571162051145, 3]"
"(-40, 20, 10, 40)","[-900.0, 196.73846026254483, 8]"
"(-40, 10, 10, 30)","[199.1593605416733, 0, 3]"
"(-10, 70, 1, 100)","[199.9051879907865, 0, 610]"
"(-20, 70, 2, 100)","[199.44578129666726, 0, 273]"
"(-20, 60, 3, 100)","[199.44853661846486, 0, 121]"
"(-30, 50, 6, 80)","[199.902522484039, 0, 610]"
"(-40, 40, 7, 80)","[199.9214270563589, 0, 99]"
"(-40, 30, 8, 70)","[-900.0, 199.2260966039796, 98]"
"(-45, 10, 10, 50)","[178.92745105895892, 0, 1]"
"(-10, 70, -3, -20)","[181.1166775625917, 0, 26]"
"(-10, 70, -2, -20)","[174.50755433050398, 0, 10]"
"(-20, 70, 0, -20)","[171.9559120145629, 0, 10]"
"(-30, 70, 1, -20)","[189.76366649723914, 0, 25]"
"(-30, 70, 2, -20)","[173.9612524394403, 0, 26]"
"(-30, 60, 3, -30)","[156.87846329019015, 0, 6]"
"(-40, 50, 5, -40)","[124.3798292928368, 0, 5]"
"(-41, 50, 6, -40)","[143.9407524566528, 0, 6]"
"(-45, 40, 7, -50)","[138.84573234473322, 0, 4]"
"(-49, 30, 8, -60)","[67.10471086838236, 0, 1]"
"(90, -70, 9, 0)","[-168.76561455208346, 199.91194569999544, 148]"
"(-10, 40, 4, 80)","[199.55011792298856, 0, 938]"
"(-30, 30, -9, 70)","[130.95777151531976, 0, 4]"
"(-40, 50, -7, 80)","[199.67821630674692, 0, 1031]"
"(-40, 50, -6, 90)","[74.71538493942893, 0, 2]"
"(-41, 60, -5, 90)","[60.3087704618281, 0, 1]"
"(-45, 60, -4, 100)","[69.58781005321437, 0, 2]"
"(-49, 70, -3, 100)","[179.23485251468475, -539.1047954213476, 7]"
"(90, 100, -2, 0)","[199.58895562468072, -449.9729922535809, 2076]"
"(80, 100, -1, 0)","[199.44542474792152, -592.219048581222, 3282]"
"(80, 100, 0, 0)","[199.68892704689205, -1716.3207899381846, 3392]"
"(70, 100, 1, 0)","[199.43476581459157, 0, 2050]"
"(70, 100, 3, 0)","[189.1839197887687, -1869.0248472467788, 2364]"
"(60, 90, 4, 0)","[199.52609125275544, 0, 3276]"
"(60, 90, 5, 0)","[185.41423684641524, -1308.2835122281529, 3476]"
"(50, 80, 6, 0)","[199.50973058778447, -1806.5231655437788, 2049]"
"(50, 70, 8, 0)","[176.8276236993161, -1018.1211415934538, 2361]"
"(-40, 40, 7, 30)","[199.80804380287734, 0, 336]"
"(-41, 30, 9, 10)","[-900.0, 116.10102546377176, 2]"
"(-45, 20, 10, 0)","[-900.0, 93.93271405950279, 2]"
"(-49, 10, 10, -10)","[190.53766747228815, 0, 4]"
"(-10, 60, -5, 10)","[199.98995541097423, 0, 190]"
"(-20, 70, -2, 20)","[199.98950355350283, 0, 211]"
"(-30, 70, 0, 20)","[199.99012701312338, 0, 190]"
"(-45, 50, 6, 0)","[189.4468753812426, 0, 12]"
"(70, -20, -8, 0)","[199.9257039634347, 0, 4002]"
"(60, -10, -6, 0)","[-2.8308089126041214, 199.91568573562768, 2756]"
"(-10, 40, -9, -10)","[199.99251830594505, 0, 292]"
"(-10, 50, -8, 0)","[199.9703161025037, 0, 2170]"
"(-10, 50, -7, 10)","[199.9698181981056, 0, 716]"
"(-20, 60, -6, 10)","[199.96693962305162, 0, 1151]"
"(-20, 60, -5, 20)","[199.9723254565708, 0, 399]"
"(-30, 70, -4, 20)","[199.9902758949934, 0, 292]"
"(-30, 70, -2, 30)","[199.97294278878397, 0, 716]"
"(-40, 70, -1, 30)","[199.8476711480774, 0, 19]"
"(-40, 70, 0, 30)","[199.9680780257548, 0, 399]"
"(-41, 70, 1, 30)","[199.80811767666927, 0, 7]"
"(-49, 70, 3, 20)","[199.9060287595123, 0, 20]"
"(90, 20, 4, 0)","[199.95721669750762, 0, 2260]"
"(90, 10, 5, 0)","[199.92143670698886, 0, 3321]"
"(80, 10, 6, 0)","[199.95417637345372, 0, 4953]"
"(80, 0, 7, 0)","[199.90507339950685, 0, 5867]"
"(70, -20, 9, 0)","[199.94478808830263, 0, 3580]"
"(-10, 50, 2, 110)","[199.8834864501363, 0, 327]"
"(-10, 50, 3, 110)","[199.89265063755366, 0, 744]"
"(-20, 40, 4, 110)","[199.83844298728087, 0, 156]"
"(-20, 40, 5, 100)","[199.88938326557306, 0, 852]"
"(-30, 40, -9, 100)","[199.8872987741509, 0, 593]"
"(-30, 50, -8, 110)","[199.80269229570337, 0, 703]"
"(-40, 60, -7, 120)","[199.82362515737793, 0, 357]"
"(-40, 60, -6, 120)","[199.8717425329117, 0, 928]"
"(-40, 70, -5, 130)","[199.79156998268874, 0, 747]"
"(-43, 70, -4, 130)","[199.86431734834684, 0, 415]"
"(-47, 70, -3, 140)","[199.84379493362937, 0, 202]"
"(90, 140, -2, 0)","[199.85590159547448, -1034.1252088354704, 347]"
"(80, 140, -1, 0)","[199.9213530264583, -923.2030428912934, 545]"
"(80, 140, 0, 0)","[199.85258475479003, -1675.0726011698955, 687]"
"(80, 140, 1, 0)","[199.83599733869983, -1808.5278576218113, 736]"
"(70, 140, 2, 0)","[199.79630959674665, -1815.9259002707365, 379]"
"(70, 130, 3, 0)","[199.83868802973004, 0, 678]"
"(60, 130, 4, 0)","[199.93066220364798, 0, 537]"
"(60, 120, 5, 0)","[199.81180801930975, 0, 1045]"
"(60, 120, 6, 0)","[199.7897576807364, -732.3547557343472, 734]"
"(50, 110, 7, 0)","[199.97057179474695, -488.44443499910807, 567]"
"(50, 100, 8, 0)","[199.74559402300397, -1091.6587212879776, 677]"
"(40, 90, 9, 0)","[199.9766908492954, -900.0, 799]"
"(40, 80, 10, 0)","[199.92206542791328, -892.3050000000001, 7179]"
"(30, 60, 10, 0)","[199.95270640757715, -757.950385831875, 4455]"
"(20, 40, 10, 0)","[-891.3657444116544, 199.9416352138021, 7319]"
"(20, 30, 10, 0)","[-751.4827709927217, 199.9665554002853, 1281]"
"(-10, 60, -4, 110)","[188.77330087469255, 0, 26]"
"(-10, 70, -3, 120)","[190.6251010627348, 0, 20]"
"(-20, 70, -2, 120)","[199.90660932475095, 0, 820]"
"(-20, 70, -1, 120)","[189.70749217711324, 0, 26]"
"(-20, 70, 0, 120)","[139.28426179641414, 0, 22]"
"(-30, 70, 1, 120)","[191.7794663551475, 0, 38]"
"(-30, 70, 2, 120)","[191.0798744010951, 0, 20]"
"(-40, 60, 3, 110)","[199.9490263816265, 0, 669]"
"(-40, 60, 4, 110)","[192.74164698430127, 0, 25]"
"(-43, 50, 6, 100)","[189.4083130641791, 0, 10]"
"(-47, 40, 7, 90)","[197.58984066876133, 0, 9]"
"(100, 80, 8, 0)","[199.95088449235243, 0, 190]"
"(90, 70, 9, 0)","[199.95239901657789, 0, 712]"
"(-30, 40, 7, 20)","[199.21793951991515, 0, 870]"
"(-40, 40, -8, 30)","[199.8695993264338, 0, 9]"
"(-43, 50, -7, 40)","[198.03462766296056, 0, 92]"
"(-47, 60, -6, 50)","[199.65483581553772, 0, 346]"
"(90, 50, -5, 0)","[185.81209794462382, 0, 1632]"
"(80, 50, -4, 0)","[193.60579495045587, -756.8828111042159, 1258]"
"(60, 60, 1, 0)","[173.2727309363821, -847.1574225967945, 900]"
"(40, 40, 6, 0)","[148.84072387866655, -795.3109095138661, 882]"
"(-20, 50, 3, -10)","[199.9814718241402, 0, 111]"
"(-20, 50, 4, -10)","[199.8374860694026, 0, 779]"
"(-30, 50, 5, -20)","[199.59588800482254, 0, 36]"
"(-40, 30, 7, -30)","[-900.0, 199.98093287340512, 42]"
"(-40, 20, 8, -40)","[-900.0, 197.46358640487367, 15]"
"(-40, 20, 9, -50)","[197.5197378053214, 0, 2]"
"(-10, 40, 3, 150)","[96.33697497965004, 0, 5]"
"(-10, 40, 4, 140)","[144.90733610211225, 0, 21]"
"(-20, 40, 5, 140)","[162.95849487894333, -513.6458841233842, 22]"
"(-20, 30, 6, 130)","[-900.0, 171.5736070284633, 13]"
"(-30, 20, 7, 120)","[-900.0, 77.71513382544474, 2]"
"(-30, 10, 8, 120)","[178.49048333232068, 0, 1]"
"(-10, 40, -8, 30)","[199.98849388445777, 0, 24]"
"(-20, 60, -5, 50)","[199.98074027429314, 0, 1265]"
"(-30, 70, -3, 60)","[199.9739634941449, 0, 1097]"
"(-40, 70, 0, 60)","[199.97482222171305, 0, 1265]"
"(-41, 70, 2, 60)","[199.9812780046376, 0, 32]"
"(-45, 60, 3, 50)","[199.98719601616472, 0, 20]"
"(-49, 60, 4, 50)","[199.98779132352274, 0, 34]"
"(-10, 60, 3, 90)","[199.24486794187814, 0, 203]"
"(-10, 50, 4, 80)","[199.5142802335257, 0, 502]"
"(-20, 50, 5, 80)","[199.5482142379687, 0, 108]"
"(-20, 40, 6, 70)","[198.219128429208, 0, 767]"
"(-20, 40, 7, 70)","[198.9522224662704, 0, 304]"
"(-30, 30, 8, 60)","[-900.0, 198.80391756239044, 196]"
"(-30, 20, 9, 50)","[-900.0, 0, 1]"
"(-40, 10, 10, 40)","[178.30945176334043, 0, 1]"
"(-40, 60, 3, 90)","[199.9563128289015, 0, 650]"
"(-41, 50, 5, 80)","[111.02098080798423, 0, 1]"
"(90, 60, 8, 0)","[199.96348765258531, 0, 2749]"
"(-10, 60, -3, -40)","[117.79936485986634, 0, 2]"
"(-10, 70, -2, -40)","[180.66775353219145, 0, 8]"
"(-10, 70, -1, -40)","[193.11392683327614, 0, 8]"
"(-20, 70, 0, -40)","[179.9474064237166, 0, 8]"
"(-20, 70, 1, -40)","[198.94975075816947, 0, 7]"
"(-30, 60, 2, -40)","[113.03625109579126, 0, 2]"
"(-30, 60, 3, -50)","[161.26462581144673, 0, 7]"
"(-30, 60, 4, -50)","[192.2471504648995, 0, 8]"
"(-40, 50, 5, -60)","[54.297522442395646, 0, 3]"
"(-40, 50, 6, -60)","[199.2546981815678, 0, 7]"
"(-41, 40, 7, -70)","[36.078887509226206, 0, 1]"
"(-45, 30, 8, -80)","[31.67121346108328, 0, 1]"
"(-49, 20, 9, -90)","[26.516039135769915, 0, 1]"
"(20, -20, -7, 0)","[199.30465743583443, 0, 3]"
"(-10, 70, -2, 40)","[196.0123419291606, 0, 28]"
"(-10, 70, -1, 40)","[198.78080898494153, 0, 30]"
"(-20, 70, 0, 40)","[194.2768534866424, 0, 29]"
"(-20, 70, 1, 40)","[198.70736260426557, 0, 31]"
"(-30, 60, 3, 40)","[196.97606882115196, 0, 32]"
"(-30, 60, 4, 30)","[198.53486867151275, 0, 30]"
"(-40, 50, 5, 30)","[188.2022714435988, 0, 11]"
"(-40, 50, 6, 20)","[198.45238974559425, 0, 31]"
"(-41, 40, 7, 10)","[158.93079346030805, 0, 4]"
"(-45, 30, 8, 10)","[179.31288610305023, 0, 3]"
"(-49, 20, 9, 0)","[180.7598042759343, 0, 4]"
"(-30, 70, -3, 50)","[199.97811451663068, 0, 1023]"
"(-41, 70, 2, 50)","[199.9753171782102, 0, 20]"
"(-10, 50, 4, 130)","[199.73893522777578, 0, 55]"
"(-10, 40, 5, 130)","[169.84542430122997, 0, 4]"
"(-20, 40, 6, 120)","[199.76641510877897, 0, 45]"
"(-20, 30, 7, 110)","[-900.0, 199.8670867100871, 50]"
"(-20, 20, 8, 110)","[-900.0, 62.84177882628691, 3]"
"(-30, 10, 9, 100)","[178.95304967030052, 0, 1]"
"(-10, 70, -5, 80)","[199.97323867290547, 0, 3210]"
"(-20, 70, -3, 90)","[199.94806341342343, 0, 4668]"
"(-20, 80, -2, 90)","[199.9728298015357, 0, 3730]"
"(-30, 80, -1, 90)","[199.9717687776894, 0, 7925]"
"(-30, 80, 0, 90)","[199.97108509056756, 0, 3210]"
"(-30, 80, 1, 90)","[199.97285783762814, 0, 898]"
"(-40, 70, 2, 90)","[199.93804592669386, 0, 4668]"
"(-41, 70, 4, 80)","[199.8119930295138, 0, 16]"
"(-49, 60, 6, 70)","[199.7628357043834, 0, 18]"
"(-10, 60, -4, 30)","[188.99716300437447, 0, 17]"
"(-20, 70, -1, 40)","[185.22085142250094, 0, 34]"
"(-30, 70, 1, 40)","[175.46574330345075, 0, 37]"
"(-30, 60, 3, 30)","[187.8963740374162, 0, 15]"
"(-40, 60, 4, 30)","[190.09174299719368, 0, 34]"
"(-40, 50, 5, 20)","[187.48532680166906, 0, 11]"
"(-41, 50, 6, 20)","[190.83642312564245, 0, 10]"
"(-45, 40, 7, 10)","[183.17396562660687, 0, 10]"
"(-49, 30, 8, 0)","[184.7042228066884, 0, 5]"
"(90, -10, 9, 0)","[199.97102102408553, 0, 662]"
"(20, -10, -9, 0)","[199.8591431596602, 0, 19]"
"(-10, 60, -7, 60)","[199.97368339835901, 0, 8424]"
"(-10, 70, -6, 70)","[199.96277848971474, 0, 5140]"
"(-10, 80, -5, 70)","[199.97588593387655, 0, 1103]"
"(-20, 80, -4, 70)","[199.96906329741154, 0, 6211]"
"(-20, 80, -3, 80)","[199.9713909609873, 0, 7241]"
"(-30, 80, -2, 80)","[199.96425652470322, 0, 8424]"
"(-30, 90, -1, 80)","[199.9718901096603, 0, 1810]"
"(-30, 90, 0, 80)","[199.97148080457146, 0, 1102]"
"(-40, 80, 1, 80)","[199.954936539053, -900.0, 11194]"
"(-40, 80, 2, 80)","[199.95956516266807, 0, 7240]"
"(-41, 80, 3, 70)","[199.98806282545644, 0, 18]"
"(-45, 80, 4, 70)","[199.98972909369115, 0, 16]"
"(-49, 70, 5, 70)","[199.96709401346487, 0, 26]"
"(-10, 20, 3, -30)","[-900.0, 0, 1]"
"(-10, 20, 4, -30)","[-900.0, 0, 1]"
"(-10, 10, 5, -40)","[178.48285829333162, 0, 1]"
"(-10, 70, -3, 30)","[196.971823313684, 0, 41]"
"(-10, 70, -2, 30)","[199.51314484281278, 0, 36]"
"(-20, 70, 0, 30)","[199.64919332044954, 0, 37]"
"(-30, 70, 2, 30)","[198.48892760392116, 0, 41]"
"(-41, 50, 6, 10)","[187.96271030633304, 0, 17]"
"(-45, 40, 7, 0)","[187.9059470039021, 0, 11]"
"(-10, 50, -7, 0)","[199.98752270895912, 0, 434]"
"(-20, 70, -5, 10)","[199.94223852035915, 0, 3914]"
"(-20, 70, -4, 20)","[199.9622392622801, 0, 2997]"
"(-30, 70, -3, 20)","[199.99106846840726, 0, 505]"
"(-30, 70, -2, 20)","[199.98963255352717, 0, 434]"
"(-30, 80, -1, 20)","[199.94191136819967, 0, 2447]"
"(-40, 80, 0, 20)","[199.94810353757094, 0, 3914]"
"(-40, 70, 1, 20)","[199.98906498862317, 0, 596]"
"(-41, 70, 2, 20)","[198.3728508042511, 0, 10]"
"(-45, 70, 3, 20)","[199.98733398877903, 0, 25]"
"(-49, 70, 4, 10)","[199.9909883840674, 0, 18]"
"(90, 0, 6, 0)","[199.91369762880612, 0, 2850]"
"(-10, 50, -9, 110)","[199.80923104270582, -835.6603607069787, 1015]"
"(-10, 50, -8, 120)","[199.82159635813434, 0, 2848]"
"(-20, 60, -7, 130)","[199.66218754417594, 0, 786]"
"(-20, 70, -6, 130)","[199.84604573984694, 0, 2653]"
"(-20, 70, -5, 140)","[199.6582349906609, -900.0, 7237]"
"(-30, 80, -4, 140)","[199.81734581265388, 0, 1012]"
"(-30, 80, -3, 150)","[199.8302352521257, 0, 2936]"
"(-40, 80, -2, 150)","[199.57856088847515, 0, 786]"
"(-40, 80, -1, 150)","[199.81331186740977, 0, 3286]"
"(-40, 80, 0, 150)","[199.53229891412866, 0, 7235]"
"(-43, 80, 1, 150)","[199.53741097195604, 0, 782]"
"(-47, 80, 2, 150)","[199.53016471424246, 0, 909]"
"(90, 140, 3, 0)","[199.80716636554513, 0, 563]"
"(80, 140, 4, 0)","[199.2739344920395, -1059.1111141916058, 795]"
"(80, 130, 5, 0)","[199.8157361299338, -1802.7188535125442, 2406]"
"(70, 120, 7, 0)","[199.17137126949362, -1731.7035431197726, 626]"
"(60, 100, 9, 0)","[199.78459516708983, -854.8054681630749, 953]"
"(50, 70, 10, 0)","[182.5456574066235, -877.2184146767316, 20292]"
"(-20, 60, 3, 90)","[199.7816210047221, 0, 225]"
"(-20, 60, 4, 90)","[199.85595000237515, 0, 879]"
"(-40, 30, 8, 60)","[-900.0, 199.71902024493298, 159]"
"(-40, 20, 9, 50)","[-900.0, 0, 1]"
"(-43, 10, 10, 40)","[179.0042070945338, 0, 1]"
"(-10, 70, -3, 100)","[180.16065960157465, 0, 33]"
"(-20, 70, -1, 100)","[122.5925946861775, 0, 26]"
"(-20, 70, 0, 100)","[177.1897998885421, 0, 19]"
"(-30, 70, 2, 100)","[181.70697470429718, 0, 33]"
"(-30, 60, 3, 100)","[199.36377639100726, 0, 16]"
"(-40, 60, 4, 90)","[49.39421022381103, 0, 26]"
"(-40, 50, 5, 90)","[67.0429800816853, 0, 9]"
"(-41, 50, 6, 80)","[171.67114772046702, 0, 7]"
"(-49, 30, 8, 70)","[180.09645535959484, 0, 2]"
"(90, 60, 9, 0)","[199.94770441731578, 0, 766]"
"(-10, 60, -1, -30)","[71.2970612736068, 0, 1]"
"(-10, 50, 1, -30)","[198.5593873576651, 0, 50]"
"(-20, 50, 2, -30)","[198.32401942555938, 0, 50]"
"(-30, 50, 4, -40)","[71.15038197335063, 0, 1]"
"(-30, 30, 6, -50)","[-886.3981293116223, 197.09175262328424, 50]"
"(-40, 30, 7, -50)","[-827.2536770217325, 199.88074193448375, 24]"
"(-41, 30, -9, -50)","[78.82061361944149, 0, 1]"
"(-45, 40, -8, -50)","[81.6615363970076, 0, 1]"
"(-49, 40, -7, -40)","[84.98425309591532, 0, 1]"
"(90, -20, -9, 0)","[199.04053749534881, 0, 220]"
"(70, 10, -4, 0)","[198.77157317642872, 0, 173]"
"(-10, 40, 5, 60)","[177.15588269564785, 0, 6]"
"(-20, 40, 6, 50)","[198.93528952732873, 0, 1055]"
"(-20, 40, -9, 50)","[199.85002929326953, 0, 1264]"
"(-30, 50, -7, 70)","[199.82972471752777, 0, 686]"
"(-40, 60, -5, 80)","[199.83169857151537, 0, 969]"
"(-40, 70, -4, 80)","[199.7801927536259, 0, 1264]"
"(-43, 70, -3, 90)","[199.84069703229434, 0, 825]"
"(-47, 70, -2, 90)","[199.8411988222543, 0, 677]"
"(40, 40, -9, 0)","[196.06356163560912, 0, 34229]"
"(40, 50, -8, 0)","[195.42748115461688, 0, 13529]"
"(30, 60, -6, 0)","[193.79115163675846, 0, 19617]"
"(20, 70, -5, 0)","[192.86519236839712, 0, 27152]"
"(20, 70, -4, 0)","[197.41558089630584, 0, 34229]"
"(10, 80, -1, 0)","[195.94102884755364, 0, 9643]"
"(0, 80, 0, 0)","[195.26649389981716, -1538.2346193968406, 27150]"
"(-10, 70, 3, 20)","[199.99031736544745, 0, 2388]"
"(-10, 70, 4, 10)","[199.98982392677917, 0, 684]"
"(-20, 60, 5, 10)","[199.9788424163954, 0, 3864]"
"(-20, 60, 6, 0)","[199.99332969194973, 0, 982]"
"(-20, 50, 7, -10)","[199.98746996230045, 0, 952]"
"(-30, 40, 8, -10)","[-892.3031909957234, 199.98437553973613, 2276]"
"(-30, 30, 9, -20)","[-900.0, 83.39119438782765, 2]"
"(-40, 20, 10, -30)","[-900.0, 179.18688699760716, 5]"
"(-40, 10, 10, -40)","[178.27530810577255, 0, 1]"
"(-10, 50, -6, 70)","[199.9347180206032, 0, 1228]"
"(-49, 50, 5, 70)","[199.98466537552275, 0, 26]"
"(-10, 40, -8, 140)","[199.89952657004477, 0, 30]"
"(-10, 50, -7, 140)","[199.81430304564824, 0, 2067]"
"(-10, 50, -6, 150)","[199.81280218309908, 0, 1011]"
"(-20, 60, -5, 160)","[199.80630691591074, 0, 1426]"
"(-20, 60, -4, 160)","[199.80003981965888, 0, 1187]"
"(-30, 70, -3, 160)","[199.52483710847926, 0, 827]"
"(-30, 70, -2, 160)","[199.79406125083483, 0, 2067]"
"(-30, 70, -1, 170)","[199.7903773249107, 0, 1931]"
"(-40, 70, 0, 170)","[199.79611030317608, 0, 1426]"
"(-40, 70, 1, 160)","[199.7990382653106, -568.7376474675918, 2678]"
"(-41, 70, 2, 160)","[199.84192188140113, -889.4742312260513, 29]"
"(-45, 60, 3, 160)","[199.8417743567919, -900.0, 21]"
"(-49, 60, 4, 160)","[199.6362622251854, -112.7726422048569, 27]"
"(90, 150, 5, 0)","[199.71965256537476, -467.49273773160917, 4608]"
"(90, 140, 6, 0)","[198.4929023705439, -237.47069699301477, 5873]"
"(80, 140, 7, 0)","[188.64800979506478, -843.773184385044, 6710]"
"(80, 130, 8, 0)","[199.80214515512282, -846.4324334005246, 8904]"
"(80, 120, 9, 0)","[199.51193338909485, -854.7549016051656, 7306]"
"(40, 60, -9, 0)","[-31.300715095213576, -1346.5687702314708, 20]"
"(40, 70, -8, 0)","[-1184.1302269319706, -1399.065027818714, 11]"
"(40, 70, -7, 0)","[165.03671702428764, -1346.9410318059208, 113]"
"(30, 80, -6, 0)","[55.86550721625472, -1791.140814964145, 17]"
"(30, 90, -5, 0)","[-1502.3631063272326, -1690.1693304689952, 7]"
"(20, 90, -4, 0)","[21.86826991685492, -1669.1973553911598, 13]"
"(20, 90, -3, 0)","[133.57912667965988, -1659.81280488251, 68]"
"(20, 90, -2, 0)","[136.71084888082962, 0, 109]"
"(10, 100, -1, 0)","[185.0591822496734, 0, 2]"
"(10, 100, 0, 0)","[112.97087108525064, 0, 2]"
"(0, 90, 1, 0)","[107.35257132378413, 0, 106]"
"(0, 90, 2, 0)","[66.50548049518608, 0, 66]"
"(0, 90, 3, 0)","[54.9877845656531, 0, 11]"
"(-10, 90, 4, 80)","[41.33715120769514, 0, 1]"
"(-10, 80, 5, 70)","[37.82122948268437, 0, 1]"
"(-20, 70, 6, 70)","[199.5119055317728, 0, 7]"
"(-20, 70, 7, 60)","[28.899462374999995, 0, 1]"
"(-20, 60, 8, 50)","[23.274224999999994, 0, 1]"
"(-30, 50, 9, 40)","[16.694999999999997, 0, 1]"
"(-30, 40, 10, 30)","[9.0, 0, 1]"
"(-40, 30, 10, 20)","[-900.0, 74.37359383029163, 6]"
"(-40, 20, 10, 10)","[-746.9684393896553, 193.36326769368802, 5]"
"(-20, 70, -4, 30)","[199.97583091181235, 0, 4009]"
"(-30, 70, -3, 40)","[199.9921312228319, 0, 781]"
"(-40, 80, 1, 40)","[199.97306253334438, 0, 6434]"
"(-41, 70, 2, 40)","[199.93082074966813, 0, 14]"
"(-45, 70, 3, 30)","[199.9538834783065, 0, 13]"
"(-49, 70, 4, 30)","[199.94839950107377, 0, 7]"
"(90, 30, 5, 0)","[199.96945581041467, 0, 5067]"
"(90, 20, 6, 0)","[199.96579817662627, 0, 4604]"
"(80, 10, 7, 0)","[199.9622436033395, 0, 7238]"
"(80, 0, 8, 0)","[199.9596185993544, 0, 7545]"
"(-10, 60, -1, 90)","[199.69982359196734, 0, 15]"
