A,B 
"(-43, 40, 9, -70)","[167.50853212957054, 0, 2]"
"(-47, 30, 10, -80)","[176.05758473155245, 0, 2]"
"(80, -80, -8, 0)","[194.58516825574378, -154.17225732432456, 1401]"
"(-10, 30, 3, 120)","[199.5296353029613, 0, 81]"
"(-20, 40, -9, 130)","[199.38941320380553, 0, 1235]"
"(-20, 50, -8, 140)","[199.43820451081814, 0, 575]"
"(-30, 60, -6, 150)","[199.72010204526745, -24.710300125595676, 566]"
"(-30, 60, -5, 160)","[198.28357290500185, -897.8424482033361, 33]"
"(-40, 70, -4, 160)","[199.86314002059677, -892.2673958844415, 1214]"
"(-40, 70, -3, 160)","[197.72053272419123, -1020.0697942220719, 126]"
"(-43, 70, -1, 170)","[199.7093641353492, 0, 25]"
"(-47, 70, 0, 170)","[199.7069449337969, 0, 25]"
"(90, 160, 1, 0)","[199.70797279201628, -1469.4875855346318, 1188]"
"(80, 160, 2, 0)","[199.91600746359063, -1768.6075809361819, 2049]"
"(80, 160, 3, 0)","[199.9106635143624, -1626.9556327025093, 1067]"
"(70, 150, 5, 0)","[199.91919393468828, 0, 880]"
"(70, 140, 6, 0)","[199.49575903112202, 0, 1183]"
"(60, 140, 7, 0)","[199.90866664194522, 0, 1388]"
"(60, 130, 8, 0)","[199.90032252038262, 0, 1064]"
"(60, 120, 9, 0)","[199.93418466549642, -1919.3587716863194, 1975]"
"(-10, 70, -3, -10)","[199.82136049078727, 0, 1369]"
"(-10, 70, -2, -10)","[199.88354837088673, 0, 1340]"
"(-20, 80, -1, -10)","[199.8950936045061, 0, 1652]"
"(-20, 80, 0, -10)","[199.80734445048228, 0, 1514]"
"(-30, 70, 2, -10)","[199.77026850674235, 0, 1369]"
"(-30, 70, 3, -20)","[199.63576722916423, 0, 1915]"
"(-40, 70, 4, -20)","[199.90484648340401, 0, 1652]"
"(-43, 50, 7, -40)","[199.66831489529753, 0, 642]"
"(-47, 40, 8, -50)","[199.6800150105808, 0, 816]"
"(40, -20, -3, 0)","[-2270.561874089262, -2240.9329838823883, 4]"
"(-20, 30, 5, 10)","[-8.291391248844548, 199.9434021517973, 2142]"
"(-30, 30, -9, 20)","[194.35137798095386, 0, 5]"
"(-30, 40, -8, 20)","[199.94971298070206, 0, 73]"
"(-40, 60, -5, 40)","[199.9075800930176, 0, 1612]"
"(-41, 60, -4, 50)","[68.83824443854422, 0, 1]"
"(-45, 70, -3, 50)","[199.7020090874894, 0, 6]"
"(-49, 70, -2, 50)","[194.56704946388177, 0, 3]"
"(90, 50, -1, 0)","[199.8364724282825, 0, 5737]"
"(80, 50, 0, 0)","[199.8487747506307, -671.3764010569221, 9821]"
"(70, 40, 4, 0)","[199.39385898591982, -281.61818246948087, 668]"
"(50, 20, 7, 0)","[199.4777443671127, -742.3184090560725, 4574]"
"(-20, 20, 6, 0)","[-900.0, 196.64850335588196, 3]"
"(-30, 10, 7, 0)","[178.73346838683136, 0, 1]"
"(70, 60, -8, 0)","[199.95902078079268, 0, 10872]"
"(70, 80, -6, 0)","[199.96755237313644, 0, 7939]"
"(50, 90, -1, 0)","[199.95721959848726, 0, 11048]"
"(30, 80, 4, 0)","[199.95267062500233, 0, 11048]"
"(10, 60, 7, 0)","[199.89585445815902, 0, 10871]"
"(10, 50, 9, 0)","[199.94582815046058, 0, 7938]"
"(-10, 40, -9, 70)","[199.78153207939943, 0, 1921]"
"(-10, 40, -8, 80)","[199.69359948611745, 0, 219]"
"(-20, 60, -6, 90)","[199.7979243151484, 0, 5432]"
"(-20, 60, -5, 90)","[199.90221846640313, 0, 1972]"
"(-30, 70, -4, 100)","[199.69180767096358, 0, 1921]"
"(-30, 70, -3, 100)","[199.8836488311382, 0, 2254]"
"(-40, 70, -1, 100)","[199.86570129644883, 0, 773]"
"(-40, 70, 0, 100)","[199.85598213935734, 0, 1971]"
"(-41, 70, 1, 100)","[60.058413872431245, 0, 1]"
"(-45, 70, 2, 100)","[198.17397758033258, 0, 5]"
"(-49, 70, 3, 100)","[199.78454890547394, 0, 9]"
"(90, 90, 4, 0)","[199.9547494606158, -480.1553143552277, 8115]"
"(50, 120, -9, 0)","[-1397.3394035729154, -2131.4286355256954, 20]"
"(50, 130, -8, 0)","[-1467.9945636690722, -2266.3963983511044, 26]"
"(40, 140, -7, 0)","[-1651.8722785090772, -2630.559201784621, 27]"
"(40, 150, -5, 0)","[-1698.3650446385682, -2419.2435717888507, 30]"
"(30, 150, -4, 0)","[-2580.544999571644, -1785.1933402851062, 11]"
"(30, 160, -3, 0)","[-2492.275368506348, -1690.2671610483096, 5]"
"(20, 160, -2, 0)","[178.80201945110235, 0, 1]"
"(-20, 60, -5, 110)","[199.87418880917642, 0, 1652]"
"(-30, 70, -1, 120)","[199.85305733695049, 0, 3957]"
"(-40, 70, 0, 120)","[199.83501295984544, 0, 1652]"
"(-49, 60, 4, 110)","[199.6708440306664, 0, 6]"
"(60, 90, -7, 0)","[-1021.7889720177935, -2077.4008315419114, 31]"
"(40, 110, -2, 0)","[-1064.2370981016559, -2326.1929613566604, 14]"
"(30, 120, -9, 0)","[-2502.246554717626, 198.95793792887196, 45]"
"(30, 130, -8, 0)","[-3168.557333298153, -1768.7244758973422, 17]"
"(-49, 60, -4, 80)","[78.94342863894501, 0, 1]"
"(40, 90, -9, 0)","[-2538.8742004795763, -2543.9109057711307, 26]"
"(30, 100, -8, 0)","[-1800.7739267697784, -3272.8463038004193, 14]"
"(30, 100, -7, 0)","[-1786.9532976622334, -3257.3218821142946, 7]"
"(30, 110, -6, 0)","[-1748.5067199068815, -819.4021304786611, 11]"
"(-30, 50, -8, 120)","[199.83949495244332, 0, 1165]"
"(-45, 70, -4, 140)","[171.88492454240762, 0, 2]"
"(70, 90, -9, 0)","[-1370.0350160130708, -1447.9704296292239, 39]"
"(50, 120, -4, 0)","[-2253.9391216840927, -1700.2322804742241, 14]"
"(30, 150, -9, 0)","[-3167.6854276342874, -810.0180965167809, 169]"
"(-30, 30, -9, 100)","[199.83194388412065, 0, 37]"
"(-49, 60, -4, 130)","[117.77759726913321, 0, 1]"
"(-41, 60, 5, 70)","[199.9427724927456, 0, 47]"
"(-49, 50, 7, 60)","[199.93654035808922, 0, 71]"
"(-20, 70, -3, 50)","[199.98337363540384, 0, 11313]"
"(-40, 70, 2, 50)","[199.98032810755143, 0, 11313]"
"(-47, 60, 5, 40)","[199.96432178130414, 0, 6484]"
"(-10, 90, -3, 10)","[199.63073108613827, 0, 5]"
"(-10, 90, -2, 10)","[76.90967514100446, 0, 1]"
"(-20, 90, -1, 10)","[199.57904258075195, 0, 527]"
"(-20, 90, 0, 10)","[141.93309271979774, 0, 2]"
"(-20, 90, 1, 10)","[85.81309891283301, 0, 1]"
"(-30, 90, 2, 10)","[199.68693190095706, 0, 5]"
"(-40, 80, 4, 0)","[199.36400244434913, 0, 527]"
"(-40, 70, 5, 0)","[148.0300464623046, 0, 4]"
"(-40, 70, 6, -10)","[101.1127644311883, 0, 1]"
"(-43, 60, 7, -10)","[156.85731537583908, 0, 2]"
"(-47, 50, 8, -20)","[160.3320381699991, 0, 2]"
"(100, -30, 9, 0)","[199.85343489618344, 0, 662]"
"(-10, 70, -3, 180)","[199.86455590086356, -2343.4898313298168, 1604]"
"(-20, 70, -1, 180)","[199.24052536553535, -1503.942270581338, 2159]"
"(-20, 70, 0, 180)","[199.25903930337236, -1503.9923091131138, 509]"
"(-30, 70, 1, 180)","[199.16690739200172, 0, 3190]"
"(-30, 70, 2, 180)","[199.87282250080148, 0, 1601]"
"(-40, 60, 4, 180)","[198.89819263200755, 0, 1261]"
"(-40, 60, 5, 180)","[199.86932158837112, -1173.266230403075, 1811]"
"(-43, 50, 6, 170)","[197.47927057434921, 0, 115]"
"(-47, 40, 7, 170)","[197.89710488315194, 0, 14]"
"(30, 110, -5, 0)","[-1669.5, 89.91815350861675, 6]"
"(20, 120, -9, 0)","[199.8742479086195, 0, 7]"
"(50, -100, -8, 0)","[-995.1353347404593, -1748.5452956136294, 10]"
"(-20, 80, -4, 40)","[199.9803836091469, 0, 11675]"
"(-41, 80, 2, 40)","[199.94969066359175, 0, 37]"
"(-45, 80, 3, 40)","[199.93208632088724, 0, 31]"
"(-49, 70, 4, 30)","[199.96108399268215, 0, 52]"
"(-10, 70, -1, 120)","[199.9302248109535, 0, 262]"
"(-20, 60, 2, 120)","[199.44399301312978, 0, 42]"
"(-20, 60, 3, 120)","[197.72378965904448, 0, 86]"
"(-30, 60, 4, 110)","[199.93315822740675, 0, 262]"
"(-30, 50, 5, 110)","[191.50141701773524, 0, 5]"
"(-40, 40, 7, 90)","[199.83042364739387, 0, 295]"
"(-40, 30, 8, 90)","[-900.0, 198.60652405833304, 84]"
"(-41, 20, 9, 80)","[-900.0, 0, 1]"
"(-45, 10, 10, 70)","[197.3280928435753, 0, 2]"
"(-41, 80, 2, 30)","[199.78532145561852, 0, 49]"
"(-20, 20, 5, 0)","[-776.6272878605065, 199.89384327533813, 8]"
"(40, 100, -9, 0)","[-2064.514488139909, -3222.413344452478, 28]"
"(-10, 80, -4, 150)","[199.81565604097833, 0, 3297]"
"(-20, 90, -2, 150)","[199.92483239976116, -900.0, 3733]"
"(-30, 90, 1, 150)","[199.9269437189182, 0, 1842]"
"(-40, 80, 3, 150)","[199.80572666754136, -1669.5, 6776]"
"(-41, 80, 4, 140)","[199.7547392049159, 0, 22]"
"(-45, 70, 5, 140)","[199.73529152966898, -847.1012684234296, 22]"
"(-49, 70, 6, 130)","[199.92806612087372, -839.9923013931772, 17]"
"(-30, 20, 8, 10)","[178.79808264805746, 0, 1]"
"(-20, 70, -2, 80)","[199.97876800759798, 0, 6959]"
"(-20, 70, -1, 80)","[199.95499996446577, 0, 2455]"
"(-30, 70, 1, 80)","[199.97370848802706, 0, 2804]"
"(-40, 60, 4, 70)","[199.94530532070672, 0, 2455]"
"(-45, 50, 6, 60)","[199.94760422597355, 0, 19]"
"(-49, 40, 7, 50)","[199.93231148125344, 0, 6]"
"(-20, 80, -3, 20)","[199.9353269459383, 0, 8449]"
"(-40, 80, 2, 20)","[199.94324361973912, 0, 8449]"
"(-45, 70, 5, 10)","[199.92886980672426, 0, 40]"
"(80, 0, -8, 0)","[199.976291959082, 0, 8266]"
"(-10, 50, 6, 50)","[107.16748959023246, 0, 4]"
"(-10, 40, 7, 50)","[88.6141885031663, 0, 1]"
"(-40, 80, -3, 80)","[199.60734723266887, 0, 1330]"
"(-43, 80, -2, 80)","[-14.949401029395702, 199.92702222341677, 1340]"
"(-47, 80, -1, 80)","[199.55293341698675, -64.20796831023257, 220]"
"(-10, 50, 3, 110)","[199.86797129204143, 0, 1754]"
"(-20, 40, 5, 100)","[199.8823930487333, 0, 1927]"
"(-30, 30, -9, 90)","[199.81671286399722, 0, 400]"
"(-43, 60, -5, 120)","[199.811510133421, 0, 468]"
"(-47, 60, -4, 120)","[199.8533908524807, 0, 390]"
"(100, 130, -3, 0)","[199.90476480525885, 0, 538]"
"(90, 130, -1, 0)","[199.93708011098894, -1639.3419340564565, 2541]"
"(50, 80, 9, 0)","[199.948140631591, -2249.347582601243, 3682]"
"(-10, 90, 0, 140)","[133.73060921790463, 0, 3]"
"(-10, 90, 1, 140)","[133.93776914952753, 0, 3]"
"(-20, 90, 2, 140)","[134.45840018700827, 0, 2]"
"(-20, 80, 3, 130)","[89.98914318160998, 0, 2]"
"(-20, 80, 4, 130)","[149.5379794294412, 0, 3]"
"(-30, 70, 5, 120)","[83.496795253142, 0, 3]"
"(-30, 70, 6, 120)","[152.46916064729254, 0, 3]"
"(-40, 60, 7, 110)","[71.23234516401146, 0, 2]"
"(-40, 50, 8, 100)","[59.791638852873575, 0, 2]"
"(-40, 40, 9, 90)","[-887.0852652853123, 45.43805926528141, 3]"
"(-43, 30, 10, 80)","[140.52321303728291, 0, 1]"
"(-47, 20, 10, 70)","[-710.693778894908, 0, 5]"
"(-43, 80, 3, 20)","[199.9776757070692, 0, 3492]"
"(-47, 80, 4, 20)","[199.9459819909967, 0, 2301]"
"(100, 10, 5, 0)","[199.97669113062813, 0, 3342]"
"(-20, 70, -6, 150)","[199.9238023107323, 0, 4850]"
"(-20, 80, -4, 160)","[199.91416293934668, 0, 9294]"
"(-30, 80, -3, 160)","[199.9492156247494, 0, 5736]"
"(-40, 80, -1, 170)","[199.94636315675007, 0, 4332]"
"(-43, 80, 2, 160)","[199.9552124947121, 0, 3488]"
"(-47, 80, 3, 160)","[199.937932728238, 0, 2298]"
"(90, 160, 4, 0)","[199.93341142166636, -1284.0847804484326, 3301]"
"(80, 150, 5, 0)","[199.92768136255623, -1792.298288707432, 3463]"
"(20, 20, 2, 0)","[-889.7291591992105, 0, 2]"
"(-10, 60, -4, 50)","[199.96145250521852, 0, 193]"
"(-10, 60, -3, 60)","[199.95789488440127, 0, 93]"
"(-10, 60, -2, 60)","[199.92575887793365, 0, 81]"
"(-20, 70, -1, 60)","[199.97017429528296, 0, 2405]"
"(-20, 70, 0, 60)","[199.96947418687643, 0, 1934]"
"(-30, 60, 1, 60)","[183.78392472363015, 0, 2]"
"(-30, 60, 2, 60)","[199.9525647688596, 0, 93]"
"(-30, 60, 3, 50)","[199.95266493285618, 0, 312]"
"(-40, 60, 4, 50)","[199.9736091396523, 0, 2405]"
"(-40, 50, 5, 40)","[199.93704985357533, 0, 59]"
"(-41, 40, 6, 40)","[190.84174441578705, 0, 2]"
"(-45, 40, 7, 30)","[199.40023419153965, 0, 6]"
"(-49, 30, 8, 20)","[199.3877736445761, 0, 4]"
"(-20, 70, -6, 140)","[199.92392061696185, -1493.2233060021376, 5899]"
"(-43, 80, 2, 150)","[199.87788106929642, 0, 4223]"
"(-47, 80, 3, 150)","[199.784964605879, -1196.014849584459, 2898]"
"(70, 130, -9, 0)","[-1170.3893674815258, -1966.9460813852015, 45]"
"(60, 140, -8, 0)","[-1244.273407169482, -2306.567176902351, 32]"
"(60, 150, -7, 0)","[-1257.7124277517755, -2289.1063803711277, 25]"
"(60, 150, -6, 0)","[-1508.4294190015812, -2062.3413401275698, 40]"
"(50, 160, -5, 0)","[-1310.7590345548504, -2056.797947794632, 16]"
"(50, 160, -4, 0)","[-1670.5195333571637, -2245.8496551451763, 28]"
"(40, 170, -2, 0)","[-1661.4156289977886, -2864.5155170001203, 18]"
"(40, 170, -1, 0)","[-2139.0708655157264, -2455.7102331522883, 19]"
"(30, 170, 0, 0)","[-2492.7887688435558, -1674.9740792731063, 11]"
"(30, 170, 1, 0)","[-3699.6046121056465, -2497.57567366287, 10]"
"(20, 160, 2, 0)","[178.63003046208806, 0, 1]"
"(-30, 40, -9, 30)","[199.56462905172702, 0, 6115]"
"(-40, 60, -7, 40)","[199.53551015583776, 0, 7500]"
"(-45, 70, -4, 60)","[199.9317895725691, 0, 17]"
"(-49, 80, -3, 60)","[197.19355208132936, 0, 4]"
"(70, 60, 3, 0)","[198.45008788748333, -617.4798372877301, 4704]"
"(50, 30, 8, 0)","[198.03229853054793, -802.1871397611841, 4697]"
"(-10, 60, 2, 50)","[199.64149898125805, 0, 801]"
"(-10, 60, 3, 50)","[199.72573549791622, 0, 727]"
"(-20, 50, 5, 40)","[199.7574580979836, 0, 88]"
"(90, 70, -1, 0)","[198.8290235467927, 0, 3695]"
"(70, 60, 4, 0)","[198.2119614582197, -855.2353331612394, 4376]"
"(40, 70, -6, 0)","[142.19818037331635, 0, 24]"
"(-20, 60, 3, 50)","[199.8763049234032, 0, 766]"
"(-30, 50, 5, 40)","[199.9244424508984, 0, 26]"
"(-30, 40, 7, 30)","[-900.0, 199.60811356818778, 1858]"
"(-40, 30, 8, 20)","[-900.0, 199.88196071164404, 546]"
"(-40, 20, 9, 10)","[178.90899296562526, 0, 1]"
"(-45, 70, 3, 50)","[199.66818316084004, 0, 43]"
"(-45, 70, 4, 120)","[199.84959799588353, 0, 47]"
"(40, 140, -6, 0)","[-1611.906918260178, -2212.892018015117, 22]"
"(30, 160, -9, 0)","[-820.5079538556257, -3079.000575713523, 193]"
"(20, 170, -8, 0)","[199.98710982060504, 0, 111]"
"(-10, 60, 3, 70)","[199.83590458068315, 0, 668]"
"(-20, 50, 4, 70)","[199.92077401667615, 0, 1393]"
"(-20, 50, 5, 60)","[199.8251687493055, 0, 70]"
"(-30, 30, 7, 50)","[-900.0, 199.93184638661245, 1110]"
"(-30, 30, 8, 40)","[-746.8667225392877, 199.8331920817706, 307]"
"(-43, 70, 4, 30)","[199.98045665883433, 0, 5541]"
"(-10, 80, -2, 60)","[199.97358962190475, 0, 2087]"
"(-20, 80, 1, 60)","[199.97003729114903, 0, 2784]"
"(-40, 60, 6, 40)","[199.97666065736584, 0, 2784]"
"(-43, 50, 7, 40)","[199.80355474094364, 0, 1490]"
"(-47, 40, 8, 30)","[199.77306578156004, 0, 1693]"
"(100, 20, 9, 0)","[199.97726060041612, 0, 959]"
"(60, 50, -1, 0)","[199.71995945853484, -1341.0369034583218, 1946]"
"(50, 50, 1, 0)","[199.7674678730546, -1015.1215349001523, 584]"
"(40, 40, 4, 0)","[199.80329378600433, 0, 1942]"
"(30, 30, 6, 0)","[-888.8779211506798, 199.8750820819454, 281]"
"(-20, 70, 2, 160)","[195.5482225382442, -2323.5425126645355, 427]"
"(-30, 70, 3, 150)","[199.71822882139028, -900.0, 1481]"
"(-40, 60, 5, 140)","[199.76747864764502, -969.9640663054995, 2574]"
"(-40, 40, 7, 130)","[-206.98230788192544, -1441.9301656599514, 48]"
"(-43, 40, 8, 120)","[199.9105775384949, 0, 678]"
"(-47, 30, 9, 110)","[199.9181075877115, 0, 690]"
"(50, 140, -7, 0)","[-1405.1040207829326, -2266.811966352521, 28]"
"(40, 160, -9, 0)","[-1652.7997567270502, -2763.971646432711, 200]"
"(40, 170, -8, 0)","[-1475.0103150211246, -2404.3725, 168]"
"(30, 170, -7, 0)","[-3308.949802423904, -1674.4278009905831, 165]"
"(30, 180, -6, 0)","[-3133.5829812892625, -1773.0043221798178, 160]"
"(20, 180, -5, 0)","[199.69009144436814, 0, 7]"
"(70, -110, -9, 0)","[-141.35969326736006, -1202.4251075941884, 31]"
"(60, -90, -6, 0)","[-1467.9559832805205, -1174.679620281686, 22]"
"(50, -80, -4, 0)","[-1239.8071437907204, -1661.3682670584383, 13]"
"(40, -70, -1, 0)","[-1583.6115694421248, -2545.5569645147457, 6]"
"(30, -80, 1, 0)","[-2571.3224999999998, -2726.94718410384, 4]"
"(-20, 30, 6, 20)","[-889.8371291596653, 199.52376823355186, 4547]"
"(-30, 40, -8, 30)","[199.67233523978408, 0, 92]"
"(-41, 60, -5, 50)","[198.29549295964193, 0, 7]"
"(-10, 50, 4, 10)","[199.94999932006525, 0, 1882]"
"(-20, 40, 6, 0)","[199.9503009568467, 0, 2864]"
"(-20, 40, -9, 0)","[199.97081322667702, 0, 4141]"
"(-30, 50, -8, 10)","[199.9715612764336, 0, 6538]"
"(-30, 50, -7, 10)","[199.78590073819578, 0, 977]"
"(-40, 70, -4, 30)","[199.96495779321071, 0, 4141]"
"(-43, 70, -3, 30)","[199.54365746541362, 0, 1810]"
"(-47, 70, -2, 30)","[199.5857623550832, 0, 916]"
"(80, 40, -9, 0)","[199.9791432241975, 0, 7713]"
"(70, 60, -7, 0)","[199.9563180427349, 0, 16377]"
"(60, 70, -5, 0)","[199.9506610134436, -1612.2050707776432, 18858]"
"(60, 70, -4, 0)","[199.97736286475592, 0, 7713]"
"(50, 80, -2, 0)","[199.93782934196372, 0, 16376]"
"(40, 80, 0, 0)","[199.92882212798162, 0, 18856]"
"(40, 80, 1, 0)","[199.91980303172286, 0, 16282]"
"(20, 60, 6, 0)","[199.8983635596426, 0, 16282]"
"(100, 20, 5, 0)","[199.97479058469975, 0, 3984]"
"(-10, 80, -2, 150)","[198.34265339798404, -2460.3983129604026, 1308]"
"(-10, 80, -1, 150)","[198.10127797918523, -837.2250211117245, 777]"
"(-20, 80, 0, 150)","[199.6454986521083, 0, 2407]"
"(-20, 80, 1, 150)","[198.80555268028414, -1450.6260875561275, 1331]"
"(-20, 70, 2, 150)","[198.77697996550182, -786.4462632074835, 519]"
"(-30, 70, 4, 140)","[198.8802231197422, -1264.0311408200612, 773]"
"(-40, 60, 6, 130)","[199.3247945019624, -1339.287358222378, 1327]"
"(-40, 50, 7, 130)","[199.89935092433365, -1503.0390026182395, 781]"
"(50, 130, -7, 0)","[-1342.4146072536728, -1981.6893923639273, 22]"
"(40, 150, -9, 0)","[-1656.4201486427298, -2468.4480097302176, 125]"
"(40, 160, -8, 0)","[-1581.3782663649313, -2338.537091537571, 84]"
"(40, 160, -7, 0)","[-1501.8732716710356, -2484.602737004038, 33]"
"(30, 170, -6, 0)","[-1867.0836213235987, -2508.0517750059616, 18]"
"(30, 170, -5, 0)","[-1851.3415138580708, -1684.765189202896, 19]"
"(20, 180, -4, 0)","[199.45426456390874, 0, 9]"
"(70, -120, -9, 0)","[-803.2848501486521, -173.6090238097717, 9]"
"(70, -110, -8, 0)","[-1108.6445433795732, -902.1880923431685, 16]"
"(60, -90, -5, 0)","[-1740.1129753541256, -1610.9213809507332, 11]"
"(50, -90, -4, 0)","[-1959.601995572206, -2556.0976056833224, 4]"
"(40, -80, -1, 0)","[-2659.930898525538, -3580.382772559599, 7]"
"(40, -80, 0, 0)","[-2282.6920146828634, -2482.825031837014, 3]"
"(-20, 70, -1, 160)","[199.8469843707139, 0, 1286]"
"(-40, 60, 4, 150)","[199.90444838492698, 0, 1284]"
"(-41, 60, 5, 150)","[199.18105030699996, 0, 27]"
"(-45, 50, 6, 140)","[196.17294389039066, -534.0723762595549, 11]"
"(-49, 40, 7, 130)","[-39.3977661807199, -231.62798939847767, 4]"
"(-10, 50, 1, -20)","[199.01218073831433, 0, 106]"
"(-10, 50, 3, -30)","[199.8948946633127, 0, 5072]"
"(-20, 40, 4, -30)","[199.88360679651893, 0, 1816]"
"(-20, 40, 5, -40)","[199.92642377146666, 0, 5709]"
"(-30, 30, 6, -40)","[-900.0, 198.23366531892017, 54]"
"(-30, 20, 7, -50)","[-900.0, 0, 1]"
"(-30, 20, 8, -60)","[-882.1033988113888, 0, 2]"
"(80, 50, 3, 0)","[-183.1631819436944, 199.97534000221546, 1467]"
"(70, 30, 7, 0)","[199.89966968282977, 0, 2999]"
"(60, 20, 8, 0)","[171.51343468955992, 0, 2]"
"(60, 10, 9, 0)","[199.90430718625117, 0, 2847]"
"(-10, 80, -2, 70)","[199.93411362206382, 0, 2200]"
"(-20, 80, 0, 70)","[199.95776088143572, 0, 3971]"
"(-20, 80, 1, 70)","[199.9249454846751, 0, 2910]"
"(-30, 80, 3, 70)","[159.85378963227487, 0, 7]"
"(-40, 60, 6, 50)","[199.90085436893648, 0, 2910]"
"(-47, 50, 8, 40)","[16.694999999999997, 0, 1]"
"(100, 30, 9, 0)","[199.7371660550101, 0, 921]"
"(-20, 60, -5, 100)","[199.8355024205444, 0, 1910]"
"(-20, 70, -3, 110)","[199.96676176848868, 0, 13852]"
"(-30, 70, -1, 110)","[199.95160236193496, 0, 4223]"
"(-40, 70, 0, 110)","[199.7866709775206, 0, 1910]"
"(-40, 70, 2, 110)","[199.96641147186259, 0, 13852]"
"(-43, 70, 3, 110)","[199.93432350429563, 0, 5595]"
"(-47, 60, 4, 100)","[199.9440205149706, 0, 1101]"
"(-20, 50, -8, 110)","[199.75879371197965, 0, 963]"
"(-20, 60, -7, 120)","[199.85098727078386, 0, 2936]"
"(-30, 60, -6, 130)","[199.57893177527063, 0, 834]"
"(-30, 70, -5, 130)","[199.64958289415307, 0, 112]"
"(-40, 80, -3, 140)","[199.4195235061503, 0, 612]"
"(-40, 80, -2, 140)","[199.85497525037135, 0, 2936]"
"(-43, 80, -1, 140)","[198.42523837471674, 0, 89]"
"(-47, 80, 0, 140)","[198.4301540598595, 0, 89]"
"(100, 140, 1, 0)","[199.57666408679182, 0, 68]"
"(90, 140, 2, 0)","[199.02472872749723, 0, 410]"
"(90, 130, 3, 0)","[199.85743149256584, 0, 2242]"
"(80, 130, 4, 0)","[199.92587617036895, -781.6159582381609, 3495]"
"(80, 130, 5, 0)","[199.93003815729443, -1488.5395507671012, 4984]"
"(70, 110, 7, 0)","[199.88431929756612, -687.5371887332649, 2590]"
"(60, 100, 9, 0)","[199.93203956327767, -1728.773377122767, 2858]"
"(40, 100, -8, 0)","[-1543.9863502088576, -2924.630741416626, 25]"
"(30, 110, -7, 0)","[-2980.320858679765, 89.56181550479614, 16]"
"(-10, 40, 9, -40)","[-900.0, 141.74378871044635, 2]"
"(-10, 30, 10, -50)","[-900.0, 188.2509193024698, 3]"
"(-10, 20, 10, -60)","[178.2745935624259, 0, 1]"
"(-30, 50, -8, 20)","[199.29906762061745, 0, 6733]"
"(-41, 70, -5, 40)","[199.82056596172316, 0, 10]"
"(-20, 30, 6, 80)","[-900.0, 199.85117612873458, 1997]"
"(-45, 60, -5, 80)","[195.338147046372, 0, 15]"
"(-20, 80, -5, 30)","[199.98058513430487, 0, 6190]"
"(-40, 90, 0, 40)","[199.9756744380632, 0, 6190]"
"(-49, 80, 4, 30)","[199.9403396270294, 0, 29]"
"(-10, 70, -4, 120)","[199.926739560886, -1096.3199769160062, 6904]"
"(-10, 80, -2, 130)","[199.91302696288903, 0, 1485]"
"(-30, 80, 1, 130)","[199.66874087418242, 0, 6473]"
"(-40, 70, 5, 110)","[182.92764098056048, 0, 6]"
"(-41, 60, 6, 110)","[194.58544678550564, 0, 4]"
"(-45, 50, 7, 100)","[195.75898524872906, 0, 4]"
"(-49, 40, 8, 90)","[198.15320528396649, 0, 6]"
"(-43, 80, 2, 110)","[199.86154953761715, -23.658970315939257, 6175]"
"(-47, 80, 3, 110)","[199.8654577638028, 0, 4097]"
"(40, 130, -7, 0)","[-1600.0626350992534, -2102.075408495287, 19]"
"(40, 140, -5, 0)","[-1511.8650599387738, -2444.035623544482, 12]"
"(30, 150, -3, 0)","[-2578.190773341713, -1776.4662036325124, 13]"
"(20, 150, -2, 0)","[179.06595213730537, 0, 1]"
"(-41, 70, 5, -20)","[199.76298002438747, 0, 11]"
"(-45, 60, 6, -30)","[199.78102538964123, 0, 18]"
"(-49, 50, 7, -40)","[199.53967404454994, 0, 15]"
"(-10, 70, -5, 150)","[199.91268504611534, 0, 10012]"
"(-10, 70, -4, 150)","[199.85545043463, -2463.935309695157, 5748]"
"(-20, 80, -2, 160)","[199.9098006906392, 0, 10052]"
"(-30, 80, -1, 160)","[199.90662262397782, 0, 9386]"
"(-30, 80, 0, 160)","[199.90775665874256, -900.0, 10012]"
"(-30, 80, 1, 160)","[199.89776952429017, 0, 5386]"
"(-40, 70, 3, 150)","[199.87680500740078, 0, 11924]"
"(-41, 70, 4, 150)","[199.75150500206513, 0, 9]"
"(-45, 60, 5, 140)","[199.26229424500946, 0, 13]"
"(-49, 60, 6, 140)","[199.83428369037978, 0, 9]"
"(90, 120, 8, 0)","[199.87508843229716, -845.0493246513424, 9097]"
"(80, 120, -9, 0)","[-965.7768647510212, -1969.26054031664, 45]"
"(80, 130, -8, 0)","[-877.6778378352208, -1653.2620005948997, 46]"
"(70, 140, -7, 0)","[-1038.2098596938013, -1189.0358125282648, 18]"
"(70, 140, -6, 0)","[-1149.344006627522, -2047.6743675839462, 24]"
"(60, 150, -5, 0)","[-1142.5859624794205, -1964.382286126729, 25]"
"(60, 150, -4, 0)","[-1255.652330405505, -1912.4201920119785, 24]"
"(50, 160, -2, 0)","[-1352.2168651848633, -2209.7178467665753, 13]"
"(50, 160, -1, 0)","[-1420.9776386137023, -2191.0282211930125, 15]"
"(40, 160, 0, 0)","[-1468.818114243359, -2313.0801456431545, 18]"
"(40, 160, 1, 0)","[-1552.808097732147, -2231.4437517642186, 13]"
