A,B 
"(-30, 10, 7, 30)","[166.92147392838538, 0, 1]"
"(-10, 80, -6, 70)","[108.68753556775286, 0, 2]"
"(-10, 90, -4, 80)","[112.76065628841407, 0, 2]"
"(-40, 90, 3, 80)","[113.49240456253015, 0, 2]"
"(-45, 80, 5, 70)","[122.93257596309269, 0, 2]"
"(90, 60, 7, 0)","[195.24062175392277, 0, 2161]"
"(80, 50, 8, 0)","[194.5703020728421, 0, 3352]"
"(80, 40, 9, 0)","[194.05081216597682, 0, 3812]"
"(-45, 80, 4, 60)","[195.31323364237957, 0, 12]"
"(-20, 80, -3, 30)","[194.50585718776784, 0, 1530]"
"(-20, 80, -1, 30)","[194.01816311289673, 0, 727]"
"(-40, 80, 2, 30)","[192.63769558897283, 0, 1530]"
"(-40, 70, 4, 20)","[191.80919682811697, 0, 727]"
"(-43, 70, 5, 20)","[191.1165614461998, 0, 510]"
"(-47, 60, 6, 10)","[190.2092986951966, 0, 424]"
"(70, -20, -9, 0)","[192.47940677933332, 0, 1100]"
"(60, -10, -8, 0)","[192.54617362393856, 0, 4326]"
"(60, -10, -7, 0)","[-1.621789259824311, 192.1362692169948, 4136]"
"(60, 0, -6, 0)","[-159.10926821172015, 172.56622684923158, 22]"
"(50, 0, -5, 0)","[-52.648361740615364, 118.11223305017842, 10]"
"(50, 10, -4, 0)","[54.055415796698085, -688.5177660996338, 9]"
"(40, 10, -3, 0)","[-499.34943085019063, 92.81252253076076, 4]"
"(40, 10, -2, 0)","[116.67270903072587, 0, 4]"
"(40, 10, -1, 0)","[-580.0520579388223, -709.1467685561244, 6]"
"(30, 10, 0, 0)","[-841.119999999982, -748.3394995924955, 2]"
"(30, 10, 1, 0)","[-841.119999999982, 0, 1]"
"(20, 10, 2, 0)","[167.01613535743473, 0, 1]"
"(-10, 60, -7, -70)","[165.95006086332202, 0, 88]"
"(-10, 70, -6, -60)","[177.8883583794733, 0, 170]"
"(-20, 70, -5, -60)","[167.49230650124562, 0, 95]"
"(-20, 80, -4, -50)","[176.860790898506, 0, 188]"
"(-30, 80, -2, -50)","[167.79911312019706, 0, 88]"
"(-30, 80, -1, -50)","[170.5532305822554, 0, 96]"
"(-40, 80, 0, -50)","[160.3053034470472, 0, 95]"
"(-40, 80, 1, -50)","[169.20288563046617, 0, 154]"
"(-41, 80, 2, -50)","[123.2687495853632, 0, 7]"
"(-45, 80, 3, -50)","[162.56638824989798, 0, 9]"
"(-49, 70, 4, -60)","[149.59977251642297, 0, 7]"
"(90, -60, 5, 0)","[179.83612646722688, 0, 104]"
"(80, -70, 7, 0)","[-8.164252512761564, 171.93487649416795, 249]"
"(40, -150, -9, 0)","[12.87366362879875, 0, 2]"
"(30, -140, -8, 0)","[-840.959999999982, 0, 1]"
"(30, -140, -7, 0)","[-840.959999999982, -267.09582071763685, 2]"
"(30, -130, -6, 0)","[-541.2825186493455, -742.2067371147157, 3]"
"(-10, 60, -8, 100)","[195.22524531713742, 0, 352]"
"(-10, 60, -7, 100)","[195.5629294225061, 0, 1186]"
"(-10, 70, -6, 110)","[195.62456289755343, 0, 1325]"
"(-20, 70, -5, 110)","[195.51485310580722, 0, 1441]"
"(-20, 80, -4, 120)","[195.5538684775333, 0, 1626]"
"(-30, 80, -3, 120)","[195.62442798460327, 0, 879]"
"(-30, 80, -2, 120)","[195.6017810535385, 0, 1186]"
"(-30, 80, -1, 120)","[195.00090115219268, 0, 1221]"
"(-40, 80, 0, 120)","[195.47340354854856, 0, 1441]"
"(-40, 80, 1, 120)","[195.18558256918544, 0, 1962]"
"(-41, 80, 2, 120)","[195.00060622639188, 0, 55]"
"(-45, 80, 3, 120)","[195.3798868724681, 0, 40]"
"(-49, 70, 4, 110)","[195.79029309381173, 0, 61]"
"(60, 70, -9, 0)","[-890.300607380285, -1207.0678661078828, 23]"
"(50, 80, -8, 0)","[-1289.2239322581345, -1382.5591643132732, 17]"
"(50, 80, -7, 0)","[-346.7820422540554, -1581.9190515764885, 16]"
"(50, 90, -6, 0)","[-423.48839901334384, -1728.5856585670472, 10]"
"(40, 100, -4, 0)","[-376.8583586221332, -2083.1763067539873, 6]"
"(30, 100, -3, 0)","[-1449.1814220799342, -818.944100073003, 5]"
"(30, 100, -2, 0)","[-857.4857436129225, -1382.5708544670097, 8]"
"(30, 100, -1, 0)","[-720.4922356850433, -1447.7471692799343, 10]"
"(-30, 90, 3, 90)","[70.72381212024074, 0, 1]"
"(-40, 80, 5, 80)","[80.23405600505016, 0, 1]"
"(-45, 70, 7, 70)","[95.99060524456874, 0, 1]"
"(-49, 60, 8, 60)","[109.67108424229511, 0, 1]"
"(-20, 80, -3, 120)","[195.24654079526098, 0, 1997]"
"(-40, 80, 2, 120)","[194.41656243066052, 0, 1997]"
"(-41, 80, 3, 120)","[164.6932413853664, 0, 9]"
"(-49, 70, 5, 110)","[189.41059075286955, 0, 14]"
"(90, 100, 7, 0)","[195.30779925593384, 0, 1754]"
"(80, 80, 9, 0)","[194.38963346713442, -134.66200561739288, 3075]"
"(-10, 50, 8, 0)","[8.406399999999818, 0, 1]"
"(-10, 40, 9, 0)","[-840.6399999999818, 0, 1]"
"(-20, 30, 10, -10)","[-840.6399999999818, 68.20759145688204, 2]"
"(-20, 20, 10, -20)","[185.9091840047671, 0, 2]"
"(-20, 90, 0, 60)","[172.72288706790363, 0, 8]"
"(-10, 60, 0, 70)","[196.49567691248166, 0, 531]"
"(-10, 60, 1, 70)","[196.35871882555267, 0, 876]"
"(-20, 50, 4, 60)","[195.82682694210504, 0, 1075]"
"(-30, 40, 5, 60)","[195.67510521576494, 0, 168]"
"(-30, 40, 6, 50)","[194.96614440096712, 0, 876]"
"(-30, 30, 7, 50)","[-794.1301444251543, 195.49818775799193, 303]"
"(-40, 30, -9, 50)","[62.107948710907365, 0, 3]"
"(-41, 40, -8, 50)","[43.65420805248374, 0, 1]"
"(-45, 40, -7, 60)","[44.14696370555758, 0, 1]"
"(-49, 50, -6, 70)","[44.76409934368148, 0, 1]"
"(90, 70, -5, 0)","[193.664756984956, 0, 1470]"
"(90, 80, -4, 0)","[193.91003069284056, 0, 764]"
"(80, 80, -3, 0)","[192.81226995697878, 0, 2500]"
"(80, 80, -1, 0)","[192.89812625311035, 0, 3687]"
"(70, 80, 0, 0)","[191.21852764012095, 0, 2112]"
"(60, 80, 2, 0)","[189.95177459349372, 0, 2500]"
"(60, 70, 4, 0)","[191.4642649374306, -748.0194051676284, 3682]"
"(50, 70, 5, 0)","[190.67090438551728, -1052.8703612737538, 1283]"
"(40, 50, 7, 0)","[189.18821486579978, -562.0477010912483, 3403]"
"(30, 50, -9, 0)","[184.85358406217154, -388.0568095945649, 955]"
"(20, 60, -7, 0)","[185.811593595083, -326.3581180098999, 6300]"
"(10, 80, -4, 0)","[166.6991939918824, -1444.3918954736366, 948]"
"(0, 80, -2, 0)","[180.79409003651725, 0, 6296]"
"(-10, 80, 1, 80)","[195.5230585532623, 0, 229]"
"(-10, 80, 2, 80)","[112.05950129625475, 0, 5]"
"(-20, 80, 3, 80)","[193.39111295531836, 0, 103]"
"(-20, 70, 4, 70)","[194.9821463016977, 0, 263]"
"(-20, 70, 5, 70)","[74.45643371633724, 0, 5]"
"(-30, 60, 6, 60)","[194.4077023495312, 0, 229]"
"(-30, 50, 7, 50)","[117.45101713230855, 0, 3]"
"(-40, 50, 8, 50)","[193.11319564094794, 0, 103]"
"(-40, 40, 9, 40)","[193.8643079498391, 0, 77]"
"(-40, 30, 10, 30)","[-840.4799999999818, 153.18457393796442, 5]"
"(-43, 20, 10, 20)","[-840.4799999999818, 151.14287155548624, 5]"
"(-47, 10, 10, 10)","[166.85576453061168, 0, 1]"
"(-10, 80, -6, 10)","[63.52419874069132, 0, 1]"
"(-20, 90, -3, 20)","[193.7504751586812, 0, 262]"
"(-20, 90, -2, 20)","[193.00696841872804, 0, 372]"
"(-30, 90, 1, 20)","[192.11102577840333, 0, 212]"
"(-40, 90, 2, 20)","[192.2321095184669, 0, 262]"
"(-45, 80, 5, 10)","[59.7388854987553, 0, 1]"
"(-49, 70, 6, 0)","[182.558292736564, 0, 8]"
"(70, -30, -9, 0)","[186.75210006592008, 0, 4158]"
"(60, -20, -7, 0)","[-106.67494430889869, 181.14994473472163, 7141]"
"(-10, 70, -5, 110)","[195.03372198335384, 0, 1469]"
"(-20, 70, -4, 110)","[195.64568421728023, 0, 1126]"
"(-30, 80, 0, 120)","[194.1465971426891, 0, 1469]"
"(-41, 70, 3, 110)","[195.7893997456898, 0, 35]"
"(-45, 70, 4, 110)","[193.50523292802328, 0, 54]"
"(-49, 60, 5, 110)","[195.84199456838567, 0, 26]"
"(70, 60, -9, 0)","[58.18307182384969, 0, 15]"
"(60, 70, -8, 0)","[-292.9752743283432, -1653.7557501903632, 25]"
"(60, 80, -7, 0)","[-259.87853784999436, -1295.6375013093675, 18]"
"(60, 90, -6, 0)","[-270.49585521465144, -705.0112859830166, 5]"
"(50, 90, -5, 0)","[-361.7731965980936, -815.3503336154607, 18]"
"(50, 90, -4, 0)","[-136.14541329918796, 0, 14]"
"(40, 100, -3, 0)","[-990.0080364194072, -1996.7894610305948, 10]"
"(40, 100, -2, 0)","[-337.9195526280567, -777.6876229000355, 12]"
"(40, 100, -1, 0)","[-122.86153117972141, -2251.885199910282, 6]"
"(30, 100, 0, 0)","[-152.67045722506492, -1997.8598389651706, 11]"
"(30, 100, 1, 0)","[117.48470256480513, 0, 4]"
"(20, 100, 2, 0)","[119.2199328327851, 0, 3]"
"(20, 90, 3, 0)","[66.69801144110481, 0, 13]"
"(20, 90, 4, 0)","[78.98154921094553, 0, 4]"
"(10, 90, 5, 0)","[30.879262273434826, 0, 1]"
"(10, 80, 6, 0)","[60.58036093311001, 0, 4]"
"(0, 70, 7, 0)","[35.91353144302507, 0, 7]"
"(0, 60, 8, 0)","[25.306939061978838, 0, 13]"
"(0, 60, 9, 0)","[15.111508172799525, 0, 1]"
"(-10, 50, 10, 60)","[8.403199999999817, 0, 1]"
"(-10, 40, 10, 50)","[-840.3199999999817, 0, 1]"
"(-20, 30, 10, 40)","[-840.3199999999817, 0, 1]"
"(-20, 20, 10, 30)","[-451.7388321386351, 0, 2]"
"(-10, 90, -4, 110)","[54.536439290620386, 0, 2]"
"(-10, 90, -3, 110)","[171.81441701354476, 0, 6]"
"(-10, 90, -2, 110)","[133.69457821400448, 0, 5]"
"(-20, 90, -1, 110)","[196.83439089954007, 0, 516]"
"(-20, 90, 0, 110)","[181.54996299089186, 0, 10]"
"(-30, 90, 1, 110)","[196.48688948300583, 0, 446]"
"(-30, 90, 2, 110)","[171.3387484868824, 0, 6]"
"(-30, 90, 3, 110)","[55.10331951038878, 0, 1]"
"(-40, 80, 4, 100)","[196.76170420352963, 0, 516]"
"(-40, 80, 5, 100)","[62.78342074019423, 0, 1]"
"(-41, 70, 6, 90)","[96.57161576881228, 0, 2]"
"(-45, 70, 7, 80)","[74.83921233803825, 0, 1]"
"(-49, 60, 8, 80)","[83.23929820139507, 0, 1]"
"(90, 70, 9, 0)","[195.3794132422449, 0, 1616]"
"(70, -10, -9, 0)","[190.3902285546331, 0, 1413]"
"(70, 0, -8, 0)","[188.17145769552656, 0, 2700]"
"(60, 10, -7, 0)","[187.67013706099874, 0, 6254]"
"(60, 10, -6, 0)","[185.94294379380432, 0, 374]"
"(60, 20, -5, 0)","[185.98873101672547, 0, 5725]"
"(50, 20, -4, 0)","[183.05835648714267, -720.150504200289, 949]"
"(50, 30, -3, 0)","[184.88536861188572, 0, 7344]"
"(40, 30, -2, 0)","[187.88798581825438, 0, 6251]"
"(40, 30, -1, 0)","[180.29035099041317, 0, 4825]"
"(40, 30, 0, 0)","[178.39943365305749, -669.605689166706, 5723]"
"(30, 30, 1, 0)","[173.24805003437837, -376.78849352705635, 3527]"
"(30, 30, 2, 0)","[172.99419225264174, -711.0368253964918, 7327]"
"(20, 20, 3, 0)","[-840.1599999999817, 187.4264683593024, 2075]"
"(20, 20, 4, 0)","[-840.1599999999817, 102.94224496659841, 3583]"
"(20, 10, 5, 0)","[166.78155133701827, 0, 1]"
"(-10, 60, -7, 110)","[193.9170942316074, 0, 1040]"
"(-20, 70, -5, 120)","[193.64488185085978, 0, 1258]"
"(-30, 80, -3, 130)","[194.56656728739813, 0, 775]"
"(-30, 80, -2, 130)","[194.27359564297691, 0, 1040]"
"(-30, 80, -1, 130)","[193.76680369763068, 0, 1036]"
"(-40, 80, 0, 130)","[194.70366048244895, 0, 1258]"
"(-40, 80, 1, 130)","[194.05102887323812, 0, 1747]"
"(-41, 80, 2, 130)","[192.8231982708133, 0, 38]"
"(-45, 80, 3, 130)","[190.44109638102682, 0, 35]"
"(-49, 70, 4, 120)","[195.65333595611966, 0, 48]"
"(70, 100, 8, 0)","[193.54258635358877, -770.6463520639655, 880]"
"(-41, 50, -6, -40)","[50.101135246366226, 0, 1]"
"(-45, 60, -5, -40)","[69.77362291261133, 0, 2]"
"(-49, 60, -4, -30)","[54.95872395017656, 0, 1]"
"(-10, 30, 4, 50)","[-839.9999999999817, 196.67661257546183, 740]"
"(-20, 20, 5, 40)","[-839.9999999999817, 196.6109124190319, 30]"
"(-20, 20, 6, 40)","[-341.2401346745129, 0, 3]"
"(-10, 50, -7, 70)","[197.33547978492737, 0, 230]"
"(-10, 50, -6, 80)","[197.17044245576136, 0, 147]"
"(-10, 60, -5, 80)","[197.03390979545847, 0, 1114]"
"(-20, 60, -4, 90)","[196.9379729405845, 0, 161]"
"(-20, 70, -3, 90)","[196.83964112437044, 0, 1382]"
"(-30, 70, -2, 90)","[194.6657678946621, 0, 230]"
"(-30, 70, -1, 90)","[196.73082118642924, 0, 304]"
"(-30, 70, 0, 90)","[196.56958610780086, 0, 1114]"
"(-40, 70, 1, 90)","[196.39701331181038, 0, 507]"
"(-40, 70, 2, 90)","[196.40105349201977, 0, 1382]"
"(-41, 60, 3, 90)","[56.93878290477717, 0, 1]"
"(-45, 60, 4, 80)","[60.83913590656169, 0, 1]"
"(-49, 50, 5, 80)","[65.72772747009834, 0, 1]"
"(70, 70, -8, 0)","[74.38797094926518, 0, 7]"
"(60, 80, -6, 0)","[-87.62946550752028, -892.2251908902438, 14]"
"(10, 70, 7, 0)","[61.43364243966132, 0, 4]"
"(0, 50, 9, 0)","[45.97585547512086, 0, 9]"
"(-10, 50, -9, 20)","[197.19309678052664, 0, 64]"
"(-20, 60, -7, 40)","[196.6399180110518, 0, 733]"
"(-20, 70, -6, 40)","[196.60014172305054, 0, 581]"
"(-30, 70, -5, 50)","[196.157512916057, 0, 492]"
"(-30, 80, -4, 50)","[196.6269808602427, 0, 64]"
"(-40, 80, -2, 60)","[196.0842021721914, 0, 733]"
"(-40, 80, -1, 60)","[195.94842070210305, 0, 1081]"
"(-41, 80, 0, 60)","[73.63064924878715, 0, 1]"
"(-45, 80, 1, 60)","[81.76024662440561, 0, 1]"
"(-49, 80, 2, 50)","[91.9496528466668, 0, 1]"
"(90, 50, 3, 0)","[195.26422915646873, 0, 437]"
"(80, 40, 5, 0)","[194.74423302738086, 0, 1339]"
"(-10, 70, -6, 30)","[195.37802714988803, 0, 1368]"
"(-20, 80, -3, 40)","[194.94231288765152, 0, 1765]"
"(-20, 90, -2, 50)","[195.3483343556128, 0, 656]"
"(-40, 80, 2, 40)","[193.58293259338365, 0, 1765]"
"(-40, 80, 3, 40)","[193.19294850161558, 0, 1272]"
"(-43, 80, 4, 40)","[193.68366912082496, 0, 328]"
"(-47, 70, 5, 30)","[192.33879141785505, 0, 741]"
"(20, 30, -9, 0)","[188.28042800474128, 0, 18750]"
"(10, 50, -7, 0)","[187.09961357602435, 0, 23744]"
"(0, 60, -5, 0)","[189.20222726318238, 0, 30058]"
"(0, 60, -4, 0)","[181.73884197874864, 0, 18750]"
"(-10, 70, -3, 160)","[107.11279081701673, 0, 426]"
"(-10, 70, -2, 160)","[80.98848633076777, 0, 714]"
"(-20, 70, -1, 160)","[104.22993983592006, 0, 1185]"
"(-20, 70, 0, 160)","[65.53536971979727, -398.371178365464, 958]"
"(-20, 70, 1, 160)","[18.999997726399812, -463.5639345664572, 809]"
"(-30, 70, 2, 160)","[75.76364222067036, -772.6210691074364, 425]"
"(-30, 60, 3, 160)","[40.145313189288146, -509.0374286144923, 522]"
"(-40, 60, 4, 150)","[93.85439879933618, -464.50018013685775, 1180]"
"(-40, 50, 5, 150)","[-19.78742664196718, -573.6577022314618, 682]"
"(-40, 50, 6, 140)","[-117.77912686769463, -668.2082240528656, 793]"
"(-43, 40, 7, 130)","[195.80595518977535, 0, 301]"
"(-47, 30, 8, 130)","[195.47836497211563, 0, 220]"
"(100, 120, 9, 0)","[195.59432849499822, 0, 143]"
"(90, 110, 10, 0)","[195.1498025508531, 0, 794]"
"(90, 100, 10, 0)","[195.63453812599948, -95.21565007901009, 980]"
"(80, 90, 10, 0)","[193.93688867638068, -797.377209525455, 6819]"
"(70, 80, -9, 0)","[-347.22209575900547, -765.6263268122282, 20]"
"(70, 80, -8, 0)","[36.10245698761335, 0, 1]"
"(60, 90, -7, 0)","[-287.21643274846105, -457.82057927150606, 12]"
"(60, 100, -6, 0)","[-653.871274903277, -477.8238566399226, 10]"
"(60, 100, -5, 0)","[52.97811857023271, 0, 3]"
"(50, 110, -4, 0)","[-1015.3748747409652, -1753.5567441994747, 13]"
"(50, 110, -3, 0)","[19.508111918365408, 0, 4]"
"(40, 110, -2, 0)","[-1128.4401544258549, -1940.4564178201256, 7]"
"(40, 110, -1, 0)","[-525.4111235640521, -2037.0353407699463, 3]"
"(40, 110, 0, 0)","[47.65487622702784, 0, 3]"
"(30, 110, 1, 0)","[-839.8399999999816, 192.88728243367524, 3]"
"(30, 110, 2, 0)","[-839.8399999999816, 0, 1]"
"(20, 110, 3, 0)","[166.82039289359838, 0, 1]"
"(-10, 90, -3, 150)","[177.42974577723677, 0, 6]"
"(-10, 90, -2, 150)","[120.68161653813115, 0, 6]"
"(-30, 90, 2, 150)","[172.0632331269973, 0, 6]"
"(-30, 90, 3, 150)","[49.43138173751388, 0, 1]"
"(-40, 80, 5, 140)","[42.92004077176947, 0, 1]"
"(-41, 70, 6, 130)","[43.2786936022876, 0, 1]"
"(-49, 60, 8, 120)","[31.686537396143837, 0, 1]"
"(90, 110, 9, 0)","[194.8791667463047, 0, 1140]"
"(60, 90, -8, 0)","[-414.9027691041577, -1540.439799206109, 13]"
"(50, 100, -6, 0)","[-50.27663845130502, -1476.5427237041465, 8]"
"(50, 110, -5, 0)","[-638.2178905126918, -1517.0242513954777, 8]"
"(40, 110, -3, 0)","[-236.0980829413787, -1506.6370532001786, 7]"
"(30, 120, -1, 0)","[-839.6799999999815, -797.6155589847707, 3]"
"(30, 120, 0, 0)","[-839.6799999999815, -1847.4824226016183, 3]"
"(-10, 40, 3, 90)","[194.33461635478733, 0, 1621]"
"(-10, 40, 4, 90)","[192.77723274585884, 0, 864]"
"(-20, 30, 5, 80)","[-790.7199225097403, 194.2869017562432, 1375]"
"(-20, 30, 6, 80)","[-839.5199999999815, 194.56802883092308, 245]"
"(-30, 20, 7, 70)","[-839.5199999999815, 185.1693892811124, 3]"
"(-30, 10, 8, 60)","[166.52699770363515, 0, 1]"
"(-10, 60, -5, 40)","[196.06745348640612, 0, 824]"
"(-30, 70, -1, 50)","[195.0894975743732, 0, 186]"
"(-30, 70, 0, 50)","[194.77737469203865, 0, 824]"
"(-40, 70, 1, 50)","[194.80314061868532, 0, 367]"
"(-45, 60, 4, 40)","[117.89431505417619, 0, 1]"
"(-10, 70, -5, 150)","[169.9789472741479, 0, 905]"
"(-10, 80, -4, 150)","[189.85556886591175, 0, 589]"
"(-10, 80, -3, 150)","[137.45784752128677, 0, 66]"
"(-20, 80, -2, 150)","[182.48864440312153, 0, 1013]"
"(-20, 80, -1, 160)","[173.03201704877017, 0, 521]"
"(-30, 80, 0, 160)","[177.47118091845536, 0, 905]"
"(-30, 80, 1, 150)","[180.07610934859608, 0, 515]"
"(-30, 80, 2, 150)","[112.63967402774131, 0, 66]"
"(-40, 80, 3, 150)","[191.46116948735084, 0, 1036]"
"(-40, 70, 4, 150)","[189.51179446661112, 0, 521]"
"(-41, 70, 5, 140)","[173.3484426057318, 0, 26]"
"(-45, 60, 6, 130)","[172.71033031628818, -746.0618601908808, 19]"
"(-49, 60, 7, 130)","[195.17374505011455, 0, 18]"
"(90, 120, 8, 0)","[194.96321158330048, -789.3207000882481, 1424]"
"(70, 90, -9, 0)","[-290.8109280142338, -986.812131873432, 29]"
"(70, 100, -8, 0)","[-288.87114783403405, -783.4171272932061, 30]"
"(60, 100, -7, 0)","[-436.8253968237408, -1136.450095039704, 16]"
"(60, 110, -6, 0)","[-486.1874322630066, -1164.4245320149246, 21]"
"(60, 120, -5, 0)","[-722.4690554870041, -768.3928151035778, 25]"
"(50, 120, -4, 0)","[-711.5785473090475, -1455.2703150038578, 11]"
"(50, 120, -3, 0)","[-1232.6225453127201, -1199.7534900901626, 11]"
"(40, 120, -2, 0)","[-1485.6640052820758, -1696.5800306404349, 9]"
"(40, 130, -1, 0)","[-1077.3926408646068, -1782.9768588434165, 12]"
"(40, 130, 0, 0)","[-1114.6617215545475, -2113.263106362453, 11]"
"(30, 120, 1, 0)","[-839.3599999999815, -1217.4065724434033, 3]"
"(30, 120, 2, 0)","[193.64412768327298, 0, 2]"
"(-10, 30, 4, 0)","[-657.8699649825967, 197.03186035653476, 563]"
"(-10, 20, 6, -10)","[-839.1999999999814, 0, 1]"
"(-20, 10, 7, -20)","[166.64404334556755, 0, 1]"
"(-10, 60, -8, 10)","[195.94542881947515, 0, 359]"
"(-20, 80, -5, 30)","[195.3818480815394, 0, 401]"
"(-20, 80, -4, 30)","[194.7716424047759, 0, 1494]"
"(-30, 80, -3, 40)","[195.55183594018575, 0, 861]"
"(-40, 90, 0, 40)","[194.03439638334726, 0, 401]"
"(-41, 80, 2, 40)","[194.84905194353243, 0, 70]"
"(-45, 80, 3, 30)","[193.4060729661012, 0, 68]"
"(-49, 80, 4, 30)","[193.86908987601277, 0, 17]"
"(-41, 60, -6, 130)","[106.87425596867067, 0, 8]"
"(-45, 70, -5, 140)","[106.7955439540959, 0, 3]"
"(-49, 70, -4, 140)","[150.4833723525665, 0, 6]"
"(-10, 60, -5, -10)","[194.12625711013897, 0, 249]"
"(-10, 60, -4, 0)","[194.4475097448686, 0, 278]"
"(-20, 70, -3, 0)","[193.84666491990794, 0, 357]"
"(-20, 70, -2, 0)","[193.3135545168468, 0, 561]"
"(-20, 70, -1, 0)","[193.13862974607127, 0, 782]"
"(-30, 70, 0, 0)","[192.16834354362283, 0, 249]"
"(-30, 70, 1, 0)","[191.72394477072112, 0, 529]"
"(-40, 70, 2, 0)","[191.22313321746947, 0, 357]"
"(-40, 60, 3, 0)","[191.39470251493196, 0, 300]"
"(-40, 60, 4, -10)","[189.2157730528037, 0, 782]"
"(-43, 50, 5, -10)","[190.62048655537268, 0, 76]"
"(-47, 50, 6, -20)","[185.0815697829193, 0, 258]"
"(-10, 30, 3, 120)","[174.88768830731968, 0, 98]"
"(-20, 30, 4, 120)","[169.23082735373367, 0, 208]"
"(-20, 30, 5, 120)","[-839.0399999999813, 163.93046654182137, 1064]"
"(-30, 10, 7, 100)","[165.66039980870627, 0, 1]"
"(40, 30, -5, 0)","[194.1808827088373, -675.0903469761579, 8918]"
"(20, 40, 0, 0)","[192.69559863499862, 0, 8914]"
"(-10, 60, -6, 100)","[194.53485967141773, 0, 534]"
"(-10, 70, -5, 100)","[195.26879030360755, 0, 1492]"
"(-10, 70, -4, 110)","[189.73529359652065, 0, 908]"
"(-20, 80, -3, 110)","[196.42527350286346, 0, 2074]"
"(-20, 80, -2, 110)","[195.95101921682482, 0, 1544]"
"(-30, 80, 0, 110)","[195.96202359871307, 0, 1492]"
"(-30, 80, 1, 110)","[195.39044380571173, 0, 725]"
"(-40, 80, 2, 110)","[196.0476587826661, 0, 2074]"
"(-40, 70, 3, 110)","[191.3669296531693, 0, 1412]"
"(-41, 70, 4, 100)","[195.60321368592093, 0, 25]"
"(-45, 60, 5, 100)","[196.1840734346198, 0, 27]"
"(-49, 60, 6, 90)","[196.4580502175657, 0, 27]"
"(-10, 90, -5, 20)","[69.53764872156832, 0, 1]"
"(-30, 100, -1, 30)","[57.32704697756633, 0, 1]"
"(-30, 100, 0, 30)","[61.42172405265117, 0, 1]"
"(-41, 90, 4, 20)","[42.169810905631074, 0, 1]"
"(80, 0, -9, 0)","[189.14698064091613, 0, 6656]"
"(80, 10, -8, 0)","[188.93595257513473, 0, 2748]"
"(70, 10, -7, 0)","[187.19045053985204, 0, 3850]"
"(70, 20, -6, 0)","[186.77680043650219, 0, 3260]"
"(60, 30, -4, 0)","[185.4478026462252, 0, 6656]"
"(60, 30, -3, 0)","[184.83386535062292, -600.5553645018244, 3049]"
"(50, 30, -2, 0)","[182.63262034890354, -671.2294266207111, 3849]"
"(50, 30, -1, 0)","[181.04689053498473, -671.950871438821, 1902]"
"(40, 30, 1, 0)","[180.20368331923504, -702.3299127904643, 4472]"
"(40, 30, 2, 0)","[184.61367321564373, -692.9647091830788, 3042]"
"(30, 30, 3, 0)","[174.0833573695415, -660.1562328727404, 5858]"
"(30, 20, 4, 0)","[-838.7199999999813, 188.09206515408889, 1283]"
"(20, 20, 5, 0)","[-838.7199999999813, 187.70919075932733, 1144]"
"(20, 10, 6, 0)","[166.673292832549, 0, 1]"
"(-10, 70, -4, 130)","[173.7001989723127, 0, 743]"
"(-20, 80, -2, 140)","[186.41040611888735, 0, 1242]"
"(-30, 80, 1, 140)","[178.29059332588562, 0, 586]"
"(-40, 70, 3, 130)","[167.51512819574907, 0, 1162]"
"(-41, 70, 4, 130)","[188.34984685731038, 0, 21]"
"(-45, 60, 5, 120)","[192.5822711459025, 0, 23]"
"(-49, 60, 6, 120)","[195.19192941201408, 0, 20]"
"(60, 110, -7, 0)","[-598.5743197162086, -924.1229756116326, 21]"
"(50, 120, -5, 0)","[-965.186673776565, -1306.2358093494972, 13]"
"(40, 130, -2, 0)","[-2039.5254989357238, -2107.0320840874265, 9]"
"(30, 130, 0, 0)","[-1804.0929435335058, -317.37910534292416, 5]"
"(30, 130, 1, 0)","[-1551.128984942407, -1309.7254961160818, 3]"
"(-20, 70, -3, 110)","[193.14898380937908, 0, 1229]"
"(-40, 70, 2, 110)","[194.28924472125087, 0, 1229]"
"(-49, 60, 5, 100)","[196.50955273172116, 0, 36]"
"(-20, 40, -9, 40)","[196.37417817894703, 0, 3025]"
"(-30, 50, -8, 50)","[195.7646284457522, 0, 1878]"
"(-30, 50, -7, 60)","[195.83097887029177, 0, 899]"
"(-40, 60, -5, 70)","[195.66896831518042, 0, 791]"
"(-40, 70, -4, 70)","[193.38051340857612, 0, 3025]"
"(-41, 70, -3, 70)","[192.07901959854686, 0, 35]"
"(-45, 70, -2, 80)","[195.78359784037042, 0, 33]"
"(-49, 70, -1, 80)","[195.71150719770435, 0, 28]"
"(90, 80, 0, 0)","[194.49336852376243, 0, 2049]"
"(-10, 50, 4, -20)","[196.18331360163168, 0, 540]"
"(-10, 40, 5, -20)","[15.06168831999951, 0, 1]"
"(-20, 40, 6, -30)","[195.78363358850908, 0, 815]"
"(-20, 30, 7, -30)","[-838.3999999999811, 196.39786220740902, 421]"
"(-20, 20, 8, -40)","[-838.3999999999811, 0, 1]"
"(-30, 10, 9, -50)","[188.49596084527792, 0, 2]"
"(-30, 90, 3, 100)","[80.02987967692545, 0, 1]"
"(-45, 60, 7, 80)","[110.47572251079762, 0, 2]"
"(-49, 60, 8, 70)","[111.19463425019843, 0, 1]"
"(-10, 70, -7, 10)","[195.39384911923366, 0, 298]"
"(-10, 70, -6, 20)","[195.3448195326705, 0, 1199]"
