A,B 
"(-20, 50, 4, -70)","[184.58607465066743, 0, 281]"
"(-30, 40, 7, -90)","[-517.0828694786079, 183.1349761387165, 162]"
"(-40, 40, -9, -90)","[175.3131365258587, 0, 138]"
"(-40, 40, -8, -80)","[52.87669629202888, 0, 2]"
"(-40, 50, -7, -70)","[171.77173454520778, 0, 40]"
"(-43, 60, -6, -70)","[155.23010532388145, 0, 13]"
"(-47, 60, -5, -60)","[68.96524839069583, 0, 3]"
"(90, -60, -4, 0)","[173.2250338688632, 0, 66]"
"(80, -60, -3, 0)","[165.65956397380842, 0, 164]"
"(80, -50, -2, 0)","[178.6096989320016, 0, 263]"
"(80, -50, -1, 0)","[168.87687150975628, 0, 270]"
"(70, -50, 1, 0)","[170.83968239254577, 0, 181]"
"(60, -60, 2, 0)","[-303.722307775807, 145.0537280987205, 28]"
"(60, -60, 3, 0)","[3.2933721824510345, -407.13601113121814, 5]"
"(60, -60, 4, 0)","[-4.0021580987992955, -202.73011944324057, 7]"
"(50, -70, 5, 0)","[22.055488104006024, 0, 3]"
"(50, -70, 6, 0)","[13.922206315652474, 0, 4]"
"(40, -90, 8, 0)","[-760.0552854360042, -1923.7722361104159, 3]"
"(40, -100, 9, 0)","[-1499.0754858421801, -1367.4105413156374, 3]"
"(20, -130, 10, 0)","[186.4413210847089, 0, 2]"
"(-43, 70, 5, -30)","[187.77052176704524, 0, 221]"
"(-47, 70, 6, -30)","[185.87939441119119, 0, 95]"
"(100, 80, 1, 0)","[195.33054359528907, 0, 313]"
"(-20, 60, -6, 130)","[191.37693359419063, 0, 523]"
"(-47, 80, 2, 150)","[194.78257410783075, 0, 151]"
"(-10, 70, 1, -20)","[192.795950246423, 0, 504]"
"(-20, 60, 3, -30)","[193.90638637394653, 0, 813]"
"(-20, 60, 4, -30)","[193.53946660651738, 0, 776]"
"(-30, 50, 6, -40)","[191.78061948924633, 0, 504]"
"(-40, 30, 8, -60)","[-752.6399999999549, 193.30237169405112, 648]"
"(-40, 20, 9, -70)","[-752.6399999999549, 116.6613321604019, 2]"
"(-43, 10, 10, -80)","[149.96171929638535, 0, 1]"
"(-10, 70, -7, -60)","[184.66959975555272, 0, 47]"
"(-20, 80, -5, -50)","[181.6433409358548, 0, 49]"
"(-30, 90, -2, -40)","[173.15681908328057, 0, 47]"
"(-30, 90, -1, -40)","[181.56713779252618, 0, 80]"
"(-40, 90, 0, -40)","[180.75959317461772, 0, 49]"
"(-40, 90, 1, -40)","[182.17095107127952, 0, 76]"
"(-49, 80, 4, -50)","[125.00013245129111, 0, 2]"
"(60, 170, -9, 0)","[-1108.7059167245252, -1720.3634419482155, 23]"
"(50, 180, -8, 0)","[-1229.9152371897917, -1729.7520188894807, 46]"
"(50, 180, -7, 0)","[-1120.4321698096524, -2209.0035371365934, 51]"
"(40, 180, -6, 0)","[-1432.8717809969955, -2303.2501061355956, 101]"
"(-10, 50, -9, -20)","[194.89467786180512, 0, 24]"
"(-20, 70, -6, 0)","[194.87914974447858, 0, 297]"
"(-30, 80, -4, 10)","[193.92233096324824, 0, 24]"
"(-45, 80, 2, 10)","[165.76273153144055, 0, 7]"
"(-49, 80, 3, 10)","[186.34239929240312, 0, 7]"
"(-10, 50, -5, 100)","[82.58036493558247, 0, 1]"
"(-30, 60, 0, 110)","[91.71637257299838, 0, 1]"
"(-45, 40, 6, 90)","[122.80926418502008, 0, 1]"
"(-20, 90, -3, 140)","[193.93395591515446, 0, 439]"
"(-40, 90, 2, 140)","[194.07255069914564, 0, 439]"
"(-43, 80, 3, 140)","[195.5818166355315, 0, 340]"
"(20, 180, -4, 0)","[199.58232899037233, 0, 20]"
"(-10, 40, 0, 90)","[125.58436493763004, 0, 4]"
"(-30, 30, 5, 70)","[-751.6799999999546, 194.76019363495567, 16]"
"(-30, 20, 6, 60)","[-635.0600662056044, 0, 1]"
"(-45, 70, 2, 30)","[174.78485603643674, 0, 6]"
"(-49, 70, 3, 20)","[182.19681831614696, 0, 6]"
"(-45, 50, 6, 70)","[196.58069415486023, 0, 28]"
"(-40, 50, 5, 0)","[192.19791499797458, 0, 522]"
"(-43, 50, 6, -10)","[191.292903139565, 0, 288]"
"(60, 10, -3, 0)","[197.09398262017103, -625.1435134539108, 56]"
"(40, 10, 2, 0)","[-453.82201636109767, 112.64343452257081, 3]"
"(-10, 50, 0, 20)","[177.18275784824897, 0, 8]"
"(-10, 50, 1, 20)","[197.4744068813855, 0, 212]"
"(-20, 50, 2, 20)","[196.91482116103668, 0, 67]"
"(-30, 30, 6, 0)","[-751.5199999999545, 148.9170166718884, 4]"
"(-40, 20, 7, -10)","[-751.5199999999545, 0, 1]"
"(-20, 40, 3, 120)","[173.65199469221082, 0, 168]"
"(-30, 30, 5, 110)","[-640.9843673191531, 164.19382408283505, 25]"
"(-30, 30, -9, 110)","[138.47719670621308, 0, 5]"
"(-40, 40, -8, 120)","[160.71092266075118, 0, 50]"
"(-41, 50, -6, 130)","[131.62963967306624, 0, 5]"
"(-45, 60, -5, 140)","[109.10203559067787, 0, 6]"
"(-49, 60, -4, 140)","[152.74333040976217, 0, 5]"
"(-10, 70, -4, -20)","[193.1991636833037, 0, 437]"
"(-20, 70, -2, -20)","[192.04538044836875, 0, 398]"
"(-30, 70, 1, -20)","[189.63530629635773, 0, 377]"
"(-40, 70, 3, -20)","[189.167913283864, 0, 526]"
"(-45, 60, 5, -30)","[155.10325334165032, 0, 5]"
"(-49, 50, 6, -40)","[170.19568045920926, 0, 4]"
"(-43, 70, 2, 120)","[195.81101900982327, 0, 303]"
"(-47, 70, 3, 110)","[195.70662591795048, 0, 468]"
"(-20, 30, 7, 90)","[-751.3599999999545, 186.44484757261696, 219]"
"(-30, 20, 8, 80)","[-751.3599999999545, 0, 1]"
"(-30, 20, 9, 70)","[-427.25484617540707, 0, 2]"
"(-45, 60, 6, 180)","[54.98976442903125, 0, 2]"
"(-43, 50, 5, 170)","[195.44221626110814, 0, 129]"
"(-47, 50, 6, 170)","[195.28227186863842, 0, 315]"
"(-43, 70, 5, 110)","[196.16089271212297, 0, 769]"
"(-10, 70, -7, -40)","[192.53830212439613, 0, 88]"
"(-30, 90, -2, -20)","[191.74657785521268, 0, 88]"
"(-40, 90, 1, -20)","[190.12976164777848, 0, 156]"
"(-41, 60, 4, 110)","[171.00243650034145, 0, 10]"
"(-45, 50, 5, 110)","[106.54829813193976, 0, 3]"
"(-49, 50, 6, 100)","[195.76529520288625, 0, 18]"
"(-10, 90, -9, 160)","[-750.2399999999542, 0, 1]"
"(-10, 90, -8, 170)","[-750.2399999999542, 0, 1]"
"(-20, 100, -7, 170)","[-610.6866474730843, 0, 2]"
"(-10, 80, -9, 170)","[-750.0799999999541, -842.8482528043794, 3]"
"(-10, 90, -8, 180)","[-750.0799999999541, 0, 1]"
"(-20, 100, -7, 180)","[149.37109179130348, 0, 1]"
"(-20, 60, -1, 120)","[53.934016441037, 0, 1]"
"(-20, 60, 0, 120)","[65.17862458457365, 0, 1]"
"(-40, 50, 4, 110)","[62.74272066055777, 0, 1]"
"(-41, 40, 6, 100)","[184.55496103738568, 0, 6]"
"(-45, 40, 7, 100)","[195.70890336766666, 0, 28]"
"(-49, 30, 8, 90)","[195.83579906825062, 0, 24]"
"(100, -10, 8, 0)","[190.24652377640865, 0, 205]"
"(90, -20, 9, 0)","[188.09465168756338, 0, 939]"
"(-20, 60, -6, 150)","[184.4198690682599, 0, 333]"
"(-30, 70, -3, 160)","[184.46992747833264, 0, 230]"
"(-43, 70, 2, 160)","[195.2990797050666, 0, 164]"
"(-47, 70, 3, 160)","[194.86050126064688, 0, 218]"
"(-49, 50, 6, 90)","[196.260911541558, 0, 15]"
"(-30, 90, -3, -20)","[191.2999179907249, 0, 24]"
"(-43, 90, 2, -20)","[190.6740423094009, 0, 20]"
"(-47, 80, 3, -20)","[188.72007887446492, 0, 138]"
"(-20, 40, 4, -20)","[196.62919518248395, 0, 334]"
"(-43, 70, -3, 20)","[196.0180130928792, 0, 359]"
"(-47, 80, -2, 20)","[195.05664164843398, 0, 399]"
"(100, 70, 1, 0)","[195.39471741572424, 0, 328]"
"(-20, 50, 2, -10)","[195.90313829702487, 0, 50]"
"(-40, 30, 7, -30)","[193.47935075467578, 0, 304]"
"(-43, 40, -8, -30)","[195.2529472039559, 0, 57]"
"(-47, 50, -7, -20)","[194.6975711260629, 0, 208]"
"(-43, 80, -2, 110)","[195.3124234719209, 0, 46]"
"(100, 110, 0, 0)","[146.4081247527028, 0, 4]"
"(90, 100, 2, 0)","[195.08805280909527, -73.94351804716132, 586]"
"(-49, 80, -8, 40)","[53.84725588205599, 0, 1]"
"(-20, 70, 2, 80)","[195.8694671739307, 0, 1546]"
"(-30, 70, 3, 80)","[195.8576739848273, 0, 824]"
"(-41, 40, 8, 50)","[139.1965870951965, 0, 4]"
"(-45, 30, 9, 40)","[138.46269383739585, 0, 3]"
"(-49, 20, 10, 30)","[157.8739829220956, 0, 3]"
"(-30, 60, -7, -20)","[193.14298768874517, 0, 654]"
"(-43, 80, -2, 0)","[191.95775126317056, 0, 301]"
"(-47, 80, -1, 0)","[190.9829501452851, 0, 360]"
"(100, 0, 0, 0)","[190.82987111141222, 0, 175]"
"(90, 0, 1, 0)","[189.47895648959616, 0, 578]"
"(70, -20, 6, 0)","[189.13372620249547, 0, 606]"
"(20, -30, -8, 0)","[199.3755670460022, 0, 12]"
"(-45, 60, 6, 170)","[155.41728444714937, 0, 6]"
"(80, 160, -8, 0)","[-514.9377392603293, -969.1152819513376, 31]"
"(20, 240, -9, 0)","[199.61591286499288, 0, 58]"
"(-41, 80, -3, 10)","[150.4200785342348, 0, 10]"
"(-45, 80, -2, 10)","[176.8388010309859, 0, 12]"
"(-49, 80, -1, 10)","[189.20558438045077, 0, 12]"
"(-43, 80, -2, 90)","[195.42549141949982, 0, 726]"
"(100, 90, 0, 0)","[195.2241519495765, 0, 433]"
"(-43, 60, 5, 60)","[195.18112597986405, 0, 928]"
"(-47, 60, 6, 60)","[195.16948506673918, 0, 794]"
"(-10, 80, -9, 150)","[-748.7999999999537, 0, 1]"
"(-10, 90, -8, 150)","[-748.7999999999537, 0, 1]"
"(-20, 100, -7, 160)","[148.82368387682567, 0, 1]"
"(-45, 40, 7, 60)","[195.3146401299697, 0, 21]"
"(-43, 80, 3, 20)","[192.00040798400673, 0, 328]"
"(-47, 70, 4, 10)","[190.90844068443783, 0, 180]"
"(-20, 70, 1, 50)","[194.9168405946645, 0, 1897]"
"(-40, 50, 6, 30)","[-117.12982213224234, 195.00183693918027, 1897]"
"(-43, 40, 7, 20)","[190.15353574211065, 0, 137]"
"(-47, 30, 8, 10)","[189.49085433376706, 0, 166]"
"(100, 0, 9, 0)","[186.45559909157623, 0, 252]"
"(-10, 60, 5, 120)","[16.597534606936183, 0, 1]"
"(-10, 50, 6, 110)","[29.905962818892455, 0, 3]"
"(-20, 50, 7, 100)","[31.68435608089289, 0, 2]"
"(-20, 40, 8, 100)","[-748.6399999999537, 74.45722702923248, 2]"
"(-20, 30, 9, 90)","[-748.6399999999537, 0, 1]"
"(-30, 20, 10, 80)","[148.5195323159105, 0, 1]"
"(-10, 40, 0, 70)","[186.660011742518, 0, 9]"
"(-10, 40, 1, 70)","[196.4375374510515, 0, 79]"
"(-20, 40, 3, 60)","[196.01460831491738, 0, 280]"
"(-30, 20, 6, 50)","[-716.1175713915395, 104.18023332284497, 4]"
"(-10, 70, 3, 180)","[28.932914626120592, 0, 2]"
"(-10, 70, 4, 180)","[25.011394474052477, 0, 2]"
"(-10, 60, 5, 180)","[19.27349313527237, 0, 1]"
"(-20, 60, 6, 180)","[24.299767168261777, 0, 2]"
"(-20, 50, 7, 180)","[21.18867027796658, 0, 2]"
"(-30, 40, 8, 170)","[18.4473743970643, 0, 2]"
"(-30, 30, 9, 160)","[-748.3199999999536, 17.612738610782166, 2]"
"(-30, 20, 10, 150)","[-748.3199999999536, 0, 1]"
"(-40, 10, 10, 140)","[163.4186362259464, 0, 2]"
"(-43, 50, 6, 50)","[194.2335067564893, 0, 526]"
"(-30, 60, 3, 10)","[189.4087562785155, 0, 444]"
"(-47, 30, 8, -20)","[184.70714013277245, 0, 155]"
"(-30, 70, -6, 100)","[195.83491529490843, 0, 1023]"
"(-40, 80, -3, 110)","[195.95740923446846, 0, 1090]"
"(-20, 50, 2, -40)","[190.73639370675258, 0, 33]"
"(-43, 50, 6, 80)","[197.21019697442304, 0, 394]"
"(-10, 80, -4, 100)","[196.99957751963564, 0, 791]"
"(-41, 70, 5, 90)","[197.18271374496766, 0, 35]"
"(-49, 60, 7, 70)","[197.52230837650544, 0, 21]"
"(100, 60, 4, 0)","[195.51289688367947, 0, 566]"
"(-10, 80, -7, 60)","[7.475199999999534, 0, 1]"
"(-10, 90, -6, 70)","[-747.5199999999534, 0, 1]"
"(-20, 90, -5, 70)","[-747.5199999999534, 0, 1]"
"(-20, 100, -4, 80)","[148.95296297173596, 0, 1]"
"(-49, 80, 4, -20)","[191.4729105996704, 0, 16]"
"(-30, 60, -7, 80)","[196.13725130735455, 0, 1061]"
"(-30, 70, -5, 100)","[195.8907433562881, 0, 1041]"
"(-40, 80, -3, 100)","[195.9143543911753, 0, 509]"
"(-41, 80, -2, 100)","[195.49704933875702, 0, 31]"
"(-45, 80, -1, 110)","[195.394011241763, 0, 50]"
"(-49, 80, 0, 110)","[195.00392228364603, 0, 50]"
"(-10, 60, -8, 140)","[185.63981507055246, 0, 188]"
"(-10, 70, -7, 140)","[187.57159234338033, 0, 162]"
"(-20, 80, -5, 150)","[189.67276207421693, 0, 209]"
"(-30, 90, -3, 160)","[193.95727750593602, 0, 24]"
"(-30, 90, -2, 160)","[192.58912357752715, 0, 162]"
"(-40, 90, -1, 160)","[192.75289747539313, 0, 85]"
"(-40, 90, 0, 160)","[192.0034693251601, 0, 209]"
"(-40, 90, 1, 160)","[191.7495038036444, 0, 386]"
"(-43, 90, 2, 160)","[195.57242037444405, 0, 24]"
"(100, 150, 4, 0)","[195.26731705067263, 0, 305]"
"(90, 150, 5, 0)","[195.20598362997558, 0, 536]"
"(-45, 80, 4, -30)","[192.2588972775481, 0, 9]"
"(-30, 30, -9, 20)","[121.37252424634866, 0, 7]"
"(-30, 40, -7, 30)","[57.61726480290661, 0, 1]"
"(-41, 60, -4, 50)","[52.48495554726496, 0, 1]"
"(-45, 60, -3, 50)","[63.46034805869354, 0, 1]"
"(-49, 60, -2, 50)","[78.93207072431508, 0, 1]"
"(-10, 40, 6, 160)","[42.340987418122566, 0, 2]"
"(-10, 30, 7, 160)","[-746.7199999999531, 0, 1]"
"(-20, 30, 8, 150)","[-746.7199999999531, 0, 1]"
"(-20, 20, 9, 140)","[148.73140337165896, 0, 1]"
"(-10, 70, 3, 100)","[78.47176560891998, 0, 2]"
"(-10, 70, 4, 90)","[22.95754791112618, 0, 1]"
"(-10, 60, 5, 90)","[21.843272597863074, 0, 1]"
"(-20, 50, 7, 80)","[12.760442419198863, 0, 1]"
"(-30, 40, 8, 70)","[106.43619169619852, 0, 2]"
"(-30, 30, 9, 60)","[-746.559999999953, 0, 1]"
"(-30, 20, 10, 50)","[-746.559999999953, 0, 1]"
"(-40, 10, 10, 40)","[193.9067426936527, 0, 3]"
"(-41, 80, -3, 170)","[166.64544546265233, 0, 11]"
"(-45, 80, -2, 170)","[154.03202973681076, 0, 29]"
"(-47, 50, 7, -10)","[189.84538208294683, 0, 163]"
"(-10, 40, 6, 0)","[120.12478429817247, 0, 2]"
"(-20, 50, -7, 20)","[196.72849158176885, 0, 233]"
"(-30, 60, -5, 30)","[196.73789915218273, 0, 106]"
"(-40, 70, -3, 40)","[196.43837372553358, 0, 770]"
"(-40, 70, -2, 40)","[194.42416086472304, 0, 233]"
"(-43, 70, -1, 40)","[196.44927252402792, 0, 97]"
"(-47, 70, 0, 40)","[196.07172767059336, 0, 97]"
"(100, 40, 1, 0)","[195.47405829863348, 0, 257]"
"(90, 40, 2, 0)","[195.26183024394876, 0, 581]"
"(-43, 60, 4, 40)","[193.69584328980193, 0, 167]"
"(-20, 70, 1, 150)","[51.672811806411985, -464.69728696209756, 935]"
"(-40, 50, 6, 130)","[-92.8188423418867, -555.3884856955121, 905]"
"(100, 110, 9, 0)","[195.90488956285776, 0, 188]"
"(80, 120, -7, 0)","[85.93934196317036, -807.1305957918721, 180]"
"(70, 130, -5, 0)","[-130.53537446516515, -962.9399231913698, 21]"
"(50, 160, -7, 0)","[-1454.0809796553694, -2007.2099898907036, 16]"
"(-47, 70, 5, 130)","[195.58780965125175, 0, 649]"
"(100, 120, 6, 0)","[195.53034624196954, 0, 569]"
"(-20, 40, -8, -60)","[67.67029813985137, 0, 2]"
"(-43, 70, -2, -30)","[168.50601577032046, 0, 7]"
"(-47, 70, -1, -30)","[137.7607614918017, 0, 3]"
"(-49, 40, 7, 60)","[195.83669419192188, 0, 13]"
"(-20, 60, -2, 50)","[64.08114069064217, 0, 1]"
"(-40, 50, 5, 40)","[193.339294510131, 0, 1087]"
"(-43, 40, 6, 30)","[86.49421672849348, 0, 1]"
"(100, 20, 8, 0)","[191.23076371256434, 0, 308]"
"(-10, 70, -1, 10)","[194.69707773495054, 0, 758]"
"(-20, 70, 2, 10)","[193.88911302342086, 0, 1277]"
"(-30, 60, 4, 0)","[192.29909238942872, 0, 758]"
"(-40, 40, 7, -20)","[-106.89614607612292, 196.79529448780133, 1062]"
"(-43, 40, -9, -20)","[193.63897008549583, 0, 65]"
"(-47, 50, -8, -10)","[196.19897357817584, 0, 180]"
"(90, 0, -7, 0)","[195.30867248764315, 0, 567]"
"(80, 0, -6, 0)","[196.2840315292911, 0, 301]"
"(80, 10, -5, 0)","[195.30334913299723, 0, 957]"
"(70, 20, -2, 0)","[-108.76229482369294, 197.25992687196583, 951]"
"(60, 20, -1, 0)","[193.7681696859945, -562.7955134864624, 148]"
"(60, 20, 0, 0)","[193.35814122810336, -419.0055450289228, 162]"
"(60, 20, 1, 0)","[195.2788584808572, 0, 828]"
"(40, 10, 4, 0)","[195.3559832320279, 0, 34]"
"(40, 0, 6, 0)","[-1370.7369537217598, 194.5587311756374, 538]"
"(-20, 70, -6, 30)","[196.07022377773777, 0, 541]"
"(-43, 80, 2, 40)","[194.55530714474565, 0, 552]"
"(-47, 80, 3, 40)","[194.40447923909846, 0, 479]"
"(-20, 40, -9, -80)","[167.67997048732218, 0, 103]"
"(-40, 70, -4, -50)","[165.639715561433, 0, 103]"
"(-45, 70, -2, -40)","[36.8572024680613, 0, 1]"
"(-49, 70, -1, -40)","[41.50836128877293, 0, 1]"
"(80, -50, 3, 0)","[169.94648826457595, 0, 234]"
"(60, -80, 8, 0)","[-546.689166505736, 0, 4]"
"(60, -80, 9, 0)","[-765.1639169268684, -386.6264214048856, 2]"
"(20, -160, 10, 0)","[175.31961680303408, 0, 3]"
"(-10, 40, 0, 150)","[149.78478044369308, 0, 6]"
"(-20, 40, 3, 150)","[142.78188846835326, 0, 95]"
"(-30, 30, 5, 140)","[-710.2504255504489, 113.19605510957884, 19]"
"(-30, 30, -9, 140)","[33.24282331410883, 0, 1]"
"(-40, 50, -7, 160)","[108.24475661919155, 0, 106]"
"(-41, 50, -6, 160)","[31.00803451131811, 0, 1]"
"(-45, 60, -5, 170)","[32.57968785732325, 0, 2]"
"(-49, 60, -4, 170)","[36.439874666319405, 0, 1]"
"(90, 180, -3, 0)","[-181.13445163216574, -729.6725288386234, 201]"
"(70, 180, 2, 0)","[-206.28971205361566, -1107.1508802911083, 354]"
"(60, 170, 3, 0)","[-365.7044927130859, -1093.0249169166655, 214]"
"(60, 170, 4, 0)","[-145.5965940510002, -1215.9564751611033, 254]"
"(50, 160, 5, 0)","[-659.5177469577693, -1417.6702256347764, 118]"
"(50, 160, 6, 0)","[-523.0622505917258, -1393.6581756610074, 128]"
"(50, 150, 7, 0)","[-73.53846574891391, -1409.6097227241082, 209]"
"(40, 140, 8, 0)","[-525.8662468080867, -2033.6077991322554, 207]"
"(40, 130, 9, 0)","[48.88654235299349, -1426.2608529001197, 318]"
"(30, 120, 10, 0)","[147.20756491473594, -764.555140632834, 374]"
"(-47, 70, 6, 50)","[194.3517203039517, 0, 407]"
"(-43, 70, 5, 80)","[196.92758553953718, 0, 935]"
"(100, 70, 7, 0)","[197.14476857194384, 0, 1109]"
"(-20, 40, -9, -30)","[194.4906545530238, 0, 1029]"
"(-30, 50, -7, -20)","[192.74698150729785, 0, 216]"
"(-40, 60, -6, -10)","[194.3382749980842, 0, 1367]"
"(-40, 70, -4, 0)","[193.26668765200932, 0, 1029]"
"(-43, 70, -3, 0)","[193.02926006348395, 0, 243]"
"(-47, 70, -2, 0)","[192.07994786252846, 0, 139]"
"(100, 0, -1, 0)","[190.8583335800094, 0, 222]"
"(80, 0, 3, 0)","[190.36031529609485, 0, 955]"
"(70, -10, 5, 0)","[187.02167160766953, 0, 765]"
"(60, -30, 8, 0)","[-195.04223087770183, 188.9360718206033, 360]"
"(-41, 70, 4, 110)","[191.88255271992654, 0, 24]"
"(-45, 70, 5, 110)","[183.4998345716104, 0, 18]"
"(-49, 60, 6, 100)","[196.00486525759084, 0, 22]"
"(-10, 40, 4, 140)","[147.6603729003125, 0, 456]"
"(-41, 80, -3, 180)","[124.51778423770165, 0, 21]"
"(-45, 80, -2, 180)","[121.5189178151461, 0, 35]"
"(-49, 80, -1, 180)","[101.18622012536481, 0, 42]"
"(90, 180, 0, 0)","[84.32188114543146, 0, 1069]"
"(-10, 50, -7, -30)","[193.06359300805755, 0, 76]"
"(-30, 70, -2, -10)","[192.21816536093655, 0, 76]"
"(-40, 70, 1, -10)","[191.97192998180344, 0, 96]"
"(-45, 60, 4, -20)","[114.54422291449309, 0, 1]"
"(-47, 70, 5, 140)","[195.53436726518612, 0, 496]"
"(60, 160, -9, 0)","[-1048.7852124628992, -1146.0770725077543, 23]"
"(50, 170, -8, 0)","[-1247.0821028626615, -1652.7061443045932, 14]"
"(-43, 70, 5, 70)","[195.9357837949368, 0, 958]"
"(-47, 70, 6, 70)","[196.32051568717088, 0, 462]"
"(100, 50, 6, 0)","[194.66040382415258, 0, 780]"
"(-43, 60, 4, 60)","[195.38011592191398, 0, 264]"
"(-47, 50, 5, 60)","[195.4336491778592, 0, 172]"
"(-43, 70, 4, 20)","[191.87189674031129, 0, 546]"
"(-20, 50, 2, 50)","[195.56841044744942, 0, 72]"
"(-47, 60, -5, 70)","[194.00826740542627, 0, 134]"
"(90, 70, -4, 0)","[193.55972005863387, 0, 2170]"
"(-43, 70, -7, 110)","[48.16985007797247, 0, 1]"
"(100, 120, -5, 0)","[168.12008208287853, 0, 101]"
"(80, 130, -1, 0)","[172.97521603631787, 0, 908]"
"(80, 130, 0, 0)","[175.71699588889948, 0, 1165]"
"(60, 120, 4, 0)","[193.80646254322272, 0, 908]"
"(-41, 70, -3, 140)","[191.31022381386614, 0, 25]"
"(-10, 80, -2, 70)","[196.07324627690127, 0, 375]"
"(-10, 80, -1, 70)","[195.70679804176478, 0, 449]"
"(-10, 80, 0, 70)","[195.50738048325377, 0, 506]"
"(-20, 80, 1, 70)","[195.20755647432455, 0, 551]"
"(-30, 80, 3, 60)","[193.19435106451613, 0, 25]"
"(-30, 70, 4, 60)","[193.97124662189768, 0, 449]"
"(-30, 70, 5, 50)","[192.302310675281, 0, 89]"
"(-40, 60, 6, 50)","[193.64953169918243, 0, 551]"
"(-40, 60, 7, 40)","[192.1449083174548, 0, 72]"
"(-41, 50, 8, 30)","[35.005704269035746, 0, 1]"
"(-45, 40, 9, 20)","[38.9900647696562, 0, 1]"
"(-49, 30, 10, 10)","[44.62603510515381, 0, 1]"
"(100, 60, 8, 0)","[196.92483543975436, 0, 253]"
"(-10, 60, -3, 30)","[195.375271973159, 0, 164]"
"(-30, 60, 2, 30)","[193.92116498668844, 0, 164]"
"(80, 0, -7, 0)","[194.05177217406066, 0, 734]"
"(70, 10, -5, 0)","[-29.24775780797396, 196.8771969784253, 498]"
"(60, 20, -2, 0)","[190.79359365705778, -580.0204657236113, 243]"
"(50, 20, 0, 0)","[-374.65040974915894, -622.4706854682057, 6]"
"(-10, 60, 3, 70)","[196.36267989623488, 0, 1218]"
"(-30, 40, 7, 50)","[-657.2420374751983, 196.01797355516558, 875]"
"(-30, 30, 8, 40)","[-625.310246215311, 193.957156608587, 608]"
"(-40, 30, -9, 40)","[46.866286780625806, 0, 1]"
"(-43, 40, -7, 50)","[43.2801189326408, 0, 1]"
"(-47, 50, -6, 60)","[50.69441621587261, 0, 1]"
"(90, 60, -5, 0)","[193.59090337902722, 0, 1112]"
"(60, 70, 1, 0)","[189.09266518190793, 0, 2178]"
"(40, 50, 6, 0)","[184.51787856808798, -507.38483112431055, 2174]"
"(-43, 40, -9, 40)","[194.40638967657225, 0, 273]"
"(-47, 40, -8, 50)","[194.45182885420147, 0, 28]"
"(100, 60, -7, 0)","[194.02476921079204, 0, 472]"
"(-10, 70, -1, 60)","[195.7550997776612, 0, 1192]"
"(-10, 70, 0, 60)","[195.72777980874326, 0, 994]"
"(-20, 70, 1, 60)","[195.24974333652796, 0, 1956]"
"(-20, 70, 2, 60)","[194.94271732175756, 0, 1711]"
"(-30, 60, 4, 50)","[194.51381593971033, 0, 1192]"
"(-40, 50, 6, 40)","[193.1177861395254, 0, 1956]"
"(-40, 40, 7, 30)","[194.81070304879134, -498.8288972821083, 1152]"
"(-43, 40, -9, 30)","[194.14189673662946, 0, 433]"
"(-47, 50, -8, 40)","[193.72919208748047, 0, 394]"
"(90, 50, -7, 0)","[193.59163860227235, 0, 839]"
"(80, 60, -6, 0)","[193.42803221811175, 0, 933]"
"(80, 60, -5, 0)","[193.05824878139836, 0, 1748]"
"(70, 70, -3, 0)","[191.40609472358346, 0, 891]"
"(70, 70, -2, 0)","[191.05822396598978, 0, 1470]"
"(60, 70, -1, 0)","[190.20535695914558, 0, 969]"
"(60, 70, 0, 0)","[189.68598380962246, 0, 1748]"
"(50, 70, 2, 0)","[186.92343286079017, 0, 891]"
"(40, 60, 4, 0)","[184.24877539771794, -323.44030837166645, 968]"
"(-10, 80, -1, 150)","[79.93575825348192, 0, 121]"
"(-10, 80, 0, 150)","[65.90166371963105, 0, 145]"
"(-20, 80, 1, 150)","[57.55686839154997, 0, 143]"
"(-20, 80, 2, 150)","[0.7685136877381575, -449.18693585942924, 122]"
"(-30, 70, 4, 140)","[-12.183729666946679, -168.54779391990422, 119]"
"(-30, 60, 5, 140)","[-130.85364392093064, -526.1478517537614, 159]"
"(-40, 60, 6, 130)","[-87.77881734442842, -408.5605857063091, 140]"
"(-40, 50, 7, 120)","[-257.38488343164886, -448.78895360554424, 248]"
"(-43, 30, 9, 110)","[-1140.3003333180966, -704.3711659216765, 25]"
"(-47, 20, 10, 100)","[-557.8095063728917, -698.9638924491799, 9]"
"(100, 90, 10, 0)","[196.34889320402257, 0, 197]"
"(-47, 80, 3, 0)","[191.32099916162957, 0, 227]"
"(-20, 60, -2, 80)","[85.64345915171516, 0, 1]"
"(-30, 60, 1, 80)","[189.76791685925878, 0, 8]"
"(-43, 40, 6, 60)","[116.52737272376709, 0, 1]"
"(-10, 60, -4, 170)","[124.77846882384945, 0, 371]"
"(-10, 70, -3, 170)","[93.16348738236772, 0, 336]"
"(-30, 70, 2, 170)","[44.26195710019763, -732.0349623845085, 336]"
"(-40, 60, 3, 170)","[117.45652212869862, 0, 479]"
"(-40, 60, 4, 170)","[50.053280683335664, -548.5635803016227, 791]"
"(-40, 50, 5, 160)","[-71.59861860707451, -590.6681093311552, 534]"
"(-43, 50, 6, 160)","[195.3181222973431, 0, 146]"
"(-47, 40, 7, 150)","[195.25040020833578, 0, 145]"
"(100, 140, 8, 0)","[195.06043897735088, 0, 97]"
