A,B 
"(-40, 60, -6, 100)","[197.94410340168778, 0, 2201]"
"(-43, 70, -5, 100)","[198.25675440803812, 0, 373]"
"(-47, 70, -4, 110)","[198.2122675702803, 0, 600]"
"(90, 110, -3, 0)","[199.18770410812516, 0, 809]"
"(80, 110, -2, 0)","[199.4300809938931, 0, 1224]"
"(80, 110, -1, 0)","[199.41728198520116, 0, 1458]"
"(80, 110, 0, 0)","[196.28622907695126, -426.2804486834815, 1745]"
"(70, 110, 1, 0)","[199.39856790431486, 0, 933]"
"(70, 110, 2, 0)","[197.72668341401172, -1699.1999158703113, 1317]"
"(60, 110, 3, 0)","[199.3370546624337, 0, 1568]"
"(60, 100, 4, 0)","[199.30078733332127, 0, 1458]"
"(60, 100, 5, 0)","[197.14182659199201, -1986.5578916779143, 2380]"
"(50, 90, 6, 0)","[199.20723440123533, -1848.0813936456507, 933]"
"(50, 80, 7, 0)","[195.88509565264766, -2277.1920028202235, 793]"
"(40, 80, 8, 0)","[199.1203751182189, 0, 1566]"
"(40, 70, 9, 0)","[199.01471145744708, -1237.325950926737, 2028]"
"(40, 60, 10, 0)","[197.6318346949679, -859.2104151249065, 17055]"
"(30, 50, 10, 0)","[199.35042859805344, 0, 6252]"
"(30, 40, 10, 0)","[193.70625117532973, -796.6388082520212, 11660]"
"(20, 30, 10, 0)","[-890.8800000000077, 199.3580000222354, 13371]"
"(20, 20, 10, 0)","[-890.8800000000077, 0, 1]"
"(20, 10, 10, 0)","[195.95798810154815, 0, 2]"
"(60, 0, -8, 0)","[193.71385254671782, 0, 29237]"
"(60, 0, -7, 0)","[-39.80570550822673, 199.74301990120816, 27501]"
"(50, 10, -5, 0)","[-208.14021911362988, -755.3664759464016, 17]"
"(40, 20, -3, 0)","[192.8284535915169, 0, 5919]"
"(40, 20, -2, 0)","[23.15616784352879, 0, 8]"
"(30, 20, -1, 0)","[126.00565224078741, 0, 4]"
"(30, 20, 0, 0)","[-673.5969311609134, -781.1202001313732, 8]"
"(30, 20, 1, 0)","[-1578.486348192282, -883.9213930614569, 4]"
"(20, 20, 2, 0)","[195.6744329841695, 0, 5913]"
"(10, 30, -8, 0)","[78.2969041693999, 0, 1]"
"(-10, 60, -4, 80)","[199.76629902787295, 0, 617]"
"(-10, 60, -3, 80)","[199.4459163508987, 0, 965]"
"(-10, 60, -2, 80)","[199.83479901734705, 0, 213]"
"(-20, 60, -1, 80)","[70.54325401063419, 0, 1]"
"(-20, 60, 0, 80)","[72.8334624447886, 0, 1]"
"(-30, 60, 1, 80)","[192.55815214990753, 0, 3]"
"(-30, 60, 2, 80)","[199.2732163550017, 0, 965]"
"(-30, 60, 3, 80)","[199.19159884418463, 0, 1862]"
"(-40, 50, 4, 70)","[86.982359065184, 0, 1]"
"(-40, 50, 5, 70)","[199.19549859474756, 0, 1613]"
"(-41, 40, 6, 60)","[195.27683999485703, 0, 3]"
"(-45, 30, 7, 50)","[105.86347859964853, 0, 1]"
"(-49, 30, 8, 50)","[199.82234880751466, 0, 7]"
"(90, 40, 9, 0)","[199.87449486598135, 0, 10407]"
"(80, 20, 10, 0)","[199.8845661119794, 0, 70816]"
"(-10, 60, -5, 110)","[199.8836983505408, 0, 2712]"
"(-10, 70, -4, 110)","[199.90763416330304, 0, 5808]"
"(-20, 70, -3, 110)","[199.90202299412599, 0, 6381]"
"(-20, 70, -2, 110)","[199.87176705691184, 0, 4318]"
"(-30, 70, -1, 120)","[199.839579952643, 0, 457]"
"(-30, 70, 0, 120)","[199.85568210463455, 0, 2712]"
"(-30, 70, 1, 110)","[199.85398081456202, 0, 3972]"
"(-40, 70, 2, 110)","[199.8791202338392, 0, 6381]"
"(-41, 60, 4, 110)","[199.80793491785744, 0, 27]"
"(-45, 60, 5, 100)","[199.7498058242384, -852.4597571112547, 45]"
"(-49, 50, 6, 90)","[199.75663904449237, -983.1603747465239, 21]"
"(-10, 50, -9, 10)","[199.81679544877127, 0, 222]"
"(-10, 60, -8, 20)","[199.83881916751056, 0, 319]"
"(-20, 60, -7, 20)","[199.82337249652375, 0, 4445]"
"(-20, 70, -6, 30)","[199.76541205956624, 0, 417]"
"(-20, 80, -5, 30)","[199.83697896220352, 0, 453]"
"(-30, 80, -4, 40)","[199.79304599305618, 0, 222]"
"(-30, 80, -3, 40)","[199.73772203807468, 0, 2262]"
"(-40, 80, -2, 40)","[199.81615262968916, 0, 4445]"
"(-40, 90, -1, 40)","[199.63089295734355, 0, 184]"
"(-40, 90, 0, 40)","[199.83643026471015, 0, 453]"
"(-43, 80, 1, 40)","[199.70275996706988, 0, 972]"
"(-47, 80, 2, 40)","[199.70024489009373, 0, 1023]"
"(90, 40, 3, 0)","[199.48593955348144, 0, 4040]"
"(80, 30, 4, 0)","[199.79190919259918, 0, 7162]"
"(80, 20, 6, 0)","[199.76282255415498, 0, 5824]"
"(-10, 70, -5, 20)","[199.77031434939323, 0, 3645]"
"(-20, 80, -1, 30)","[199.8755446490147, 0, 4242]"
"(-30, 80, 0, 30)","[199.62430823946133, 0, 3645]"
"(-40, 70, 4, 20)","[199.852218518967, 0, 4242]"
"(-43, 60, 5, 20)","[199.76016016472352, 0, 2231]"
"(-47, 50, 6, 10)","[199.9140412061449, 0, 1323]"
"(100, 0, 7, 0)","[199.94934225745592, 0, 1026]"
"(90, 0, 8, 0)","[199.69562080662905, 0, 5358]"
"(-10, 50, -8, 60)","[199.82551375496166, 0, 3007]"
"(-20, 60, -5, 80)","[199.8784293790256, 0, 466]"
"(-30, 70, -3, 80)","[199.7960732855121, 0, 665]"
"(-40, 70, 0, 90)","[199.84704448436167, -843.6281726250414, 465]"
"(-41, 70, 2, 80)","[198.9952340238125, 0, 8]"
"(-45, 70, 3, 80)","[199.51845520322382, 0, 14]"
"(-49, 60, 4, 80)","[174.0945805531993, 0, 2]"
"(90, 70, 5, 0)","[199.87271034427232, 0, 3038]"
"(70, 50, 8, 0)","[199.84783339933745, -514.0847587595458, 5153]"
"(60, 30, -9, 0)","[199.65789047539474, 0, 1851]"
"(50, 50, -6, 0)","[199.6629691562475, 0, 1954]"
"(40, 60, -4, 0)","[199.69982531891145, 0, 1850]"
"(30, 60, -3, 0)","[150.19940277496565, 0, 24]"
"(10, 60, 2, 0)","[106.09696567470156, 0, 24]"
"(10, 60, 3, 0)","[199.8597049041165, 0, 952]"
"(0, 50, 5, 0)","[199.88347005605002, 0, 958]"
"(-10, 40, 7, 50)","[81.1565889801397, 0, 2]"
"(-10, 30, 8, 40)","[-890.7600000000078, 84.62125984825568, 2]"
"(-10, 20, 9, 30)","[-890.7600000000078, 0, 1]"
"(-20, 10, 10, 20)","[196.2887606427476, 0, 2]"
"(-10, 50, -7, 150)","[197.34407068445944, 0, 389]"
"(-10, 50, -6, 160)","[105.40690380264164, 0, 2]"
"(-10, 60, -5, 160)","[199.22082105516864, 0, 1666]"
"(-20, 60, -4, 170)","[188.77325242526638, 0, 7]"
"(-20, 70, -3, 170)","[199.15677394165067, 0, 3586]"
"(-30, 70, -2, 170)","[196.25906067103648, 0, 389]"
"(-30, 70, -1, 170)","[198.4666663478677, 0, 227]"
"(-30, 70, 0, 170)","[199.20801497408368, 0, 1666]"
"(-40, 70, 1, 170)","[195.38083461702556, 0, 613]"
"(-40, 70, 2, 170)","[199.192040160228, -1266.5049663146021, 3586]"
"(-41, 60, 3, 170)","[55.68880842846416, 0, 1]"
"(-45, 60, 4, 160)","[49.348093849262305, 0, 5]"
"(-49, 50, 5, 160)","[54.807022736612005, 0, 1]"
"(90, 150, 6, 0)","[197.75382817993034, -474.0915617092883, 2604]"
"(80, 140, 7, 0)","[197.60422452208545, -159.10635345650462, 3569]"
"(80, 140, 8, 0)","[197.41612165768962, -1144.3146593711663, 4333]"
"(70, 130, 9, 0)","[191.6126491124093, -1504.4332291591647, 994]"
"(70, 120, 10, 0)","[197.5253483901814, -1594.4038628384355, 11329]"
"(70, 110, 10, 0)","[197.4379325958636, -826.9113872409141, 17904]"
"(60, 100, 10, 0)","[197.3610105007711, -852.8676017811466, 17644]"
"(50, 80, 10, 0)","[197.4490968731534, -853.8357992064449, 10789]"
"(40, 50, 10, 0)","[196.86806222077485, -831.6770798248381, 26654]"
"(30, 30, 10, 0)","[-1653.2918230206483, 198.67077510348307, 19750]"
"(70, -10, -8, 0)","[199.8162765884878, 0, 14618]"
"(40, 20, -1, 0)","[-620.3875162941636, -793.6909288186137, 11]"
"(-10, 70, -5, 70)","[199.8385733371897, 0, 7516]"
"(-10, 80, -3, 80)","[199.78889857308712, 0, 7097]"
"(-20, 80, -2, 80)","[199.6969077580329, 0, 10418]"
"(-20, 80, -1, 80)","[199.76596362340106, 0, 9594]"
"(-30, 80, 0, 80)","[199.81046754099668, 0, 7516]"
"(-30, 80, 1, 80)","[199.77568993545054, 0, 5079]"
"(-30, 80, 2, 80)","[199.7750884134136, 0, 7097]"
"(-40, 70, 4, 70)","[199.7953330299138, 0, 9594]"
"(-45, 60, 6, 60)","[199.63806176849428, 0, 67]"
"(-49, 50, 7, 60)","[199.67114207596796, 0, 80]"
"(-49, 50, 7, 50)","[199.6210409244428, 0, 76]"
"(-20, 80, -3, 10)","[195.43466904837535, 0, 3237]"
"(-40, 80, 2, 10)","[197.10493310482394, 0, 3237]"
"(-43, 70, 3, 0)","[186.00514208363376, 0, 912]"
"(-47, 70, 4, 0)","[180.49959322475826, 0, 1169]"
"(80, -30, 8, 0)","[197.9058456936678, -748.7422636399853, 1070]"
"(70, -30, 9, 0)","[-226.02583575945684, 199.72872970258746, 3236]"
"(130, 10, -2, 0)","[199.3862778036498, 0, 37]"
"(120, 10, 1, 0)","[199.3328570511706, 0, 37]"
"(100, -10, 6, 0)","[199.76310451465278, 0, 1224]"
"(-10, 50, 1, -40)","[199.6549027357512, 0, 2027]"
"(-30, 50, -8, -40)","[199.592122114945, 0, 3081]"
"(-40, 60, -7, -30)","[198.42327309062978, 0, 2624]"
"(-41, 70, -5, -20)","[188.37317235917922, 0, 7]"
"(-49, 80, -3, -10)","[165.21174465829432, 0, 2]"
"(90, -10, -2, 0)","[194.45239545457355, 0, 3261]"
"(80, -10, 0, 0)","[199.1669203836097, 0, 5296]"
"(70, -10, 2, 0)","[199.73924513926767, 0, 3219]"
"(50, -30, 6, 0)","[-371.27609302376095, 0, 2]"
"(100, 10, -5, 0)","[199.80492456990564, 0, 728]"
"(80, 20, -1, 0)","[199.81901550091422, 0, 4241]"
"(80, 20, 0, 0)","[199.81125735256495, 0, 4919]"
"(60, 10, 4, 0)","[199.84911545529155, 0, 1934]"
"(-45, 70, 4, 20)","[199.68280915284618, 0, 23]"
"(-10, 50, -7, 60)","[199.85701027785313, 0, 759]"
"(-30, 70, -2, 80)","[199.82533355454405, 0, 759]"
"(-30, 80, -1, 80)","[199.83691966128129, 0, 7582]"
"(-40, 70, 1, 80)","[199.83233452974065, 0, 1180]"
"(-45, 70, 4, 70)","[199.77345946398572, 0, 31]"
"(90, 60, 6, 0)","[199.8076691709226, 0, 6382]"
"(60, 50, -7, 0)","[199.80420577380156, 0, 2743]"
"(40, 70, -2, 0)","[199.77827368835057, 0, 2743]"
"(30, 70, 1, 0)","[199.7423361558794, 0, 2247]"
"(10, 50, 6, 0)","[199.68900212471988, 0, 2246]"
"(-10, 40, -9, 0)","[199.8142349217312, 0, 3415]"
"(-10, 50, -8, 10)","[199.78807357740052, 0, 2230]"
"(-20, 50, -7, 20)","[199.74878928058752, 0, 2113]"
"(-20, 60, -6, 20)","[199.79933215128082, 0, 4533]"
"(-30, 70, -4, 30)","[199.78535295580033, 0, 3415]"
"(-30, 70, -3, 40)","[199.77420354564632, 0, 360]"
"(-40, 70, -2, 40)","[199.68736748655513, 0, 2113]"
"(-40, 70, -1, 40)","[199.6672870263716, 0, 1256]"
"(-41, 70, 0, 40)","[85.0560505298748, 0, 1]"
"(-45, 70, 1, 40)","[90.01685119531946, 0, 1]"
"(-49, 70, 2, 40)","[95.88092090672568, 0, 1]"
"(90, 30, 3, 0)","[199.79280305886294, 0, 2840]"
"(90, 30, 4, 0)","[199.79235714743774, 0, 2891]"
"(80, 20, 5, 0)","[199.77172818267383, 0, 7075]"
"(-10, 70, -5, 40)","[199.74700943714262, 0, 5352]"
"(-20, 80, -3, 50)","[199.70842850178633, 0, 5934]"
"(-20, 80, -2, 50)","[199.687663634724, 0, 7578]"
"(-20, 80, -1, 50)","[199.26378981470546, 0, 6529]"
"(-30, 80, 0, 50)","[199.63930594170955, 0, 5352]"
"(-30, 80, 1, 50)","[199.79457394565236, 0, 3753]"
"(-40, 80, 2, 50)","[199.5838643030912, 0, 5934]"
"(-40, 70, 4, 40)","[199.24935119316908, 0, 6529]"
"(-43, 60, 5, 40)","[199.8151998024446, 0, 3445]"
"(-47, 60, 6, 30)","[199.8409109967333, 0, 1358]"
"(80, 0, 10, 0)","[199.4412906701478, 0, 62926]"
"(40, -20, -5, 0)","[-1902.8147937757426, -2518.9110583291317, 14]"
"(-30, 80, -1, 110)","[199.90903593089502, 0, 7204]"
"(-40, 80, 1, 110)","[199.90301889230582, 0, 8829]"
"(-41, 80, 2, 110)","[199.20837564771293, 0, 10]"
"(-45, 70, 3, 110)","[199.37700238874757, 0, 15]"
"(-49, 70, 4, 100)","[199.770590088918, 0, 15]"
"(90, 100, 5, 0)","[199.74531138747437, -32.370779975855044, 2626]"
"(70, 80, 8, 0)","[198.46419354622475, -545.2092024053932, 2956]"
"(60, 60, -9, 0)","[-1000.1755930048653, -1264.5137308471958, 30]"
"(50, 70, -7, 0)","[-116.09124130830699, -1085.2433516074252, 12]"
"(50, 80, -6, 0)","[-1303.9426819313678, -2437.4778345068303, 19]"
"(40, 80, -5, 0)","[-1088.7407979950735, -2316.995495595753, 9]"
"(40, 90, -4, 0)","[-1605.5698977944255, -2271.138062039371, 15]"
"(30, 90, -3, 0)","[-1692.3251529622255, -1925.493878440056, 8]"
"(30, 90, -2, 0)","[-126.46126564991812, -1522.8331631489368, 7]"
"(30, 90, -1, 0)","[178.38180699774907, 0, 9]"
"(20, 90, 0, 0)","[108.49194340510437, 0, 4]"
"(20, 90, 1, 0)","[108.64179070854205, 0, 8]"
"(10, 90, 2, 0)","[56.788409518157636, 0, 2]"
"(10, 90, 3, 0)","[65.0273344086834, 0, 3]"
"(10, 80, 4, 0)","[174.91341100631925, 0, 9]"
"(0, 80, 5, 0)","[49.04199619575733, 0, 2]"
"(0, 70, 6, 0)","[110.3661076014484, 0, 8]"
"(-10, 60, 7, -40)","[22.809546144401153, 0, 1]"
"(-10, 60, 8, -50)","[16.43733061020022, 0, 1]"
"(-10, 50, 9, -60)","[8.904600000000082, 0, 1]"
"(-20, 40, 10, -70)","[-890.4600000000081, 0, 1]"
"(-20, 30, 10, -80)","[-741.2730885419509, 0, 1]"
"(-10, 70, -3, 90)","[199.78705135194377, 0, 5686]"
"(-20, 70, -2, 90)","[199.76378116771127, 0, 4431]"
"(-20, 70, -1, 90)","[199.7376172908231, 0, 6756]"
"(-30, 70, 1, 90)","[199.81072871285397, 0, 4059]"
"(-30, 70, 2, 90)","[199.79461004017617, 0, 5686]"
"(-40, 60, 4, 80)","[199.7588492229418, 0, 6756]"
"(-41, 60, 5, 80)","[199.77446553628897, 0, 70]"
"(-45, 50, 6, 70)","[199.71828252653967, 0, 39]"
"(-49, 40, 7, 60)","[199.71242699766464, 0, 20]"
"(70, 30, -9, 0)","[199.79543016291228, 0, 1895]"
"(70, 40, -8, 0)","[199.79537850544355, 0, 1356]"
"(50, 60, -4, 0)","[199.78252860999646, 0, 1895]"
"(40, 70, -1, 0)","[199.76838711239907, 0, 3487]"
"(20, 60, 3, 0)","[199.68470206712274, 0, 2794]"
"(20, 60, 4, 0)","[199.7056826082514, 0, 3486]"
"(10, 40, 7, 0)","[199.83504814129685, 0, 1356]"
"(0, 30, 8, 0)","[-824.9837867455129, 199.80128910109573, 198]"
"(-10, 30, -9, 0)","[166.15930505415247, 0, 3]"
"(-10, 40, -8, 10)","[192.16711072705286, 0, 7]"
"(-10, 50, -7, 20)","[199.7656913633587, 0, 448]"
"(-20, 60, -5, 30)","[199.75572589471022, 0, 310]"
"(-30, 60, -4, 30)","[174.18480100272666, 0, 3]"
"(-30, 70, -2, 40)","[199.70382083202048, 0, 448]"
"(-40, 70, 0, 40)","[199.66641092278618, 0, 310]"
"(-41, 70, 1, 40)","[178.20704742714804, 0, 4]"
"(-45, 70, 2, 30)","[183.7052224361697, 0, 3]"
"(-49, 60, 3, 30)","[161.8644587148168, 0, 2]"
"(-10, 60, 0, 70)","[198.68519136993672, 0, 1468]"
"(-10, 60, 1, 70)","[198.05650761522625, 0, 2010]"
"(-20, 60, 2, 70)","[198.30462246564184, 0, 1490]"
"(-20, 50, 3, 60)","[195.56068806942574, 0, 2922]"
"(-20, 50, 4, 60)","[197.40084700619224, 0, 2984]"
"(-30, 40, 5, 50)","[194.77815525308512, 0, 1515]"
"(-30, 40, 6, 50)","[196.88897939598297, 0, 2010]"
"(-40, 30, 7, 40)","[-890.4300000000081, 197.441182167942, 1132]"
"(-40, 20, 8, 30)","[-890.4300000000081, 95.19526633785975, 3]"
"(-40, 10, 9, 20)","[196.2322084635408, 0, 2]"
"(120, -60, 5, 0)","[199.3506402581142, 0, 33]"
"(110, -80, 7, 0)","[199.28350348761535, 0, 33]"
"(60, -60, 1, 0)","[15.23599295829714, -1752.521280392647, 7]"
"(-10, 60, -7, 110)","[199.57262387918342, 0, 3077]"
"(-10, 70, -5, 130)","[199.85518851588085, 0, 6149]"
"(-20, 70, -4, 130)","[199.85989210948753, 0, 6208]"
"(-30, 80, -2, 130)","[199.5737402517903, 0, 3077]"
"(-30, 80, -1, 140)","[199.86137961879336, 0, 5745]"
"(-30, 80, 0, 140)","[199.87034625851186, 0, 6149]"
"(-40, 80, 1, 130)","[199.89049217377854, 0, 7658]"
"(-41, 70, 3, 130)","[197.11783325072665, 0, 17]"
"(-45, 70, 4, 130)","[197.9606142417693, 0, 18]"
"(-49, 60, 5, 120)","[199.7067103497874, -1072.4730657974608, 18]"
"(80, 110, 7, 0)","[199.3732111983416, -1206.1562061688346, 6455]"
"(-10, 40, 1, 10)","[186.0081180442925, 0, 5]"
"(-10, 40, 2, 10)","[199.82837025708335, 0, 117]"
"(-20, 40, 4, 0)","[199.86168879819502, 0, 3251]"
"(-20, 30, 5, -10)","[-890.3100000000082, 199.6624805388838, 2236]"
"(-30, 20, 6, -10)","[-890.3100000000082, 126.64375709553896, 4]"
"(-30, 20, 7, -20)","[176.67930045157203, 0, 1]"
"(-10, 80, -3, 50)","[199.85573262840836, 0, 5219]"
"(-30, 80, 2, 50)","[199.79082847164042, 0, 5219]"
"(-41, 60, 5, 30)","[199.76415463572295, 0, 57]"
"(-45, 60, 6, 30)","[199.82581205329623, 0, 55]"
"(-49, 50, 7, 20)","[199.68448749637116, 0, 62]"
"(30, -30, 8, 0)","[-1541.6825756694147, -2346.425675978322, 4]"
"(30, -40, 9, 0)","[-2455.635086338136, -680.9751068343407, 3]"
"(-10, 60, 2, 20)","[199.7138602120528, 0, 876]"
"(-30, 30, 7, -10)","[-839.3911676962662, 199.8762167461424, 1742]"
"(-40, 30, -9, -10)","[113.98359205129512, 0, 5]"
"(-41, 40, -8, 0)","[172.17699185395153, 0, 3]"
"(-45, 50, -7, 10)","[189.60815178351388, 0, 6]"
"(-49, 50, -6, 10)","[110.63791964956263, 0, 2]"
"(80, 20, -4, 0)","[199.75241316471718, 0, 2997]"
"(-10, 30, 9, 90)","[-890.1900000000084, 0, 1]"
"(-10, 20, 10, 80)","[176.6486557438287, 0, 1]"
"(70, -20, -9, 0)","[199.76356544176673, 0, 9713]"
"(50, 10, -4, 0)","[-475.0074524247179, 0, 3]"
"(-10, 60, -1, 30)","[199.63843643159, 0, 20]"
"(-10, 60, 0, 30)","[198.74725104139353, 0, 1626]"
"(-10, 60, 1, 30)","[198.5780320296192, 0, 2445]"
"(-20, 60, 2, 20)","[199.85781293241868, 0, 1478]"
"(-20, 60, 3, 20)","[199.8526823536404, 0, 1469]"
"(-30, 50, 4, 20)","[199.6892575305933, 0, 20]"
"(-30, 50, 5, 10)","[199.85135651845604, 0, 1363]"
"(-30, 40, 6, 10)","[199.16151998478958, 0, 2445]"
"(-40, 40, 7, 0)","[199.4941842964468, 0, 1601]"
"(-40, 30, 8, -10)","[-890.1600000000084, 199.85965170483982, 1404]"
"(-41, 20, 9, -20)","[-890.1600000000084, -844.5222533106638, 2]"
"(-45, 10, 10, -30)","[176.69983544441513, 0, 1]"
"(-10, 60, -5, 10)","[199.6990153446386, 0, 1028]"
"(-10, 70, -3, 10)","[199.45799310641283, 0, 1494]"
"(-20, 70, -1, 20)","[199.61734838041892, 0, 2223]"
"(-30, 70, 0, 20)","[199.56583047805452, 0, 1028]"
"(-30, 70, 2, 10)","[199.6026354042586, 0, 1494]"
"(-40, 60, 4, 10)","[199.42055847886158, 0, 2223]"
"(-49, 40, 7, -10)","[198.53846565881764, 0, 4]"
"(-10, 60, -3, 110)","[199.77963539797142, 0, 978]"
"(-10, 70, -2, 110)","[199.84704436928772, 0, 3793]"
"(-10, 70, -1, 110)","[199.35513283083174, 0, 227]"
"(-20, 70, 0, 110)","[199.8577834618417, 0, 4410]"
"(-20, 70, 1, 110)","[199.81577020615225, 0, 3889]"
"(-30, 60, 2, 110)","[199.68437904558076, 0, 978]"
"(-30, 60, 3, 110)","[199.80320108451704, 0, 1852]"
"(-30, 60, 4, 100)","[199.28983379835998, 0, 227]"
"(-40, 50, 5, 100)","[199.78128573695994, 0, 1639]"
"(-40, 50, 6, 90)","[199.77003246820135, 0, 3888]"
"(-41, 40, 7, 90)","[199.6793093774088, 0, 35]"
"(-45, 30, 8, 80)","[199.84975504343066, 0, 23]"
"(-49, 20, 9, 70)","[199.86339966446644, 0, 19]"
"(90, 60, 10, 0)","[199.91632113786733, 0, 15958]"
"(0, 50, -9, 0)","[199.906561101121, 0, 59847]"
"(-10, 60, -8, -30)","[199.5337622000006, 0, 142]"
"(-10, 60, -7, -20)","[196.93536154488925, 0, 1573]"
"(-10, 70, -6, -10)","[196.45388537021736, 0, 1980]"
"(-20, 70, -5, -10)","[196.30611795094478, 0, 2198]"
"(-20, 80, -4, -10)","[199.84559667863078, -1357.8310834202534, 1454]"
"(-30, 80, -3, 0)","[199.3249556723727, 0, 1402]"
"(-30, 80, -2, 0)","[194.78566537012875, 0, 1573]"
"(-30, 80, -1, 0)","[193.94610039596535, 0, 2151]"
"(-40, 80, 0, 0)","[192.96607957591263, 0, 2198]"
"(-40, 80, 1, 0)","[191.8235653400203, 0, 2900]"
"(-41, 80, 2, 0)","[194.21846410363696, 0, 8]"
"(-45, 80, 3, -10)","[70.8184317697884, 0, 1]"
"(-49, 70, 4, -10)","[198.89471903416342, 0, 11]"
"(80, -30, 7, 0)","[199.67902647646522, 0, 2577]"
"(80, -40, 8, 0)","[-49.44489434833113, 199.87441191905435, 1009]"
"(60, -20, -7, 0)","[199.52801326657942, 0, 1836]"
"(60, -10, -6, 0)","[199.78325115637764, 0, 13056]"
"(50, 0, -3, 0)","[199.42003435498043, -760.2710387750868, 752]"
"(40, 0, -2, 0)","[199.4144946734152, -651.4951621830398, 704]"
"(-20, 30, 5, 110)","[-633.2270061742647, 197.56499132964723, 193]"
"(-30, 30, -9, 110)","[198.26224223361586, 0, 9]"
"(-40, 40, -8, 120)","[179.86578520026055, 0, 4]"
"(-40, 50, -7, 120)","[198.65338384909566, 0, 298]"
"(-40, 50, -6, 130)","[197.96701582580184, 0, 32]"
"(-43, 60, -5, 140)","[166.97397864615527, 0, 27]"
"(-47, 60, -4, 140)","[55.62246929295418, 0, 1]"
"(90, 140, -3, 0)","[196.91843907590564, 0, 376]"
"(80, 140, -2, 0)","[199.05868951025698, -710.5780895730413, 1023]"
"(80, 150, -1, 0)","[195.94250331716242, -1617.3283223785188, 377]"
"(80, 150, 0, 0)","[197.06801306401908, -1629.7089611206106, 413]"
"(70, 140, 1, 0)","[198.06973614876514, 0, 660]"
"(70, 140, 2, 0)","[198.65609458349806, -1736.9645946232001, 477]"
"(60, 140, 3, 0)","[197.05660700897894, -1777.6065814740339, 644]"
"(60, 140, 4, 0)","[199.07339015926823, 0, 371]"
"(60, 130, 5, 0)","[198.5458493042125, 0, 571]"
"(50, 120, 6, 0)","[199.35374841351046, 0, 655]"
"(50, 120, 7, 0)","[198.9542062113434, 0, 349]"
"(40, 110, 8, 0)","[199.40302616545483, 0, 640]"
"(40, 100, 9, 0)","[198.18934309833458, 0, 573]"
"(40, 90, 10, 0)","[197.55673486903478, 0, 2805]"
"(30, 80, 10, 0)","[199.71593394978794, 0, 2650]"
"(30, 70, 10, 0)","[199.4640946521858, 0, 2783]"
"(20, 60, 10, 0)","[199.64948799795056, 0, 4233]"
"(20, 50, 10, 0)","[199.60889335961772, 0, 5580]"
"(20, 40, 10, 0)","[199.39735986154278, 0, 7201]"
"(10, 30, 10, 0)","[-890.0700000000085, 199.8809617444543, 6155]"
"(10, 20, 10, 0)","[-740.4501761497718, 191.23390496589548, 7]"
"(-10, 60, 0, 160)","[91.36265481333099, -774.4756385110816, 297]"
"(-10, 60, 1, 160)","[100.18276811544332, -1034.9688482677568, 324]"
"(-10, 50, 2, 160)","[96.21639257185925, -797.9376663455123, 71]"
"(-20, 50, 3, 160)","[117.11018516387352, -1027.81998199355, 218]"
"(-20, 50, 4, 150)","[-835.0535698523993, 124.04429207359571, 289]"
"(-30, 40, 5, 150)","[-1222.8725336704692, -400.9947823167476, 82]"
"(-30, 40, 6, 140)","[-458.5473056849546, -1183.9603714198233, 54]"
"(-30, 30, 7, 140)","[-1595.7442484203289, -1325.774914387453, 13]"
"(-40, 20, 8, 130)","[-890.0100000000085, -1106.6340496635928, 7]"
"(-40, 10, 9, 120)","[195.44712545793413, 0, 2]"
"(-10, 60, -3, 120)","[199.8966552341684, 0, 927]"
"(-10, 70, -2, 120)","[199.65199255722254, 0, 3739]"
"(-10, 70, -1, 120)","[199.60127115080198, 0, 212]"
"(-20, 70, 0, 120)","[199.7483398011638, 0, 4389]"
"(-20, 70, 1, 120)","[199.7144482683762, 0, 3816]"
"(-30, 60, 2, 120)","[199.89002822355823, 0, 927]"
"(-30, 60, 4, 110)","[199.59751169136635, 0, 212]"
"(-40, 50, 5, 110)","[199.9095776236121, 0, 1578]"
"(-40, 50, 6, 100)","[199.88066153420502, 0, 3816]"
"(-49, 20, 9, 80)","[199.82396670106715, 0, 17]"
"(90, 70, 10, 0)","[199.83562111138636, 0, 15218]"
"(-10, 60, -8, 90)","[199.7426532451734, 0, 349]"
"(-10, 70, -7, 100)","[199.5872291968918, 0, 268]"
"(-10, 70, -6, 110)","[199.89847030415513, 0, 3938]"
"(-20, 80, -5, 110)","[199.80607389277188, 0, 456]"
"(-20, 80, -4, 120)","[199.8773709467921, 0, 3306]"
"(-30, 90, -3, 120)","[199.3916684924091, 0, 69]"
"(-30, 90, -2, 120)","[199.4551364005182, 0, 268]"
"(-30, 90, -1, 120)","[199.80363329157404, 0, 1537]"
"(-40, 90, 0, 120)","[199.78464977779856, 0, 456]"
"(-40, 90, 1, 120)","[199.8023262114355, 0, 1201]"
"(-41, 90, 2, 120)","[46.04730941743502, 0, 1]"
"(-45, 80, 3, 120)","[43.936539576211146, 0, 1]"
"(-49, 80, 4, 110)","[41.44000820386351, 0, 1]"
"(90, 100, 6, 0)","[199.66020047083725, -1218.7317827318714, 5384]"
"(80, 90, 7, 0)","[199.62582828576788, -1004.0494282895479, 7705]"
"(80, 90, 8, 0)","[199.8853859028801, -842.0692027448191, 9819]"
"(80, 80, 9, 0)","[199.88453465321203, -226.09312951843876, 14200]"
