A,B 
"(-10, 60, -7, -60)","[199.42355088394353, 0, 253]"
"(-30, 80, -2, -40)","[199.21803231252252, 0, 253]"
"(-40, 80, 1, -40)","[198.99231579490856, 0, 435]"
"(-45, 70, 4, -50)","[109.93985068266537, 0, 1]"
"(-43, 60, 4, 90)","[199.8715934478816, 0, 297]"
"(-41, 70, 3, -10)","[198.43498396715358, 0, 17]"
"(-45, 60, 4, -10)","[197.34579970780564, 0, 10]"
"(-30, 40, -8, 80)","[195.60410087858997, 0, 15]"
"(-41, 70, -3, 100)","[180.99744151330938, 0, 8]"
"(-49, 70, -1, 110)","[194.51630781746232, 0, 6]"
"(-20, 50, -8, -70)","[199.0484575918834, 0, 1385]"
"(-20, 50, -7, -60)","[199.31269005439663, 0, 494]"
"(-40, 70, -3, -40)","[199.1353224181221, 0, 1566]"
"(-40, 70, -2, -40)","[199.0254589256181, 0, 494]"
"(-43, 70, -1, -40)","[55.47414060218428, 0, 1]"
"(-47, 70, 0, -40)","[56.03984384120957, 0, 1]"
"(60, -70, 7, 0)","[-919.7571758546271, -1141.4250106911131, 6]"
"(20, -110, -9, 0)","[195.57437820501258, 0, 2]"
"(-10, 40, 0, -10)","[191.14617568466332, 0, 4]"
"(-10, 40, 1, -10)","[193.48919984406876, 0, 6]"
"(-20, 40, 3, -10)","[199.70906774869104, 0, 341]"
"(-30, 30, 5, -20)","[-877.2000000000194, 189.4312845459023, 3]"
"(-30, 20, 6, -30)","[-877.2000000000194, 0, 1]"
"(-30, 20, 7, -30)","[174.146995488539, 0, 1]"
"(-20, 50, -6, 80)","[118.27097751519831, 0, 2]"
"(-20, 30, 3, -10)","[69.05246249279315, 0, 1]"
"(-30, 30, -9, -10)","[157.64169053467282, 0, 3]"
"(-30, 40, -8, 0)","[196.98646935792448, 0, 5]"
"(-40, 50, -7, 0)","[199.76943092267413, 0, 1280]"
"(-40, 50, -6, 10)","[177.8678072361355, 0, 7]"
"(-43, 60, -4, 20)","[107.39537446909087, 0, 1]"
"(-47, 70, -3, 20)","[199.80198433098343, 0, 697]"
"(90, 20, -2, 0)","[199.73732747265444, 0, 2410]"
"(-20, 40, -8, 140)","[196.46913083821119, 0, 55]"
"(-20, 50, -7, 150)","[195.41999470055944, 0, 273]"
"(-30, 60, -5, 160)","[195.32124310117726, 0, 249]"
"(-40, 70, -2, 170)","[197.3695089562425, 0, 272]"
"(-43, 70, 0, 170)","[197.23192077615573, 0, 84]"
"(-47, 70, 1, 170)","[196.60904237653682, 0, 91]"
"(100, 170, 2, 0)","[196.42838296081317, 0, 149]"
"(90, 170, 3, 0)","[196.76462959333514, 0, 290]"
"(-45, 30, 8, 30)","[199.52120004348478, 0, 22]"
"(-49, 20, 9, 20)","[199.5173265652999, 0, 18]"
"(30, 140, -3, 0)","[-1098.6225461794577, -2272.1911544816408, 6]"
"(20, 90, -9, 0)","[-1746.9699403882048, -958.0800955965987, 15]"
"(-45, 60, 6, 0)","[199.71144030949876, 0, 29]"
"(-10, 70, -7, 160)","[197.16524989964705, 0, 59]"
"(-10, 70, -6, 160)","[198.7367184394589, 0, 1545]"
"(-20, 80, -5, 170)","[196.91662408005533, 0, 103]"
"(-20, 80, -4, 170)","[198.78800221644522, 0, 1165]"
"(-30, 90, -2, 180)","[196.42959963269556, 0, 144]"
"(-30, 90, -1, 180)","[198.83236201542078, 0, 813]"
"(-40, 90, 0, 180)","[197.85957547072888, -614.3596668522894, 277]"
"(-40, 90, 1, 180)","[198.6933670963772, 0, 474]"
"(-43, 80, 3, 170)","[198.41476281257962, 0, 116]"
"(-47, 80, 4, 170)","[196.8486557919439, 0, 53]"
"(70, 140, -9, 0)","[-1124.0681395909373, -1319.5796744817007, 25]"
"(60, 150, -8, 0)","[-1270.6405949939651, -1754.8382816750502, 24]"
"(60, 160, -7, 0)","[-1245.2335840774049, -1812.1643224342572, 26]"
"(50, 170, -5, 0)","[-1396.7922811692563, -2280.8110665586555, 14]"
"(50, 170, -4, 0)","[-1522.2995853289162, -2150.1450526513586, 15]"
"(-10, 80, -5, -60)","[198.24599054301484, 0, 54]"
"(-20, 80, -3, -50)","[199.36573942533593, 0, 193]"
"(-20, 90, -2, -50)","[198.4177973164383, 0, 61]"
"(-30, 90, -1, -50)","[199.10873596091199, 0, 45]"
"(-30, 90, 0, -50)","[198.67709296682406, 0, 54]"
"(-30, 90, 1, -50)","[198.71829215194393, 0, 36]"
"(-40, 80, 2, -50)","[199.138096382148, 0, 193]"
"(-41, 80, 4, -60)","[199.18085310711052, 0, 11]"
"(-49, 70, 6, -70)","[199.28746989709248, 0, 9]"
"(-41, 50, -7, 50)","[195.6052537633651, 0, 25]"
"(-49, 60, -5, 60)","[196.05819164933584, 0, 18]"
"(30, 90, -9, 0)","[-2410.51635388631, -1667.3287896233614, 16]"
"(-20, 50, -6, 130)","[82.73641685879319, 0, 1]"
"(-10, 70, 0, 0)","[199.78822342773802, 0, 1408]"
"(-20, 60, 3, -10)","[199.82484279084719, 0, 1368]"
"(-30, 50, 5, -10)","[199.8393445939077, 0, 1366]"
"(-30, 40, 7, -30)","[199.69438765917297, 0, 117]"
"(-40, 30, 8, -40)","[-876.9600000000196, 199.84686108945422, 1001]"
"(-40, 20, 9, -40)","[-876.9600000000196, 195.83232082429026, 5]"
"(-41, 10, 10, -50)","[174.91694112895763, 0, 1]"
"(-45, 70, 3, 60)","[199.37368559507382, 0, 13]"
"(-43, 70, 2, 90)","[199.83049277163457, -305.35864568093655, 713]"
"(100, 80, 4, 0)","[199.8109590322503, 0, 1091]"
"(-43, 80, 2, 100)","[199.6956634022882, 0, 1404]"
"(-10, 40, 4, 90)","[198.33071179135794, 0, 1276]"
"(-20, 40, -9, 90)","[198.29677457158198, 0, 2375]"
"(-20, 50, -8, 100)","[198.3018940236489, 0, 2802]"
"(-30, 50, -7, 110)","[198.41124654408833, 0, 463]"
"(-30, 60, -6, 110)","[198.08386684836697, 0, 1811]"
"(-40, 70, -5, 120)","[198.1648720626677, 0, 894]"
"(-40, 70, -4, 120)","[198.07192153850275, 0, 2375]"
"(-43, 70, -2, 130)","[197.69935602471566, 0, 45]"
"(-47, 80, -1, 130)","[198.08797666241517, 0, 253]"
"(100, 130, 0, 0)","[198.04587455028488, 0, 150]"
"(90, 130, 1, 0)","[198.02736627592833, -356.69527427793565, 936]"
"(70, 110, 6, 0)","[198.2258484918355, -241.4039090414167, 1497]"
"(20, 150, -6, 0)","[196.43431600199602, 0, 2]"
"(-41, 70, 3, 160)","[194.427912043441, 0, 8]"
"(-45, 70, 4, 150)","[198.27114908821954, 0, 7]"
"(-30, 70, -5, 140)","[197.5468604344686, 0, 946]"
"(-41, 80, -2, 150)","[68.12504818888642, 0, 2]"
"(-45, 80, -1, 150)","[195.30658678043775, 0, 6]"
"(-49, 80, 0, 150)","[197.17531957678372, 0, 6]"
"(100, 100, 3, 0)","[199.8285923865282, 0, 531]"
"(-49, 80, -9, 150)","[46.32896630660034, 0, 2]"
"(90, 160, -8, 0)","[-731.0398072778313, -955.9134819570193, 33]"
"(80, 170, -7, 0)","[-928.0894322478148, -1623.090855018246, 38]"
"(70, 180, -5, 0)","[-939.1357109545376, -1661.539808794013, 134]"
"(-10, 60, -2, 130)","[199.7857091406683, 0, 184]"
"(-20, 60, 1, 130)","[199.80178011662088, 0, 221]"
"(-40, 40, 6, 110)","[199.81233876968477, 0, 210]"
"(-43, 40, 7, 100)","[199.90349453888703, 0, 2347]"
"(-47, 30, 8, 100)","[199.89873374591446, 0, 1757]"
"(-10, 40, 1, -50)","[194.56924069981085, 0, 4]"
"(-20, 30, 3, -60)","[8.7666000000002, 0, 1]"
"(-20, 30, 4, -60)","[-876.6600000000199, 196.46615726049248, 4]"
"(-20, 20, 5, -60)","[-876.6600000000199, 164.603247778879, 2]"
"(-30, 20, 6, -70)","[174.93406367340182, 0, 1]"
"(-41, 70, 4, -10)","[199.36496915930024, 0, 26]"
"(-49, 50, 6, 10)","[199.76284816571916, 0, 28]"
"(-10, 80, -2, 110)","[199.87287319510423, 0, 6130]"
"(-20, 80, 0, 110)","[199.8581622757512, 0, 9095]"
"(-41, 60, 6, 90)","[199.81439729442926, 0, 23]"
"(-45, 50, 7, 80)","[199.80327618411533, 0, 36]"
"(100, 0, 4, 0)","[187.569378391791, 0, 410]"
"(-40, 70, -5, 20)","[199.37554426224176, 0, 3933]"
"(-43, 70, -2, 30)","[199.37244124271413, 0, 1475]"
"(-47, 80, -1, 30)","[198.97631185203272, 0, 1984]"
"(90, 30, 0, 0)","[199.54381031503647, 0, 3782]"
"(-20, 60, 1, 50)","[199.79533417861893, 0, 216]"
"(-40, 40, 6, 30)","[199.88578734764621, 0, 216]"
"(-43, 50, -8, 40)","[189.30549318872954, 0, 1326]"
"(-47, 50, -7, 50)","[193.7557896130455, 0, 612]"
"(100, 60, -6, 0)","[190.48997423843048, 0, 661]"
"(90, 60, -5, 0)","[185.20096397398214, 0, 2610]"
"(40, 170, -6, 0)","[-1531.4926387385442, -2062.729229809809, 15]"
"(-41, 60, 6, 50)","[199.7360173796892, 0, 32]"
"(-45, 50, 7, 40)","[199.70972875813996, 0, 37]"
"(-49, 40, 8, 30)","[198.82242508821403, 0, 44]"
"(-41, 50, 6, 100)","[199.84860814140453, -262.67592701412104, 43]"
"(-45, 40, 7, 90)","[199.8894045275482, 0, 14]"
"(-49, 30, 8, 80)","[169.06909475247102, 0, 2]"
"(90, 80, -9, 0)","[194.93525995389297, -695.023628043144, 32]"
"(80, 100, -6, 0)","[199.46472019345129, -796.4297079295435, 95]"
"(70, 110, -4, 0)","[197.79018993311723, -1614.38585178588, 24]"
"(60, 120, -1, 0)","[199.5936379204953, -1732.0010148848685, 75]"
"(-10, 70, -6, 30)","[199.5570779159349, 0, 3794]"
"(-45, 70, 5, 30)","[199.69066920793043, 0, 43]"
"(-45, 80, 2, 40)","[196.1282051202773, 0, 8]"
"(-43, 50, 6, 60)","[199.6777943889572, 0, 1198]"
"(-47, 40, 7, 50)","[199.66672549602762, 0, 577]"
"(-10, 60, -7, 170)","[197.07471223988946, 0, 650]"
"(-45, 70, 4, 180)","[198.23766825642048, 0, 11]"
"(60, 160, -9, 0)","[-1140.3047560865302, -2035.5359569680961, 25]"
"(50, 170, -8, 0)","[-1423.156093667786, -1768.2593973335058, 21]"
"(-10, 60, -4, 160)","[198.90992864209773, 0, 424]"
"(-30, 60, 3, 160)","[101.73651955065478, 0, 1332]"
"(-41, 50, 6, 140)","[199.19817797895473, 0, 25]"
"(-45, 40, 7, 140)","[198.42630262100937, 0, 18]"
"(-49, 30, 8, 130)","[190.83467272313686, 0, 5]"
"(90, 120, 9, 0)","[199.8542655337681, -7.166103987501872, 7051]"
"(-10, 20, 7, -40)","[-876.3600000000201, 0, 1]"
"(-20, 10, 8, -40)","[174.9432324999806, 0, 1]"
"(-40, 80, 3, 40)","[199.81788991297654, 0, 6210]"
"(-41, 80, 1, 0)","[196.21567369954192, 0, 6]"
"(-45, 80, 2, 0)","[199.21034218199384, 0, 5]"
"(-49, 70, 3, 0)","[199.67272993545416, 0, 8]"
"(-10, 30, 4, 140)","[-876.3300000000202, 173.97571564734488, 127]"
"(-20, 20, 5, 140)","[-876.3300000000202, 61.04209883749884, 2]"
"(-20, 20, 6, 130)","[-699.8978922544634, 0, 2]"
"(50, 160, -7, 0)","[-1366.9823518366734, -1981.8052818458825, 14]"
"(-10, 90, -2, 20)","[199.77067255317291, 0, 714]"
"(-20, 90, 0, 20)","[199.79972827449458, 0, 1744]"
"(-30, 80, 3, 10)","[199.82898439551275, 0, 1068]"
"(-40, 70, 5, 0)","[199.8151557449024, 0, 2467]"
"(-41, 70, 6, 0)","[199.70939990570196, 0, 7]"
"(-45, 60, 7, -10)","[199.71426416047717, 0, 15]"
"(-49, 50, 8, -20)","[199.70077354873018, 0, 17]"
"(-41, 80, 1, 30)","[199.74948041179758, 0, 13]"
"(-49, 70, 3, 30)","[199.74891734714294, 0, 11]"
"(-43, 80, 2, 130)","[199.46687486836862, 0, 1038]"
"(-47, 70, 3, 130)","[199.07299828268498, 0, 1517]"
"(-10, 60, 2, 60)","[198.34281564270495, 0, 825]"
"(-45, 50, -7, 50)","[192.3816048666372, 0, 4]"
"(-10, 90, 1, -10)","[93.71901772205601, 0, 2]"
"(-10, 90, 2, -10)","[40.23458579314874, 0, 1]"
"(-10, 80, 3, -20)","[37.80769723405245, 0, 1]"
"(-20, 80, 4, -20)","[34.89226363607612, 0, 1]"
"(-20, 80, 5, -20)","[31.389938392359845, 0, 1]"
"(-30, 70, 6, -30)","[93.30085072634495, 0, 2]"
"(-30, 60, 7, -40)","[22.12825280111324, 0, 1]"
"(-30, 50, 8, -50)","[16.05646710720054, 0, 1]"
"(-40, 50, 9, -50)","[8.762400000000202, 0, 1]"
"(-40, 40, 10, -60)","[-876.2400000000202, 0, 1]"
"(-41, 30, 10, -70)","[-876.2400000000202, 0, 1]"
"(-45, 20, 10, -80)","[178.59992825411112, 0, 3]"
"(-41, 40, 7, 70)","[199.48921936809717, 0, 33]"
"(-45, 30, 8, 60)","[199.53631372149954, 0, 21]"
"(-49, 20, 9, 50)","[199.45041213203834, 0, 19]"
"(30, 110, 5, 0)","[188.14604922526252, 0, 3]"
"(50, 130, -5, 0)","[-2131.927840814736, -2186.8043968045304, 14]"
"(-41, 30, -9, 0)","[122.72679765327403, 0, 1]"
"(-45, 40, -8, 10)","[136.93630411431948, 0, 1]"
"(-41, 80, 3, 180)","[156.3964377274807, 0, 4]"
"(-49, 70, 5, 180)","[194.1338968339951, 0, 3]"
"(80, 170, 8, 0)","[197.34806213960687, 0, 1281]"
"(80, 160, 9, 0)","[196.44056095307124, 0, 2236]"
"(80, 150, 10, 0)","[196.17535527887551, 0, 4500]"
"(-10, 80, -5, 90)","[199.9123840758052, 0, 2839]"
"(-30, 90, 0, 100)","[199.8936837364311, 0, 2839]"
"(-49, 60, 7, 70)","[199.5216803832048, 0, 21]"
"(-47, 60, 6, 50)","[199.7876411494924, 0, 1827]"
"(-47, 60, 6, -30)","[199.76395676203552, 0, 226]"
"(100, -40, 7, 0)","[199.5354227959815, 0, 248]"
"(50, 130, -6, 0)","[-1254.4881820462256, -1550.028826054453, 13]"
"(-40, 70, 5, 70)","[199.78835303800466, 0, 8430]"
"(-49, 60, 6, 80)","[199.78844846605895, 0, 51]"
"(-30, 80, -3, 20)","[199.7428035525379, 0, 1880]"
"(-47, 80, 2, 20)","[199.69284767968517, 0, 915]"
"(100, 60, 6, 0)","[199.73545277545236, 0, 3288]"
"(30, 140, -1, 0)","[-2431.4923266054457, -827.9950183122656, 9]"
"(30, 140, 0, 0)","[-1763.37781363518, -2503.3787554833184, 5]"
"(20, 130, 1, 0)","[174.04291563749015, 0, 1]"
"(-49, 40, 7, 130)","[196.4454742111889, 0, 9]"
"(-41, 60, 4, 170)","[195.63453973551694, 0, 14]"
"(-49, 50, 6, 160)","[196.02357993240037, 0, 20]"
"(-20, 50, 2, 40)","[198.18385430540158, 0, 1298]"
"(-47, 60, -5, 60)","[197.80420871737985, 0, 567]"
"(60, -120, -9, 0)","[-892.4843990184708, -1822.9390124879667, 18]"
"(60, -110, -8, 0)","[-1150.01603834849, -954.6155334176894, 18]"
"(50, -100, -6, 0)","[-1405.3864839622304, -1373.114925259541, 15]"
"(50, -90, -5, 0)","[6.565474005833441, 0, 4]"
"(40, -90, -4, 0)","[-1597.6118649651737, -1698.7262232425082, 9]"
"(40, -80, -3, 0)","[-225.71531948267082, -1607.6152195290651, 5]"
"(-10, 60, -1, 110)","[198.4263535054102, 0, 37]"
"(-30, 50, 4, 100)","[197.2672010652155, 0, 37]"
"(-40, 30, 7, 80)","[-875.7900000000207, 195.56213005932975, 451]"
"(-45, 80, 2, 50)","[199.7232787032433, 0, 6]"
"(-30, 50, -8, 10)","[199.8411643163987, 0, 4798]"
"(-30, 60, -7, 10)","[199.49781125615465, 0, 3150]"
"(-43, 80, -3, 30)","[199.71904967811835, 0, 1755]"
"(-47, 80, -2, 30)","[199.72227117971534, 0, 1128]"
"(100, 30, -1, 0)","[199.73116427046477, 0, 751]"
"(-10, 60, 0, 150)","[47.30089554937881, -357.5872457171705, 309]"
"(-10, 60, 1, 150)","[-388.6957728458279, -590.3525374344086, 336]"
"(-20, 50, 4, 140)","[-670.5543211858427, 30.34401471972805, 315]"
"(-30, 40, 6, 130)","[-883.2830036641224, -1169.0574386601525, 72]"
"(-40, 40, -9, 130)","[-140.52773220318102, -1076.2366152050975, 145]"
"(-40, 50, -8, 140)","[102.22383158376965, -445.44939760776623, 129]"
"(-43, 60, -7, 140)","[-102.97074909427837, -1270.808832184066, 11]"
"(-47, 60, -6, 150)","[-163.16111830104444, -1342.3178428400895, 20]"
"(90, 150, -5, 0)","[-24.455863273497684, -1415.6413199444617, 152]"
"(80, 160, -4, 0)","[-660.7682452009082, -1461.8729096970758, 180]"
"(80, 160, -3, 0)","[-263.88029804217524, -1428.8959004391659, 336]"
"(70, 160, -1, 0)","[-796.5478648942551, -1694.7602861462146, 142]"
"(70, 160, 0, 0)","[-273.39504537795045, -1613.666446367887, 243]"
"(60, 160, 1, 0)","[-946.7591306266334, -1725.8354282732066, 181]"
"(60, 160, 2, 0)","[-477.21296967661965, -1883.1330533925982, 331]"
"(60, 160, 3, 0)","[-14.241998170725978, -1822.90049210749, 453]"
"(50, 150, 4, 0)","[-1320.823889769854, -2021.2599208768572, 138]"
"(50, 150, 5, 0)","[-342.3806035893423, -1951.4818730811423, 302]"
"(40, 140, 6, 0)","[-1515.9662058202873, -2179.6376691839905, 172]"
"(40, 140, 7, 0)","[-1504.0636128408646, -2949.4974970744615, 276]"
"(40, 130, 8, 0)","[101.68360295603495, -2701.8630846526676, 444]"
"(30, 120, 9, 0)","[-52.47108339399861, -1008.6181746320894, 140]"
"(20, 100, 10, 0)","[199.72319141263347, 0, 139]"
"(20, 90, 10, 0)","[199.70101496973157, 0, 934]"
"(10, 70, 10, 0)","[199.69547423202405, 0, 174]"
"(100, 120, 5, 0)","[199.75973041923905, 0, 1063]"
"(60, 170, -8, 0)","[-1108.2354634349874, -1907.2391729228407, 20]"
"(50, 180, -6, 0)","[-1304.6998424653366, -2421.866031065787, 72]"
"(-10, 60, 1, 40)","[198.8062080606109, 0, 2544]"
"(-30, 40, 6, 20)","[198.98534337453987, 0, 2544]"
"(-30, 30, 7, 10)","[199.23147010611538, 0, 1635]"
"(-40, 40, -8, 20)","[199.0740955126424, 0, 1491]"
"(-45, 50, -6, 30)","[173.39331183810955, 0, 3]"
"(80, 50, -1, 0)","[-30.194885859539475, 199.78058379571888, 5137]"
"(70, 40, 2, 0)","[123.72031191308828, 0, 5]"
"(60, 40, 4, 0)","[-218.72425761667174, -379.4294477965002, 12]"
"(50, 20, 7, 0)","[171.39090253611772, 0, 3]"
"(40, 10, 8, 0)","[8.755500000000207, 0, 1]"
"(40, 0, 9, 0)","[-1178.733985351891, 0, 1]"
"(40, -90, -3, 0)","[-582.9402027738977, -1301.850937009116, 6]"
"(30, -80, 0, 0)","[-804.5808856025393, 0, 2]"
"(-41, 70, 2, 40)","[187.11655898805893, 0, 2]"
"(70, 70, -7, 0)","[199.73223033955207, 0, 5556]"
"(70, 80, -6, 0)","[199.67999574934464, -350.2217657097855, 4603]"
"(-10, 60, 2, -20)","[199.64451058546635, 0, 821]"
"(-10, 50, 3, -30)","[199.54227007140838, 0, 3851]"
"(-20, 40, 5, -40)","[198.8785045030119, 0, 6231]"
"(-30, 40, -9, -40)","[198.57235556819722, 0, 3411]"
"(-40, 50, -8, -30)","[199.74689696730135, 0, 3944]"
"(-40, 50, -7, -20)","[199.18132293119035, 0, 2472]"
"(-40, 60, -6, -20)","[198.46634574441933, 0, 4685]"
"(-43, 70, -5, -10)","[199.5911546282971, 0, 1880]"
"(-47, 70, -4, -10)","[198.9659910023821, 0, 2091]"
"(100, -10, -3, 0)","[198.8384340460695, 0, 1593]"
"(70, -10, 3, 0)","[188.47207855793445, 0, 3592]"
"(60, -20, 5, 0)","[193.91389569445224, 0, 3546]"
"(50, -40, 8, 0)","[-987.8354020402692, -2188.7685272232284, 7]"
"(50, -50, 9, 0)","[-422.47993745787977, -1694.0479211089144, 2]"
"(20, -20, -8, 0)","[199.87932926838133, 0, 11]"
"(-10, 50, 3, 60)","[198.43404789239273, 0, 3555]"
"(-40, 70, -5, 80)","[197.74895974471815, 0, 3762]"
"(-43, 70, -4, 90)","[187.23648415193117, 0, 1511]"
"(-47, 70, -3, 90)","[198.91020791604856, 0, 1421]"
"(30, -80, 5, 0)","[174.63644050851627, 0, 1]"
"(-43, 40, 7, 30)","[199.81393119710302, 0, 2078]"
"(-20, 70, 1, 150)","[199.8512463652071, -573.2033625306639, 3177]"
"(-40, 50, 5, 140)","[199.85503243343263, -1109.8293748265903, 1285]"
"(-40, 50, 6, 130)","[199.83075974333408, -806.7894119694461, 3165]"
"(-43, 40, 7, 120)","[199.83720289403806, 0, 2075]"
"(-47, 30, 8, 120)","[199.84784107939464, 0, 1441]"
"(-10, 30, 4, -50)","[-783.0994470703783, 199.62325547562656, 1916]"
"(-20, 40, -9, -50)","[199.37008604606586, 0, 3280]"
"(-20, 40, -8, -40)","[199.6864208701333, 0, 422]"
"(-30, 60, -6, -20)","[199.52197084529973, 0, 4316]"
"(-40, 70, -4, -20)","[199.17120338330892, 0, 3280]"
"(-40, 70, -3, -10)","[199.62076870451705, 0, 4112]"
"(-43, 70, -2, -10)","[199.5676077860654, 0, 327]"
"(-47, 70, -1, -10)","[199.20274771251357, 0, 56]"
"(100, -10, 0, 0)","[199.19927153264192, 0, 298]"
"(90, -10, 1, 0)","[199.60785664362587, 0, 2200]"
"(-40, 30, 7, 110)","[-560.0642258218469, 114.08899187827404, 100]"
"(-43, 40, -8, 120)","[104.92899618974235, -833.8200000000563, 38]"
"(-47, 50, -7, 120)","[196.40504726292343, -1214.5124727267334, 101]"
"(90, 130, -6, 0)","[148.38391184690022, -1162.508503253415, 163]"
"(80, 130, -5, 0)","[173.65289152078265, -1568.7567859396986, 344]"
"(70, 140, -2, 0)","[172.23410464207876, -1820.4175354222998, 282]"
"(70, 140, -1, 0)","[199.50200516825186, -1690.8770822805704, 646]"
"(60, 140, 0, 0)","[175.5938384386434, -1966.3898437764308, 336]"
"(60, 140, 1, 0)","[199.28447889546027, -1909.0712784714406, 647]"
"(50, 130, 4, 0)","[199.56385618747544, -1995.1514039479853, 642]"
"(40, 130, 5, 0)","[115.76361711873066, -2646.9430879959646, 157]"
"(40, 120, 6, 0)","[199.44063278882533, -1716.7430904770883, 642]"
"(-43, 70, 2, -10)","[199.61482293113195, 0, 41]"
"(-10, 30, 4, 80)","[-859.8251424771021, 197.6682773722818, 1189]"
"(-20, 50, -8, 90)","[198.56753069472387, 0, 3068]"
"(-40, 60, -5, 110)","[197.01268557766363, 0, 330]"
"(-43, 70, -2, 120)","[196.83918112175252, 0, 145]"
"(-47, 70, -1, 120)","[198.03905911098218, 0, 11]"
"(60, 80, -5, 0)","[199.68885158192998, -1761.2108089801698, 6458]"
"(50, 90, -2, 0)","[199.62815387459702, -2501.033486032471, 5551]"
"(40, 90, 0, 0)","[199.6168450298062, 0, 6454]"
"(30, 90, 3, 0)","[199.39204308141893, 0, 5489]"
"(20, 80, 5, 0)","[199.30251769218, 0, 7755]"
"(10, 60, 8, 0)","[199.1430426295284, 0, 5489]"
"(-41, 70, 0, 90)","[61.98794196508661, 0, 1]"
"(-45, 70, 1, 90)","[64.0166791912257, 0, 1]"
"(-49, 70, 2, 90)","[66.45631735424811, 0, 1]"
"(-30, 80, 3, 20)","[199.89944381304528, 0, 1403]"
"(-45, 60, 7, 0)","[199.89879588217343, 0, 18]"
"(-49, 50, 8, -10)","[199.90655081503368, 0, 27]"
"(-10, 40, 4, 70)","[199.19810823356286, 0, 2503]"
"(-10, 40, 5, 60)","[143.27316103107182, 0, 2]"
"(-20, 30, 6, 60)","[-875.310000000021, 197.26391935929297, 1074]"
"(-20, 30, 7, 50)","[-729.4401909423456, 196.78424045043283, 760]"
"(-10, 80, -5, -40)","[199.28946991235625, 0, 316]"
"(-20, 90, -2, -30)","[199.25798959368774, 0, 369]"
"(-20, 90, -1, -30)","[199.37418428210265, 0, 309]"
"(-30, 90, 0, -30)","[199.16688777573196, 0, 316]"
"(-30, 90, 1, -30)","[198.77447257808018, 0, 199]"
"(-40, 80, 4, -40)","[199.2852735565831, 0, 309]"
"(-45, 70, 6, -50)","[196.58650408568772, 0, 4]"
"(-10, 60, -1, 170)","[-512.787464688495, -1212.6462341155438, 15]"
"(-10, 60, 1, 170)","[-712.5930422006259, -1152.5425961225708, 242]"
"(-20, 50, 3, 170)","[-1037.6525537901719, -1205.331657885622, 164]"
"(-30, 50, 4, 160)","[-879.2876162046224, -1128.7116769777394, 14]"
"(-30, 40, 6, 150)","[-1257.7848341017384, -1487.3837325237473, 118]"
"(-40, 30, 7, 150)","[-1735.074040306074, -1488.6663737178415, 61]"
"(-40, 20, 8, 140)","[-830.7863710265939, -1279.9378555792375, 8]"
"(-41, 10, 9, 130)","[174.7327629839251, 0, 1]"
"(-41, 70, 5, 40)","[199.49293686810722, 0, 28]"
"(-41, 50, 6, -50)","[198.04157420917892, 0, 6]"
"(-45, 40, 7, -60)","[156.46206995090668, 0, 3]"
"(-49, 30, 8, -70)","[119.9893905422447, 0, 2]"
"(-20, 60, -4, 90)","[199.83196736339528, 0, 49]"
"(-47, 60, 3, 90)","[63.170253488852396, 0, 1]"
"(30, 80, 3, 0)","[199.66200247769444, 0, 5636]"
"(10, 50, 8, 0)","[199.8460530544082, 0, 5633]"
"(-10, 30, 10, -40)","[-875.2200000000211, 0, 1]"
"(-10, 20, 10, -50)","[173.81413163776438, 0, 1]"
"(-10, 60, -5, -70)","[195.89134584990174, 0, 30]"
"(-10, 70, -3, -60)","[196.14265094873073, 0, 126]"
"(-20, 70, -2, -60)","[194.10217435684282, 0, 57]"
"(-20, 70, -1, -60)","[196.02161627180146, 0, 96]"
"(-30, 70, 0, -60)","[193.55475378878046, 0, 30]"
"(-30, 70, 1, -60)","[194.632055654416, 0, 48]"
"(-30, 70, 2, -60)","[195.81992114066423, 0, 126]"
"(-40, 60, 4, -70)","[196.58575827927945, 0, 96]"
"(-41, 60, 5, -70)","[31.07723947663171, 0, 1]"
"(-45, 50, 6, -80)","[26.85300188913541, 0, 1]"
"(-49, 40, 7, -90)","[21.77214138182824, 0, 1]"
"(-41, 50, -8, -50)","[191.9559548879579, 0, 5]"
"(-45, 50, -7, -50)","[185.16653016307282, 0, 2]"
"(-49, 60, -6, -40)","[197.72707894221327, 0, 3]"
"(-10, 50, -9, 120)","[198.34693668048342, 0, 122]"
"(-20, 70, -7, 140)","[198.65401339568524, 0, 27]"
"(-20, 70, -6, 140)","[198.4088473256117, 0, 210]"
"(-30, 80, -4, 150)","[197.9433112210052, 0, 122]"
"(-40, 90, -2, 160)","[198.4096885670802, 0, 27]"
"(-43, 90, 1, 160)","[198.25415777039512, 0, 27]"
"(-47, 80, 2, 150)","[197.81671047139776, 0, 356]"
"(100, 150, 3, 0)","[197.5062250462288, 0, 185]"
"(20, 180, -2, 0)","[199.23827226214144, 0, 3]"
"(-41, 70, -5, 150)","[165.68059307291364, 0, 4]"
"(-45, 70, -4, 160)","[136.18746862530486, 0, 4]"
"(-49, 70, -3, 160)","[115.40615529844715, 0, 1]"
"(40, 120, -2, 0)","[-1589.5809241922996, -2278.6248142590666, 11]"
"(100, 120, 6, 0)","[199.8577564836578, 0, 2551]"
"(-10, 40, -8, -50)","[157.77157099379042, 0, 3]"
"(-43, 70, 3, 120)","[199.45609176954127, 0, 1758]"
"(-47, 70, 4, 110)","[199.76051614137052, 0, 2067]"
